name,receive_nobreak_won,receive_nobreak_faced,serve_nobreak_won,serve_nobreak_faced,receive_break_won,receive_break_faced,serve_break_won,serve_break_faced,serve_nobreak_pct,serve_break_pct,receive_nobreak_pct,receive_break_pct,serve_choke_pct,receive_choke_pct,choke_pct
H Moriya,71,209,119,211,7,14,12,22,0.5884244372990354,0.5901639344262295,0.34627831715210355,0.41228070175438597,-0.021739497127194123,-0.026002384602282415,-0.023870940864738267
H Vitus Nodskov Rune,24,93,46,79,3,4,6,14,0.6145251396648045,0.5789473684210527,0.31088082901554404,0.41346153846153844,0.015577771243751832,-0.06258070944599439,-0.023501469101121282
P Jubb,33,109,56,103,2,3,6,14,0.5911330049261084,0.5789473684210527,0.33014354066985646,0.4077669902912621,-0.007814363494944226,-0.03762344962140566,-0.02271890655817494
C Harrison,40,117,66,119,3,6,10,16,0.593607305936073,0.603448275862069,0.35023041474654376,0.4056603773584906,-0.029840969925995924,-0.015429962611946825,-0.022635466268971373
V Troicki,1842,5056,3235,5145,200,470,337,524,0.628979980934223,0.6362179487179487,0.36423584173778123,0.42105263157894735,-0.027237967783725652,-0.016816789841166115,-0.02202737881244588
V Hanescu,286,906,571,981,22,69,79,130,0.5874190564292322,0.6043478260869565,0.32007952286282304,0.3668639053254438,-0.03692876965772428,-0.006784382462620732,-0.021856576060172505
A Beck,76,244,140,250,3,11,17,32,0.5828571428571429,0.5833333333333334,0.32558139534883723,0.38738738738738737,-0.02047619047619052,-0.02180599203855014,-0.021141091257370327
C Berlocq,568,1690,971,1687,46,114,128,226,0.5791829882484612,0.5766871165644172,0.33743016759776534,0.40186915887850466,-0.01750412831595603,-0.02443899128073932,-0.020971559798347673
A Veic,74,187,83,167,12,21,13,29,0.550561797752809,0.5658914728682171,0.3832752613240418,0.4297520661157025,-0.03532967511540806,-0.006476804791660663,-0.020903239953534363
J Lisnard,24,76,36,72,2,7,8,15,0.5813953488372093,0.591304347826087,0.3409090909090909,0.3925233644859813,-0.02990899898887765,-0.011614273576890412,-0.02076163628288403
P Sousa,103,341,204,356,5,14,27,53,0.5877192982456141,0.5686274509803921,0.31519274376417233,0.39473684210526316,-0.0009081527347780498,-0.03954409834109083,-0.020226125537934438
G Zemlja,284,910,562,913,20,60,69,108,0.6179664363277394,0.6201923076923077,0.31683168316831684,0.375,-0.02222587136456831,-0.018168316831683164,-0.020197094098125735
K Kravchuk,86,353,238,368,2,12,18,30,0.6452991452991453,0.6,0.2693156732891832,0.375,0.02529914529914536,-0.06568432671081678,-0.020192590705835713
G Blancaneaux,18,62,28,60,0,3,5,12,0.575,0.5803571428571429,0.3333333333333333,0.3883495145631068,-0.02535714285714295,-0.015016181229773475,-0.02018666204345821
J Aragone,21,72,40,77,0,2,4,9,0.5875706214689266,0.5871559633027523,0.3313953488372093,0.39215686274509803,-0.019585341833825747,-0.020761513907888753,-0.020173427870857248
J Hernych,123,388,238,404,9,26,30,51,0.5992063492063492,0.5960264900662252,0.32581967213114754,0.3888888888888889,-0.016820140859876025,-0.023069216757741352,-0.019944678808808687
A Bogomolov Jr.,336,956,606,1000,29,79,74,111,0.6090909090909091,0.6350710900473934,0.3522727272727273,0.3854748603351955,-0.04598018095648425,0.006797866937531781,-0.019591157009476234
D Cox,31,108,75,127,3,9,10,17,0.6123348017621145,0.5982905982905983,0.32211538461538464,0.3944954128440367,-0.005955796528483753,-0.03238002822865208,-0.019167912378567915
K King,27,81,48,92,0,5,10,15,0.5833333333333334,0.6086956521739131,0.34806629834254144,0.38095238095238093,-0.045362318840579716,0.0071139173901605054,-0.019124200725209605
A Martin,220,580,335,591,30,58,43,81,0.5774240231548481,0.569060773480663,0.3764705882352941,0.4430379746835443,-0.011636750325814887,-0.026567386448250165,-0.019102068387032524
B Tomic,2306,6884,4666,7307,200,545,459,687,0.63858512218172,0.6594663278271918,0.3353379152348224,0.37209302325581395,-0.040881205645471805,0.003244891979008478,-0.018818156833231663
M Kukushkin,1761,4802,2967,4991,191,455,358,594,0.5953643684934198,0.6023054755043228,0.36658506731946144,0.41621621621621624,-0.026941107010903003,-0.009631148896754795,-0.018286127953828897
F Gaio,35,112,74,122,4,7,8,13,0.6216216216216216,0.6017699115044248,0.33490566037735847,0.411214953271028,-0.00014828988280322572,-0.036309292893669555,-0.01822879138823639
K Beck,70,229,139,258,2,16,17,32,0.5670391061452514,0.5833333333333334,0.3221884498480243,0.3620689655172414,-0.03629422718808194,0.00011948433078292492,-0.018087371428649506
I Kunitsyn,59,237,137,224,2,9,11,24,0.6203703703703703,0.5725806451612904,0.2818991097922849,0.3853211009174312,0.02778972520907998,-0.06342199112514632,-0.017816132958033172
J Millman,1654,4514,2835,4558,178,384,274,463,0.6223701159295835,0.5932504440497336,0.36627654963155615,0.45041322314049587,0.009119671879849873,-0.04413667350893972,-0.01750850081454492
I Sijsling,238,844,506,833,10,36,53,92,0.6109324758842444,0.5885416666666666,0.2902542372881356,0.36764705882352944,0.0023908092175777447,-0.03739282153539384,-0.017501006158908046
E Nava,33,111,58,101,2,3,5,12,0.6069651741293532,0.5803571428571429,0.32701421800947866,0.4077669902912621,0.006608031272210341,-0.04075277228178346,-0.017072370504786556
B Phau,106,374,205,345,8,20,17,38,0.604494382022472,0.5579710144927537,0.29957805907172996,0.4,0.026523367529718306,-0.06042194092827006,-0.016949286699275874
E Prodon,22,72,35,69,2,5,4,11,0.5857988165680473,0.5765765765765766,0.3372093023255814,0.4,-0.01077776000852924,-0.022790697674418638,-0.016784228841473937
F Bagnis,463,1378,848,1417,40,109,105,171,0.6011865524060646,0.6088560885608856,0.3376184032476319,0.3827751196172249,-0.027669536154821022,-0.005156716369592952,-0.016413126262206985
L Rosol,868,2848,1966,3061,64,174,157,249,0.6422018348623854,0.6217765042979942,0.3066485753052917,0.3795620437956204,0.0004253305643911083,-0.0329134684903287,-0.016244068962968795
M Hamou,68,212,128,223,3,16,18,28,0.5944272445820433,0.609375,0.3333333333333333,0.3706896551724138,-0.03494775541795668,0.0026436781609195034,-0.01615203862851859
