name,receive_nobreak_won,receive_nobreak_faced,serve_nobreak_won,serve_nobreak_faced,receive_break_won,receive_break_faced,serve_break_won,serve_break_faced,serve_nobreak_pct,serve_break_pct,receive_nobreak_pct,receive_break_pct,serve_choke_pct,receive_choke_pct,choke_pct
A Haider-Maurer,315,1109,709,1162,23,69,71,125,0.6125198098256736,0.5822222222222222,0.2903225806451613,0.3727810650887574,0.010297587603451359,-0.0424584844435961,-0.01608044842007237
C Eubanks,171,527,310,498,12,31,31,49,0.6254180602006689,0.610738255033557,0.33014354066985646,0.3969465648854962,-0.00532019483288813,-0.026803024215639716,-0.01606160952426392
L Kubot,652,1863,1210,1946,68,148,105,180,0.6226783968719453,0.5892857142857143,0.35048395313295977,0.43548387096774194,0.013392682586230959,-0.04499991783478217,-0.015803617624275602
N Jarry,385,1341,909,1393,20,68,79,118,0.651707970529136,0.6376146788990825,0.2921582234559334,0.35714285714285715,-0.005906708369946539,-0.024984633686923753,-0.015445671028435146
D Young,1299,3634,2153,3677,136,326,270,467,0.5869737887212073,0.582010582010582,0.3575254418853776,0.4131455399061033,-0.015036793289374666,-0.015620098020725705,-0.015328445655050186
M Matosevic,581,1667,1021,1771,50,138,128,213,0.5799037947621593,0.6006389776357828,0.3491794001131862,0.37815126050420167,-0.04073518287362353,0.011028139608984543,-0.014853521632319493
O Jasika,81,240,136,234,7,17,18,32,0.5988023952095808,0.5909090909090909,0.34411764705882353,0.4017094017094017,-0.012106695699510155,-0.017591754650578197,-0.014849225175044176
V Safranek,45,158,91,159,0,9,12,21,0.5984555984555985,0.5950413223140496,0.313953488372093,0.3669724770642202,-0.016585723858451123,-0.013018988692127177,-0.01480235627528915
M Daniel,10,31,2,20,0,4,0,6,0.55,0.5660377358490566,0.3511450381679389,0.38461538461538464,-0.03603773584905655,0.0065296535525542695,-0.01475404114825114
Y Uchiyama,240,729,427,746,20,62,65,111,0.5803782505910166,0.5924170616113744,0.33293124246079614,0.37037037037037035,-0.03203881102035787,0.0025608720904257906,-0.014738969464966039
J Ward,422,1329,860,1386,26,92,96,141,0.6218034993270525,0.6473029045643154,0.3205038488453464,0.34375,-0.04549940523726291,0.016753848845346385,-0.014372778195958263
I Karlovic,1448,5620,4096,5643,68,210,204,286,0.7243600905450113,0.6839378238341969,0.25944055944055944,0.34838709677419355,0.02042226671081439,-0.04894653733363411,-0.01426213531140986
U Blanch,40,131,89,143,3,9,11,16,0.6296296296296297,0.6120689655172413,0.329004329004329,0.3944954128440367,-0.002439335887611676,-0.025491083839707697,-0.013965209863659686
A Giannessi,80,234,130,234,9,29,27,46,0.5808383233532934,0.5958904109589042,0.3473053892215569,0.3798449612403101,-0.035052087605610724,0.0074604279812468186,-0.013795829812181953
A Weintraub,17,85,58,88,0,3,3,6,0.648936170212766,0.5943396226415094,0.2864864864864865,0.3883495145631068,0.03459654757125653,-0.06186302807662029,-0.013633240252681877
M Torpegaard,21,89,55,89,2,8,6,12,0.6296296296296297,0.5892857142857143,0.30158730158730157,0.3888888888888889,0.020343915343915348,-0.047301587301587324,-0.013478835978835988
A Montanes,241,715,458,749,24,50,40,74,0.6148409893992933,0.5747126436781609,0.3398773006134969,0.4266666666666667,0.02012834572113244,-0.04678936605316978,-0.01333051016601867
A Muller,147,380,193,350,23,43,26,54,0.5711111111111111,0.5584415584415584,0.38125,0.4405594405594406,-0.007330447330447281,-0.019309440559440595,-0.013319943944943938
D Gimeno-Traver,202,737,420,731,11,37,47,98,0.5824308062575211,0.5404040404040404,0.2843488649940263,0.3722627737226277,0.02202676585348064,-0.04791390872860144,-0.0129435714375604
M Mecir,35,118,72,117,1,4,4,6,0.6267281105990783,0.6037735849056604,0.3256880733944954,0.3942307692307692,0.002954525693417937,-0.028542695836273814,-0.012794085071427938
H Dellien,261,745,420,761,27,74,68,123,0.562137049941928,0.5739910313901345,0.3514792899408284,0.3850574712643678,-0.03185398144820649,0.006421818676460599,-0.012716081385872945
K Khachanov,2249,6158,3947,6020,247,571,359,557,0.6553921568627451,0.6377473363774734,0.3651326302333014,0.4277198211624441,-0.002355179514728283,-0.02258719092914272,-0.012471185221935502
O Golding,37,125,97,147,3,4,5,7,0.6518218623481782,0.6074766355140186,0.3244444444444444,0.41346153846153844,0.024345226834159534,-0.04901709401709401,-0.012335933591467238
P Kohlschreiber,2503,7183,4691,7114,242,586,394,608,0.6591350152481287,0.6412429378531074,0.3486200741452698,0.4110787172011662,-0.0021079226049787007,-0.022458643055896378,-0.01228328283043754
H Chung,835,2328,1474,2306,93,210,138,223,0.6392352452202826,0.6130030959752322,0.3587314662273476,0.4290322580645161,0.006232149245050462,-0.03030079183716853,-0.012034321296059034
A Gonzalez,209,585,334,586,21,43,36,73,0.5801749271137027,0.5549132947976878,0.35766423357664234,0.42657342657342656,0.005261632316014859,-0.028909192996784218,-0.01182378034038468
A Menendez Maceiras,20,83,56,90,0,2,3,7,0.631578947368421,0.5887850467289719,0.30601092896174864,0.39215686274509803,0.0227939006394491,-0.04614593378334939,-0.011676016571950146
L Broady,210,618,383,668,18,55,54,92,0.58203125,0.59375,0.3426183844011142,0.3741935483870968,-0.031718750000000004,0.00842483601401741,-0.011646956992991297
S Devvarman,379,1049,633,1100,38,94,77,135,0.5808333333333333,0.5829787234042553,0.36118363794604,0.4020618556701031,-0.02214539007092196,-0.0008782177240630809,-0.01151180389749252
A Hoang,346,967,583,986,34,84,69,117,0.5957642725598526,0.5944700460829493,0.3580131208997188,0.40217391304347827,-0.01870577352309664,-0.004160792143759452,-0.011433282833428047
J Donaldson,520,1508,985,1544,53,124,86,139,0.6380778588807786,0.6108786610878661,0.34577114427860695,0.41517857142857145,0.007199197792912466,-0.029407427149964506,-0.01110411467852602
F Gonzalez,13,69,45,68,0,3,4,8,0.6488095238095238,0.5925925925925926,0.28994082840236685,0.3883495145631068,0.03621693121693127,-0.058408686160739944,-0.011095877471904336
J Nieminen,705,2175,1395,2278,59,161,141,234,0.6135407905803196,0.6017964071856288,0.32571428571428573,0.3793103448275862,-0.00825561660530914,-0.013596059113300453,-0.010925837859304796
G Simon,3821,9729,6223,10004,462,1017,593,976,0.6222288202692003,0.6068773234200744,0.3924102146708719,0.4494180841539839,-0.004648503150874044,-0.017007869483111983,-0.010828186316993013
M McDonald,922,2557,1607,2559,109,246,159,265,0.6284317412561113,0.6,0.36055701919458033,0.430635838150289,0.008431741256111364,-0.030078818955708665,-0.01082353884979865
J Reister,118,337,207,341,9,33,34,47,0.6145124716553289,0.6394557823129252,0.3524027459954233,0.3684210526315789,-0.044943310657596366,0.02398169336384439,-0.010480808646875988
F Volandri,237,772,445,778,17,51,49,96,0.5797266514806378,0.5561224489795918,0.3130733944954128,0.37748344370860926,0.0036042025010460006,-0.02441004921319643,-0.010402923356075214
D Shapovalov,1617,4345,2809,4264,182,453,274,399,0.6583409715857012,0.6693386773547094,0.3718785151856018,0.4014466546112116,-0.03099770576900827,0.010431860574390182,-0.010282922597309044
F Verdasco,3474,9310,6034,9314,366,901,571,863,0.6477586573188867,0.6552440290758048,0.37300743889479276,0.40559440559440557,-0.027485371756918103,0.007413033300387194,-0.010036169228265454
P Martinez,604,1575,976,1650,84,210,144,231,0.5942857142857143,0.6163141993957704,0.382089552238806,0.4,-0.042028485110056066,0.022089552238805953,-0.009969466435625057
W Odesnik,29,80,39,78,1,9,10,16,0.5786516853932584,0.603448275862069,0.3611111111111111,0.3761467889908257,-0.04479659046881056,0.024964322120285397,-0.00991613417426258
J Rodionov,107,276,168,290,17,33,25,45,0.5948717948717949,0.5862068965517241,0.3803191489361702,0.42857142857142855,-0.01133510167992922,-0.008252279635258354,-0.009793690657593787
F Coria,324,888,550,940,43,98,82,147,0.5903846153846154,0.5748987854251012,0.3643724696356275,0.41919191919191917,-0.004514170040485804,-0.014819449556291643,-0.009666809798388723
D Guez,67,193,93,170,7,17,13,28,0.5814814814814815,0.5703125,0.3515358361774744,0.4017094017094017,-0.008831018518518512,-0.01017356553192731,-0.009502292025222911
R Machado,102,283,143,285,11,26,15,41,0.5376623376623376,0.5319148936170213,0.360313315926893,0.40476190476190477,-0.014252555954683648,-0.004448588835011792,-0.00935057239484772
G Elias,187,557,299,539,17,45,39,79,0.568075117370892,0.553072625698324,0.3394216133942161,0.3931034482758621,-0.004997508327432048,-0.013681834881645961,-0.009339671604539005
A De Greef,31,89,45,85,3,8,6,13,0.5891891891891892,0.584070796460177,0.3544973544973545,0.39814814814814814,-0.014881607270987845,-0.0036507936507936614,-0.009266200460890753
R Williams,46,190,120,177,1,4,8,15,0.6642599277978339,0.591304347826087,0.2827586206896552,0.3942307692307692,0.05295557997174695,-0.07147214854111403,-0.00925828428468354
J Huta Galung,33,99,57,102,4,10,6,13,0.599009900990099,0.584070796460177,0.34673366834170855,0.4,-0.005060895470078024,-0.013266331658291476,-0.00916361356418475
A Rinderknech,173,618,440,701,12,50,44,70,0.6292134831460674,0.611764705882353,0.29108635097493035,0.3466666666666667,-0.0025512227362855903,-0.015580315691736325,-0.009065769214010958
D Lajovic,1706,4739,2977,4804,198,478,327,539,0.6201060358890701,0.6056338028169014,0.35999173382930355,0.4117647058823529,-0.005527766927831284,-0.01177297205304937,-0.008650369490440327
Q Halys,565,1628,991,1623,51,129,111,185,0.612304120719675,0.6,0.34780092592592593,0.39737991266375544,-0.007695879280324985,-0.00957898673782951,-0.008637433009077248
M Chiudinelli,35,116,80,133,4,8,4,11,0.6180257510729614,0.5765765765765766,0.3287037037037037,0.4074074074074074,0.021449174496384855,-0.038703703703703664,-0.008627264603659405
B Zapata Miralles,173,513,294,465,14,32,31,51,0.6336283185840708,0.6026490066225165,0.34094616639477976,0.4090909090909091,0.010979311961554234,-0.028144742696129356,-0.008582715367287561
M Berrettini,1725,4921,3332,4820,191,454,234,345,0.6902439024390243,0.6606741573033708,0.350726946823342,0.41696750902527074,0.00956974513565358,-0.026240562201928753,-0.008335408533137587
J Souza,147,441,237,440,8,33,32,61,0.5574074074074075,0.5714285714285714,0.33826247689463956,0.3609022556390977,-0.03402116402116394,0.01736022125554184,-0.00833047138281105
B Klahn,540,1689,1084,1752,46,115,106,187,0.6198704103671706,0.578397212543554,0.3219675796534377,0.4,0.02147319782361658,-0.038032420346562325,-0.008279611261472872
I Ljubicic,321,950,645,970,32,71,50,78,0.6626168224299065,0.6179775280898876,0.34,0.42105263157894735,0.024639294340018898,-0.04105263157894732,-0.008206668619464211
A Pavlasek,167,525,323,514,15,37,32,56,0.6302931596091205,0.5897435897435898,0.3248,0.40145985401459855,0.02054956986553071,-0.03665985401459857,-0.00805514207453393
Y Sugita,630,1983,1282,2086,53,142,132,227,0.6157365050320219,0.5871559633027523,0.3197311569851176,0.384297520661157,0.008580541729269604,-0.024566363676039406,-0.007992910973384901
F Delbonis,1151,3307,1987,3252,117,305,233,382,0.611873508353222,0.6078838174273858,0.34840035221602583,0.38765432098765434,-0.01601030907416388,0.0007460312283714896,-0.007632138922896195
S Johnson,2010,6249,4195,6555,163,456,368,577,0.639969947407964,0.6322008862629247,0.32225547330288234,0.36510791366906475,-0.01223093885496072,-0.0028524403661824085,-0.0075416896105715645
A Harris,23,76,42,74,0,2,4,9,0.6091954022988506,0.5871559633027523,0.3352272727272727,0.39215686274509803,0.0020394389960982813,-0.016929590017825326,-0.007445075510863522
M Gicquel,81,254,139,237,5,12,13,29,0.6023738872403561,0.5658914728682171,0.3305084745762712,0.4017857142857143,0.01648241437213906,-0.03127723970944311,-0.007397412668652023
S Napolitano,49,130,52,103,3,16,15,24,0.5714285714285714,0.6048387096774194,0.3695652173913043,0.3706896551724138,-0.05341013824884798,0.03887556221889051,-0.007267288014978734
J Kubler,166,436,255,452,18,50,37,61,0.5778985507246377,0.6024844720496895,0.376865671641791,0.38666666666666666,-0.04458592132505178,0.030199004975124365,-0.0071934581749637065
D Evans,1430,3871,2452,3946,155,377,260,419,0.6218487394957983,0.6165703275529865,0.3691765298413498,0.4088050314465409,-0.014721588057188133,0.00037149839480889874,-0.007175044831189617
S Darcis,692,2108,1294,2073,57,149,127,212,0.6249424758398527,0.5993589743589743,0.32971014492753625,0.3895582329317269,0.005583501480878401,-0.01984808800419067,-0.007132293261656134
V Pospisil,1172,3945,2737,4212,86,222,206,350,0.649582560296846,0.5911111111111111,0.2986402966625464,0.391304347826087,0.03847144918573488,-0.052664051163540594,-0.007096300988902859
B Mott,23,81,43,70,1,1,3,8,0.6294117647058823,0.5833333333333334,0.3259668508287293,0.40594059405940597,0.026078431372548967,-0.039973743230676685,-0.006947655929063859
S Giraldo,968,2840,1710,2816,91,228,193,334,0.6083676268861454,0.5829493087557603,0.3414965986394558,0.39939024390243905,0.0054183181303850865,-0.01789364526298324,-0.006237663566299076
R Harrison,1102,3421,2176,3531,95,252,212,362,0.616909942164693,0.5887445887445888,0.32320363533087193,0.3835227272727273,0.008165353420104177,-0.020319091941855362,-0.006076869260875592
T Gabashvili,862,2371,1440,2313,79,212,163,250,0.6232905097389142,0.6371428571428571,0.36341562120598947,0.3814102564102564,-0.033852347403942926,0.022005364795733083,-0.005923491304104921
N Devilder,56,154,83,143,6,12,10,19,0.6049382716049383,0.5882352941176471,0.36220472440944884,0.4107142857142857,-0.0032970225127087853,-0.008509561304836856,-0.005903291908772821
N Mahut,1353,3949,2484,4018,125,300,225,391,0.6187469645458961,0.5804480651731161,0.34304766609039267,0.4125,0.01829889937277997,-0.02945233390960731,-0.00557671726841367
J Hajek,140,439,220,395,5,26,29,55,0.5737373737373738,0.5741935483870968,0.32653061224489793,0.35714285714285715,-0.02045617464972303,0.009387755102040783,-0.005534209773841123
J Wilfried Tsonga,4194,11582,7979,11639,451,1115,546,799,0.6851520572450805,0.6740823136818688,0.362095531587057,0.40411522633744856,-0.008930256436788225,-0.0020196947503915777,-0.005474975593589901
Y Hanfmann,117,407,245,424,5,26,31,61,0.5896946564885496,0.5652173913043478,0.30177514792899407,0.35714285714285715,0.00447726518420179,-0.01536770921386308,-0.005445222014830645
J Clarke,128,434,299,452,11,29,21,35,0.657608695652174,0.6,0.30711610486891383,0.3953488372093023,0.037608695652173965,-0.048232732340388475,-0.005312018344107255
R Safiullin,146,385,252,413,25,55,37,61,0.6159844054580896,0.6024844720496895,0.3752577319587629,0.41935483870967744,-0.006500066591599834,-0.004097106750914549,-0.005298586671257191
G Sakharov,23,75,34,61,1,2,2,8,0.6086956521739131,0.5740740740740741,0.33714285714285713,0.4019607843137255,0.014621578099839012,-0.02481792717086837,-0.00509817453551468
T Schoorel,26,85,42,71,0,3,5,9,0.6198830409356725,0.5963302752293578,0.33513513513513515,0.3883495145631068,0.003552765706314704,-0.013214379427971636,-0.004830806860828466
J Benneteau,1714,4832,3017,4846,161,408,291,474,0.6229276182773958,0.6114982578397212,0.3548256285482563,0.3956692913385827,-0.008570639562325382,-0.0008436627903264174,-0.0047071511763259
L Vanni,122,398,248,393,3,17,22,34,0.6328600405679513,0.6119402985074627,0.3172690763052209,0.36752136752136755,0.0009197420604886326,-0.01025229121614666,-0.004666274577829014
D Masur,39,128,71,111,1,3,6,10,0.6398104265402843,0.6,0.32894736842105265,0.39805825242718446,0.019810426540284327,-0.0291108840061318,-0.004650228732923737
B Fratangelo,276,838,492,859,25,78,57,103,0.5797705943691345,0.5763546798029556,0.3326226012793177,0.3651685393258427,-0.016584085433821154,0.007454061953474998,-0.004565011740173078
A Olivetti,75,291,195,278,0,5,14,20,0.6851851851851852,0.6166666666666667,0.28388746803069054,0.38095238095238093,0.04851851851851853,-0.05706491292169039,-0.004273197201585931
A Whittington,106,329,211,316,8,22,19,26,0.6610576923076923,0.626984126984127,0.331002331002331,0.39344262295081966,0.014073565323565313,-0.022440291948488657,-0.004183363312461672
P Lorenzi,1176,3589,2228,3625,97,261,209,354,0.6153020134228188,0.5925110132158591,0.3285443209541881,0.37950138504155123,0.002791000206959677,-0.010957064087363112,-0.004083031940201718
C Taberner,120,361,229,374,12,35,25,42,0.6181434599156118,0.5985915492957746,0.3383947939262473,0.3851851851851852,-0.00044808938016281316,-0.006790391258937913,-0.003619240319550363
M Janvier,79,254,153,266,7,23,12,28,0.592896174863388,0.5625,0.3248587570621469,0.3821138211382114,0.01039617486338797,-0.01725506407606451,-0.0034294446063382698
F Gil,83,253,151,275,5,23,16,33,0.5733333333333334,0.5714285714285714,0.3371104815864023,0.36585365853658536,-0.018095238095238036,0.01125682304981692,-0.0034192075227105576
J Wolf,94,243,145,240,14,22,11,23,0.6147058823529412,0.5772357723577236,0.37900874635568516,0.4426229508196721,0.017470109995217604,-0.023614204463986967,-0.0030720472343846814
A Popyrin,766,2316,1581,2397,69,191,132,199,0.65879054865839,0.6421404682274248,0.33195364238410596,0.3745704467353952,-0.0033499195690347254,-0.0026168043512892272,-0.0029833619601619763
M Zverev,744,2097,1281,2055,72,195,143,225,0.6241299303944315,0.6246153846153846,0.35502958579881655,0.37966101694915255,-0.02048545422095303,0.015368568849663998,-0.002558442685644516
D Galan,193,491,323,553,29,68,47,80,0.5926493108728943,0.5944444444444444,0.38747884940778343,0.4107142857142857,-0.021795133571550145,0.016764563693497735,-0.0025152849390262053
G Gigounon,24,71,29,60,2,6,0,7,0.58125,0.5607476635514018,0.3508771929824561,0.39622641509433965,0.0005023364485982236,-0.005349222111883524,-0.00242344283164265
R Soderling,419,1118,760,1150,53,103,49,82,0.6592,0.5989010989010989,0.3735632183908046,0.458128078817734,0.04029890109890112,-0.0445648604269294,-0.002132979664014139
H Laaksonen,552,1583,1025,1641,55,134,96,163,0.6255025847214245,0.5931558935361216,0.3493761140819964,0.405982905982906,0.012346691185302867,-0.016606791900909558,-0.0021300503578033456
D Novak,331,1006,656,1085,32,76,62,120,0.6075949367088608,0.5545454545454546,0.3318264014466546,0.4090909090909091,0.03304948216340621,-0.03726450764425452,-0.002107512740424155
C Norrie,967,2611,1609,2652,116,290,192,319,0.607921511627907,0.6014319809069213,0.3699741792696422,0.4,-0.01351046927901432,0.00997417926964219,-0.0017681450046860645
K Edmund,1538,4333,2839,4429,163,396,239,390,0.6409803488628837,0.610204081632653,0.3550642905481615,0.4092741935483871,0.010776267230230636,-0.0142099030002256,-0.0017168178849974822
A De Minaur,1136,2984,1800,2910,123,293,202,331,0.6192691029900332,0.6078886310904872,0.38002594033722437,0.41475826972010177,-0.008619528100453949,0.005267670617122598,-0.0016759287416656752
R Ramirez Hidalgo,130,377,251,406,13,32,17,30,0.6225296442687747,0.5923076923076923,0.3480083857442348,0.4015151515151515,0.010221951961082349,-0.013506765770916675,-0.0016424069049171628
T Sandgren,1090,3344,2189,3438,92,253,195,316,0.6368004522328999,0.6129807692307693,0.32694541231126595,0.37393767705382436,0.0038196830021306645,-0.006992264742558409,-0.001586290870213872
M Mmoh,361,1080,659,1109,37,92,68,130,0.598014888337469,0.5565217391304348,0.3364406779661017,0.4010416666666667,0.021493149207034174,-0.024600988700564964,-0.0015539197467653951
A Tabilo,70,230,148,223,5,11,9,16,0.6563467492260062,0.5948275862068966,0.3212121212121212,0.40540540540540543,0.04151916301910964,-0.0441932841932842,-0.0013370605870872791
I Dodig,574,1685,1042,1716,51,137,108,185,0.6090308370044053,0.5894736842105263,0.34173669467787116,0.38396624472573837,-0.00044284720612096026,-0.002229550047867214,-0.001336198626994087
R Kendrick,32,101,63,107,2,8,5,11,0.6135265700483091,0.5855855855855856,0.3383084577114428,0.3888888888888889,0.007940984462723528,-0.010580431177446094,-0.001319723357361283
B Mitchell,89,273,177,283,6,22,15,23,0.6292428198433421,0.6097560975609756,0.3351206434316354,0.3770491803278688,-0.000513277717633525,-0.0019285368962334362,-0.0012209073069334806
F Skugor,63,162,113,190,7,15,11,18,0.6103448275862069,0.6016949152542372,0.37786259541984735,0.40869565217391307,-0.011350087668030345,0.009166943245934277,-0.001091572211048034
J Blake,366,1092,672,1080,35,86,67,119,0.6237288135593221,0.5799086757990868,0.337248322147651,0.4032258064516129,0.0238201377602353,-0.025977484303961886,-0.0010786732718632928
M Tomas Barrios Vera,34,138,92,127,0,2,6,8,0.6872246696035242,0.6111111111111112,0.29411764705882354,0.39215686274509803,0.056113558492413076,-0.058039215686274494,-0.0009628285969307086
D Kudla,1184,3279,2013,3244,113,279,201,335,0.6211124401913876,0.6,0.36105356614382955,0.40369393139841686,0.0011124401913875821,-0.0026403652545873083,-0.0007639625315998631
P Gunneswaran,112,392,212,366,4,17,17,43,0.592274678111588,0.5384615384615384,0.3008130081300813,0.37606837606837606,0.03381313965004952,-0.035255367938294736,-0.0007211141441226081
T Smyczek,587,1669,1009,1626,52,142,114,183,0.6216685979142526,0.6148409893992933,0.35217637083097797,0.38016528925619836,-0.013172391485040773,0.012011081574779613,-0.0005806549551305804
N Gombos,421,1183,700,1136,48,120,87,147,0.6181229773462783,0.5951417004048583,0.35619641465315666,0.4,0.0029812769414200475,-0.0038035853468433647,-0.0004111542027116586
E Couacaud,62,173,129,204,11,27,16,24,0.6348684210526315,0.6129032258064516,0.358974358974359,0.4015748031496063,0.0019651952461799023,-0.002600444175247331,-0.0003176244645337143
P Polansky,138,450,246,426,6,35,29,52,0.5893536121673004,0.5855263157894737,0.31636363636363635,0.34074074074074073,-0.01617270362217325,0.015622895622895615,-0.00027490399963881786
V Millot,139,406,232,390,12,32,23,44,0.6040816326530613,0.5763888888888888,0.3458498023715415,0.3939393939393939,0.007692743764172411,-0.008089591567852418,-0.00019842390184000337
M Youzhny,1577,4436,2795,4518,160,394,264,449,0.619099177132958,0.5901639344262295,0.35559964726631393,0.4048582995951417,0.008935242706728536,-0.009258652328827756,-0.00016170481104960978
T Son Kwiatkowski,29,99,68,113,2,7,2,8,0.6197183098591549,0.5740740740740741,0.32663316582914576,0.3925233644859813,0.02564423578508081,-0.02589019865683554,-0.0001229814358773649
N Davydenko,342,992,597,1000,32,78,57,108,0.600909090909091,0.5625,0.34615384615384615,0.4044943820224719,0.018409090909090948,-0.018340535868625753,3.4277520232597544e-05
A Bublik,779,2150,1341,2197,94,237,151,254,0.6116673922507618,0.596045197740113,0.3622222222222222,0.39762611275964393,-0.004377805489351166,0.004596109462578289,0.00010915198661356172
M Trungelliti,415,1184,731,1216,41,98,65,121,0.6041033434650456,0.5656108597285068,0.3512461059190031,0.4090909090909091,0.018492483736538796,-0.01784480317190599,0.0003238402823164035
J Sinner,809,2050,1251,2009,114,246,132,225,0.6235182550972025,0.5907692307692308,0.3930232558139535,0.44508670520231214,0.012749024327971665,-0.012063449388358662,0.00034278746980650164
M Polmans,411,1084,667,1125,49,118,81,141,0.5967346938775511,0.5850622406639004,0.37753378378378377,0.40825688073394495,-0.008327546786349376,0.009276903049838824,0.0004746781317447237
A Gensse,36,111,58,98,2,9,5,10,0.6161616161616161,0.5909090909090909,0.3412322274881517,0.3853211009174312,0.005252525252525193,-0.004088873429279528,0.0005818259116228321
P Cuevas,1538,4572,2983,4692,152,386,269,452,0.6358514190317195,0.5960144927536232,0.3369006849315068,0.3950617283950617,0.019836926278096318,-0.018161043463554884,0.0008379414072707172
R Ram,216,677,456,706,22,52,31,57,0.6451612903225806,0.5796178343949044,0.32432432432432434,0.40789473684210525,0.04554345592767618,-0.04357041251778091,0.0009865217049476356
F Arguello,75,215,115,203,6,16,10,24,0.5907590759075908,0.5645161290322581,0.3523809523809524,0.39655172413793105,0.006242946875332684,-0.004170771756978643,0.0010360875591770204
B Coric,1351,3998,2620,4014,131,323,209,345,0.6524064171122995,0.604494382022472,0.3384577842850171,0.40425531914893614,0.027912035089827553,-0.025797534863919037,0.001057250112954258
S Caruso,565,1534,916,1557,65,183,120,197,0.5914302957151478,0.6060606060606061,0.3678090575275398,0.3710247349823322,-0.03463031034545826,0.0367843225452076,0.001077006099874673
T Machac,133,334,216,362,21,50,34,55,0.6060606060606061,0.6064516129032258,0.38940092165898615,0.4066666666666667,-0.020391006842619724,0.02273425499231948,0.0011716240748498776
L Sorensen,27,80,45,74,1,5,7,11,0.6264367816091954,0.6036036036036037,0.35,0.3904761904761905,0.002833178005591703,-0.0004761904761904981,0.0011784937647006024
E Benchetrit,135,436,255,444,13,40,26,58,0.5863970588235294,0.5443037974683544,0.31902985074626866,0.37857142857142856,0.022093261355174993,-0.019541577825159896,0.0012758417650075484
A Michon,110,226,97,192,17,35,22,38,0.5513698630136986,0.5942028985507246,0.44785276073619634,0.4222222222222222,-0.062833035537026,0.06563053851397413,0.0013987514884740634
R Nadal,7332,17095,11621,16894,1086,2314,814,1212,0.6875956219842297,0.6661585365853658,0.42849665600465253,0.4664457332228666,0.0014370853988639083,0.002050922781785945,0.0017440040903249267
D King,43,115,72,126,2,10,7,11,0.6017699115044248,0.6036036036036037,0.3674418604651163,0.38181818181818183,-0.02183369209917883,0.025623678646934454,0.0018949932738778121
T Berdych,4416,11499,7788,11385,489,1162,528,785,0.6836743578580757,0.6644067796610169,0.38382619191309597,0.419175911251981,-0.0007324218029411793,0.004650280661114968,0.0019589294290868944
J Melzer,885,2419,1446,2381,92,209,132,241,0.6086255542120113,0.5630498533724341,0.36562127828503377,0.42718446601941745,0.025575700839577182,-0.021563187734383683,0.0020062565525967493
T Ito,481,1451,899,1505,40,119,93,162,0.6,0.583969465648855,0.3333333333333333,0.365296803652968,-0.003969465648855013,0.0080365296803653,0.002033532015755143
P Carreno Busta,2388,6429,4099,6462,285,716,406,648,0.6344102407802499,0.6229946524064172,0.3712666564558125,0.39828431372549017,-0.008584411626167281,0.012982342730322359,0.002198965552077539
C Stebe,303,877,484,857,25,73,67,127,0.5726227795193313,0.5594713656387665,0.34698055271238487,0.37572254335260113,-0.0068485861194352675,0.011258009359783737,0.0022047116201742347
T Bellucci,760,2212,1260,2104,68,175,145,261,0.6007259528130672,0.5678670360110804,0.34429065743944637,0.3927272727272727,0.012858916801986826,-0.008436615287826334,0.002211150757080246
M Russell,471,1302,749,1333,43,118,95,175,0.567341242149337,0.5636363636363636,0.3616262482168331,0.38073394495412843,-0.016295121487026592,0.020892303262704658,0.002298590887839033
A Krajicek,63,228,142,209,7,14,4,12,0.6666666666666666,0.5714285714285714,0.3018292682926829,0.41228070175438597,0.07523809523809523,-0.07045143346170304,0.002393330888196092
T Fritz,1584,4458,2872,4404,172,434,269,426,0.6518650088809946,0.6254752851711026,0.35541904344010533,0.3970037453183521,0.00638972370989201,-0.001584701878246754,0.002402510915822628
S Groth,411,1444,1007,1552,26,75,73,131,0.6483050847457628,0.5757575757575758,0.28950777202072536,0.37714285714285717,0.052547508988186956,-0.047635085122131805,0.002456211933027575
M Bachinger,130,398,223,375,6,30,28,47,0.6042105263157894,0.5986394557823129,0.3333333333333333,0.35384615384615387,-0.014428929466523504,0.01948717948717945,0.002529125010327973
J Brooksby,301,756,464,788,43,93,50,92,0.5945945945945946,0.5729166666666666,0.39369158878504673,0.43005181347150256,0.0016779279279279975,0.0036397753135441677,0.0026588516207360826
R Bautista Agut,3246,8257,5274,8216,391,889,479,779,0.6418951418951419,0.6131968145620023,0.3927246619600335,0.435793731041456,0.008698327333139595,-0.0030690690814224944,0.00281462912585855
M Ilhan,206,696,461,749,12,36,27,57,0.6183745583038869,0.554140127388535,0.30402010050251255,0.38235294117647056,0.044234430915351855,-0.038332840673958014,0.0029507951206969203
B Van De Zandschulp,403,1107,749,1176,55,136,79,127,0.6371473354231975,0.6123348017621145,0.3637116818558409,0.4025423728813559,0.004812533661082936,0.0011693089744849935,0.0029909213177839646
S Wawrinka,5508,14784,10144,15097,580,1478,734,1094,0.6717115220109232,0.6649916247906198,0.37248051599032517,0.3929024081115336,-0.013280102779696584,0.01957810787879157,0.003149002549547494
R Opelka,698,2325,1658,2484,62,171,111,182,0.6664086687306502,0.6063829787234043,0.302680412371134,0.3763837638376384,0.04002569000724589,-0.03370335146650436,0.0031611692703707624
