player1_new,count,p1_choke_pct,opp_choke_adj
S Stakhovsky,6734,0.005732947726782912,0.012686751845288308
A Rublev,10710,0.0219735211203615,0.012801234651723292
N Mahut,8658,-0.005719710018885816,0.012926238735346367
M McDonald,5627,-0.011079364452610667,0.01337544958424324
F Mayer,5608,0.006718320112202618,0.013456674571324089
N Gombos,2586,-0.000500825884973598,0.014351244180650716
T Kokkinakis,3980,-0.03241904622957481,0.014681393875811579
M Berrettini,10540,-0.008256324960716927,0.0150304490975902
C Berlocq,3717,-0.02031143806135368,0.015616947462421477
D Tursunov,3084,-0.05907578655916575,0.01574750027563908
