player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id,name,,,
114891,Gayle,Kellogg,U,,USA,,,G Kellogg,,,
114892,Jim,Macken,U,19250729,CAN,,,J Macken,,,
114893,Mark,Brown,U,,USA,,,M Brown,,,
114894,Jean,Marois,U,,CAN,,,J Marois,,,
114895,Alan S,Watson,U,,USA,,,A Watson,,,
114896,Raymond,Antignat,U,,USA,,,R Antignat,,,
114897,Fred,Fisher,U,,USA,,,F Fisher,,,
114898,Howe,Atwater,U,,USA,,,H Atwater,,,
114899,Joe,Davis,U,,USA,,,J Davis,,,
114900,Kenneth E,Mccarthy,U,,USA,,,K Mccarthy,,,
114901,James J,Thackera,U,,USA,,,J Thackera,,,
114902,Clayton,Benham,U,,USA,,,C Benham,,,
114903,Rolando,Vega,U,,MEX,,,R Vega,,,
114904,Arnold,Beisser,U,,USA,,,A Beisser,,,
114905,Sam,Daniel,U,,USA,,,S Daniel,,,
114906,Al,Hollander Jr,U,,USA,,,A Hollander Jr,,,
114907,Thomas,Burke Jr,U,,USA,,,T Burke Jr,,,
114908,Armando,Vega,U,,MEX,,,A Vega,,,
114909,Jack,Jossi,U,,USA,,,J Jossi,,,
114910,Nick A,Buzolich,U,,USA,,,N Buzolich,,,
114911,Jack,Mcmanis,U,,USA,,,J Mcmanis,,,
114912,Harrison,Rowbotham,U,,USA,,,H Rowbotham,,,
114913,Charles R,Hunt,U,,USA,,,C Hunt,,,
114914,Fred,West,U,,USA,,,F West,,,
114915,Don,Hamilton,U,,USA,,,D Hamilton,,,
114916,Gordon,Giles,U,,USA,,,G Giles,,,
114917,Robert,Peacock,U,,USA,,,R Peacock,,,
114918,Hank,Osten,U,,USA,,,H Osten,,,
114919,Rolor,Ray,U,,USA,,,R Ray,,,
114920,Pancho,Guerrero Arcocha,U,19190426,MEX,,Q104044412,P Guerrero Arcocha,,,
114921,Tommy,Chambers,U,,USA,,,T Chambers,,,
114922,Archie,Henderson,U,,USA,,,A Henderson,,,
114923,James,Livingstone,U,,USA,,,J Livingstone,,,
114924,Harold,Freeman,U,,USA,,,H Freeman,,,
114925,Dick,Sorlein,U,19220623,USA,,,D Sorlein,,,
114926,Dick,Raskind,U,19340819,USA,,,D Raskind,,,
114927,Johnny,Jose,U,,PHI,,,J Jose,,,
114928,Ralph J,Wickel,U,,USA,,,R Wickel,,,
114929,Calvin,Maccracken,U,,USA,,,C Maccracken,,,
114930,Buzzy,Hettleman,U,,USA,,,B Hettleman,,,
114931,Dick,Gaines,U,,USA,,,D Gaines,,,
114932,Bill,Clothier Ii,U,,USA,,,B Clothier Ii,,,
114933,Barry,Walraven,U,,USA,,,B Walraven,,,
114934,Franklin W,Pierce,U,,USA,,,F Pierce,,,
114935,Ed,Kauder,U,,USA,,,E Kauder,,,
114936,Clyde F,Barker,U,,USA,,,C Barker,,,
114937,Ed,Dailey,U,,USA,,,E Dailey,,,
114938,Tim,Coss,U,,USA,,,T Coss,,,
114939,Ben,Sobieraj,U,,USA,,,B Sobieraj,,,
114940,David,Freishtat,U,,USA,,,D Freishtat,,,
114941,Bill,Cullen,U,,USA,,,B Cullen,,,
114942,Jules A,Cohen,U,,USA,,,J Cohen,,,
114943,Bob,Stuckert,U,,USA,,,B Stuckert,,,
114944,Dick,Moody,U,,USA,,,D Moody,,,
114945,Les,Longshore,U,,USA,,,L Longshore,,,
114946,Don,Walraven,U,,USA,,,D Walraven,,,
114947,Memo,Garcia,U,,CHI,,,M Garcia,,,
114948,John,Powless,U,,USA,,,J Powless,,,
114949,Dave,Harum,U,,USA,,,D Harum,,,
114950,Jerry R,Dalrymple Jr,U,,USA,,,J Dalrymple Jr,,,
114951,Robin,Willner,U,,USA,,,R Willner,,,
114952,Atsushi,Miyagi,U,19311019,JPN,,Q2869856,A Miyagi,,,
114953,Ubert C,Vincent,U,,USA,,,U Vincent,,,
114954,Alan S,Englander,U,,USA,,,A Englander,,,
114955,Geoffrey,Radford,U,,AUS,,,G Radford,,,
114956,Earl,Baumgardner,U,,USA,,,E Baumgardner,,,
114957,Wilbert,Davis,U,,USA,,,W Davis,,,
114958,Bill,Demas,U,,USA,,,B Demas,,,
114959,Renato,Gori,U,,ITA,,,R Gori,,,
114960,Eduardo,Garcia,U,,CHI,,,E Garcia,,,
114961,Al,Harum,U,,USA,,,A Harum,,,
114962,Robert H,Ryland,U,,USA,,,R Ryland,,,
114963,Larry,Schaffer,U,,USA,,,L Schaffer,,,
114964,Clyde C,Freeman,U,,USA,,,C Freeman,,,
114965,Harry,Van Renssalaer,U,,USA,,,H Van Renssalaer,,,
114966,Ed,Meyer,U,,USA,,,E Meyer,,,
114967,Bill,Rose,U,,USA,,,B Rose,,,
114968,Ronald,Moreira,U,19350914,BRA,,,R Moreira,,,
114969,Les,Dodson,U,,USA,,,L Dodson,,,
114970,Bob,Barker,U,19291213,USA,,,B Barker,,,
114971,Art,Andrews,U,,USA,,,A Andrews,,,
114972,Maxwell,Brown,U,,USA,,,M Brown,,,
114973,Roger,Pharr,U,,USA,,,R Pharr,,,
114974,Reijn,Kamo,U,,JPN,,,R Kamo,,,
114975,Paul S,Hildebrand,U,,USA,,,P Hildebrand,,,
114976,Calhoun,Dickson,U,,USA,,,C Dickson,,,
114977,Earl J,Schulze,U,,USA,,,E Schulze,,,
114978,Morton,Stern,U,,USA,,,M Stern,,,
114979,George,Stewart,U,,PAN,,,G Stewart,,,
114980,Ted,Rogers,U,,USA,,,T Rogers,,,
114981,Robert L,Forbes,U,,USA,,,R Forbes,,,
114982,Enrique,Vijande,U,,ESP,,,E Vijande,,,
114983,Edgar P,Lee,U,,USA,,,E Lee,,,
114984,Fred,Hagist,U,,USA,,,F Hagist,,,
114985,Fred V,Mcnair Iii,U,,USA,,,F Mcnair Iii,,,
114986,Dan,Sullivan,U,,USA,,,D Sullivan,,,
114987,Jack D,Neer,U,,USA,,,J Neer,,,
114988,Harry,Pagel Jr,U,,USA,,,H Pagel Jr,,,
114989,Herbert H,Browne Jr,U,19330320,USA,,,H Browne Jr,,,
114990,Hubert,Eaton,U,,USA,,,H Eaton,,,
114991,Ed,Kilgus,U,,USA,,,E Kilgus,,,
114992,John,Brownlow,U,,USA,,,J Brownlow,,,
114993,Peter,Lyman,U,,USA,,,P Lyman,,,
114994,John A,Harris,U,,USA,,,J Harris,,,
114995,Jon D,Erickson,U,,USA,,,J Erickson,,,
114996,Sidney Burr,Wood Iii,U,,USA,,,S Wood Iii,,,
114997,William S,Mcclung,U,,USA,,,W Mcclung,,,
114998,William J,Scarlett,U,,USA,,,W Scarlett,,,
114999,Forrest,Stewart,U,,USA,,,F Stewart,,,
115000,John A,Been,U,,USA,,,J Been,,,
115001,Samuel P,Howe Iii,U,,USA,,,S Howe Iii,,,
115002,Jim,Farrin,U,,USA,,,J Farrin,,,
115003,Ed,Atkinson,U,,USA,,,E Atkinson,,,
115004,Alan,Roberts,U,19390420,USA,,,A Roberts,,,
115005,Vernon,Morgan,U,,USA,,,V Morgan,,,
115006,Dick,Leslie,U,,USA,,,D Leslie,,,
115007,Gabriel,Dubitzky,U,19350616,ISR,,Q105626422,G Dubitzky,,,
115008,Robert,Alger,U,,BER,,,R Alger,,,
115009,Roger A,Gould,U,,AUS,,,R Gould,,,
115010,Ed,Foster,U,,USA,,,E Foster,,,
115011,Bobby,Delgado,U,,USA,,,B Delgado,,,
115012,John F,Mangan,U,19360816,USA,,,J Mangan,,,
115013,Jim,Shakespeare,U,,USA,,,J Shakespeare,,,
115014,Robert S,Bowditch,U,,USA,,,R Bowditch,,,
115015,Douglass,Corley,U,,USA,,,D Corley,,,
115016,Samuel V,Schoonmaker Iii,U,,USA,,,S Schoonmaker Iii,,,
115017,Steve,Gottlieb,U,,USA,,,S Gottlieb,,,
115018,Dave,Nelson,U,,USA,,,D Nelson,,,
115019,Hugh,Tierney,U,,USA,,,H Tierney,,,
115020,Bob,Potthast,U,,USA,,,B Potthast,,,
115021,Stephen,Bank,U,,USA,,,S Bank,,,
115022,Red,Sledge Jr,U,,USA,,,R Sledge Jr,,,
115023,Richard M,Ogden,U,19390611,USA,,,R Ogden,,,
115024,Don,Rubell,U,,USA,,,D Rubell,,,
115025,Peter,Estin,U,,USA,,,P Estin,,,
115026,George,Mandel,U,,USA,,,G Mandel,,,
115027,David,Brechner,U,,USA,,,D Brechner,,,
115028,James,Schaffer,U,,USA,,,J Schaffer,,,
115029,Lloyd,Moglen,U,,USA,,,L Moglen,,,
115030,Carl M,Noble Jr,U,,USA,,,C Noble Jr,,,
115031,Val,Harit,U,,CAN,,,V Harit,,,
115032,Hal,Trevenen,U,,USA,,,H Trevenen,,,
115033,Gene,Land,U,,USA,,,G Land,,,
115034,Bill,Kuross,U,,USA,,,B Kuross,,,
115035,John C,Cullen,U,,USA,,,J Cullen,,,
115036,Dave,Snyder,U,19341213,USA,,,D Snyder,,,
115037,Jack,Ter Borg,U,,USA,,,J Ter Borg,,,
115038,Pedro,Bueno Neto,U,19370620,BRA,,,P Bueno Neto,,,
115039,Carl E,Eltzholtz,U,,USA,,,C Eltzholtz,,,
115040,Lonnie C,Jordan Jr,U,,USA,,,L Jordan Jr,,,
115041,Jimmy,Gan,U,,INA,,,J Gan,,,
115042,James,Schmidt,U,,USA,,,J Schmidt,,,
115043,Oscar,Furlong,U,,ARG,,,O Furlong,,,
115044,C Graham,Daniels,U,,GBR,,,C Daniels,,,
115045,Merrill,Ehmke,U,,USA,,,M Ehmke,,,
115046,William,Long,U,,USA,,,W Long,,,
115047,Conway,Catton,U,19260416,USA,,,C Catton,,,
115048,Roger,Young,U,,USA,,,R Young,,,
115049,Bruce,Johnson,U,,USA,,,B Johnson,,,
115050,Sharod D,Deodhar,U,,USA,,,S Deodhar,,,
115051,Allen,Cleveland,U,,USA,,,A Cleveland,,,
115052,Jorge,Morales,U,,PER,,,J Morales,,,
115053,Leo,Hayes,U,,USA,,,L Hayes,,,
115054,Goro,Fujikura,U,19190926,JPN,,,G Fujikura,,,
115055,Thomas M,Lewyn,U,,USA,,,T Lewyn,,,
115056,Garner,Anthony,U,,USA,,,G Anthony,,,
115057,Philip,Reed,U,,USA,,,P Reed,,,
115058,Dick,Fine,U,,USA,,,D Fine,,,
115059,Larry,Huebner,U,,USA,,,L Huebner,,,
115060,Jiro,Kumamaru,U,19210926,JPN,,Q11658898,J Kumamaru,,,
115061,Henry H,Bassford,U,,USA,,,H Bassford,,,
115062,Richard,Cain,U,,USA,,,R Cain,,,
115063,Wade,Herren,U,,USA,,,W Herren,,,
115064,Stanley J,Rumbaugh,U,,USA,,,S Rumbaugh,,,
115065,Dick,Squires,U,,USA,,,D Squires,,,
115066,Bernie,Schreiber,U,,USA,,,B Schreiber,,,
115067,Harper H,Ink Jr,U,,USA,,,H Ink Jr,,,
115068,Johnny,Hernandez,U,,USA,,,J Hernandez,,,
115069,Richard W,Seeler,U,,USA,,,R Seeler,,,
115070,Jack,Kerr,U,,USA,,,J Kerr,,,
115071,Mario,Olmedo,U,,USA,,,M Olmedo,,,
115072,Aake,Eliason,U,19230526,SWE,,Q89599539,A Eliason,,,
115073,Gordon,Warden Jr,U,,USA,,,G Warden Jr,,,
115074,James A,Schulze,U,,USA,,,J Schulze,,,
115075,Philip,Seymour,U,,USA,,,P Seymour,,,
115076,Glenn,Land,U,,USA,,,G Land,,,
115077,Charles,Warden,U,,USA,,,C Warden,,,
115078,Jeffrey H,Arnold,U,,USA,,,J Arnold,,,
115079,Norman J,Macdonald,U,,USA,,,N Macdonald,,,
115080,Bernard,Gerhardt,U,,USA,,,B Gerhardt,,,
115081,Donald,Kaiser,U,,USA,,,D Kaiser,,,
115082,Rafael,Ortega,U,,MEX,,,R Ortega,,,
115083,Tom,Bradford Jr,U,,USA,,,T Bradford Jr,,,
115084,Charles,Pasarell Sr,U,,USA,,,C Pasarell Sr,,,
115085,Dixon,Osburn,U,,USA,,,D Osburn,,,
115086,Gerald A,Alleyne,U,,USA,,,G Alleyne,,,
115087,Art,Anderson,U,,USA,,,A Anderson,,,
115088,Jordan,Bentley,U,,USA,,,J Bentley,,,
115089,Masanobu,Kimura,U,19230121,JPN,,,M Kimura,,,
115090,Dick,Doss,U,,USA,,,D Doss,,,
115091,Seth,Petersen Jr,U,,USA,,,S Petersen Jr,,,
115092,Oscar,Johnson,U,,USA,,,O Johnson,,,
115093,Frank A,Okey,U,,USA,,,F Okey,,,
115094,Frank A,Thompson,U,,USA,,,F Thompson,,,
115095,Arthur,Edis,U,,USA,,,A Edis,,,
115096,Clint,Nettleton,U,,USA,,,C Nettleton,,,
115097,Luis,Riefkohl,U,19290606,MEX,,,L Riefkohl,,,
115098,Don,Eisenberg,U,,USA,,,D Eisenberg,,,
115099,Hobey,Hyde Jr,U,,USA,,,H Hyde Jr,,,
115100,Keith,Self,U,,USA,,,K Self,,,
115101,John W,Nicholson,U,,RSA,,,J Nicholson,,,
115102,Bill,Davis,U,,USA,,,B Davis,,,
115103,Dick,Macatee,U,,USA,,,D Macatee,,,
115104,David,Rodriguez,U,,USA,,,D Rodriguez,,,
115105,Linn Roy,Rockwood,U,19200726,USA,,,L Rockwood,,,
115106,George H,Bostwick Jr,U,,USA,,,G Bostwick Jr,,,
115107,William R,Stuckl,U,,USA,,,W Stuckl,,,
115108,Reggie,Weir,U,,USA,,,R Weir,,,
115109,Ricardo S,Lopez,U,19321028,VEN,,,R Lopez,,,
115110,John G H,Hirsch,U,,GBR,,,J Hirsch,,,
115111,Jose A,Cortes,U,,COL,,,J Cortes,,,
115112,Michael,De Wet,U,,RSA,,,M De Wet,,,
115113,Rodolfo,May,U,,MEX,,,R May,,,
115114,Tom,Curtin,U,,USA,,,T Curtin,,,
115115,Anselmo,Puente,U,,MEX,,,A Puente,,,
115116,Jimmy,Read,U,,USA,,,J Read,,,
115117,Alan,Fischl,U,,USA,,,A Fischl,,,
115118,Ralph E,Howe,U,,USA,,,R Howe,,,
115119,John,Bassett,U,,CAN,,,J Bassett,,,
115120,Donald L,Kierbow,U,,USA,,,D Kierbow,,,
115121,Henry,Jungle,U,,USA,,,H Jungle,,,
115122,Richard A,Razzetti,U,,USA,,,R Razzetti,,,
115123,Lawrence B,Sears,U,,USA,,,L Sears,,,
115124,Leif C,Beck,U,,USA,,,L Beck,,,
115125,Robert F,Greene,U,,USA,,,R Greene,,,
115126,Donald E,Ralph,U,,USA,,,D Ralph,,,
115127,James P,Biggs,U,,USA,,,J Biggs,,,
115128,Wilbur H,Jenkins Jr,U,,USA,,,W Jenkins Jr,,,
115129,Doyle,Perkins,U,,USA,,,D Perkins,,,
115130,C Clyde,Buck,U,,USA,,,C Buck,,,
115131,Gerald,Dubie,U,,USA,,,G Dubie,,,
115132,Ernesto R,Schoop,U,,USA,,,E Schoop,,,
115133,John C,Skogstad,U,19381219,USA,,,J Skogstad,,,
115134,Juan Jose,Hermosilla,U,,GUA,,,J Hermosilla,,,
115135,Paul,Sullivan,U,19410417,USA,,Q18086791,P Sullivan,,,
115136,Juan,Notz,U,19391021,VEN,,Q104205348,J Notz,,,
115137,Adolfo,Gomez,U,,GUA,,,A Gomez,,,
115138,Oscar,Perez,U,,USA,,,O Perez,,,
115139,Kingman B,Lambert,U,19281029,USA,,,K Lambert,,,
115140,Al,Driscole,U,,USA,,,A Driscole,,,
115141,John,Karabasz,U,,USA,,,J Karabasz,,,
115142,Mike,Crane,U,,USA,,,M Crane,,,
115143,Ramsey,Earnhart,U,,USA,,,R Earnhart,,,
115144,F Stan,Ellis,U,,USA,,,F Ellis,,,
115145,Rodney,Susman,U,19400415,USA,,,R Susman,,,
115146,Gordon L,Davis,U,,USA,,,G Davis,,,
115147,Ned,Weld,U,,USA,,,N Weld,,,
115148,Horace,Cunningham,U,,USA,,,H Cunningham,,,
115149,Alfred M,Vinton Jr,U,,USA,,,A Vinton Jr,,,
115150,Andres,Donnadieu,U,19360830,MEX,,,A Donnadieu,,,
115151,Bobby,Wertheimer,U,,USA,,,B Wertheimer,,,
115152,Courtney,Henderson,U,,USA,,,C Henderson,,,
115153,Jonathan M,Clark,U,,USA,,,J Clark,,,
115154,Andrew,Gilmore,U,,USA,,,A Gilmore,,,
115155,Jack,Capell,U,,USA,,,J Capell,,,
115156,Robert W,Johnson Jr,U,,USA,,,R Johnson Jr,,,
115157,Fernando,Quesada,U,,UNK,,,F Quesada,,,
115158,Frank,Sample,U,,USA,,,F Sample,,,
115159,Richard,Hoehn,U,,USA,,,R Hoehn,,,
115160,Jim,Buck,U,,USA,,,J Buck,,,
115161,Dale,Junta,U,,USA,,,D Junta,,,
115162,Gavin M,Gentry,U,,USA,,,G Gentry,,,
115163,George B,Stoesser,U,,USA,,,G Stoesser,,,
115164,Ernesto,Rios,U,19320229,ARG,,,E Rios,,,
115165,Wendell C,Ottum,U,,USA,,,W Ottum,,,
115166,John G,Mckay,U,,USA,,,J Mckay,,,
115167,Harrison R,Hathaway,U,,USA,,,H Hathaway,,,
115168,Lyle Evans,Mahan,U,18810212,USA,,,L Mahan,,,
115169,Paul A,Vanneman Jr,U,,USA,,,P Vanneman Jr,,,
115170,Philip Ludlow,Van Deventer,U,18951121,USA,,,P Van Deventer,,,
115171,William V,Burrill,U,,USA,,,W Burrill,,,
115172,Willard H,Botsford,U,,USA,,,W Botsford,,,
115173,Henry,Parsons,U,,USA,,,H Parsons,,,
115174,Herbert L,Bowman,U,18970421,USA,,,H Bowman,,,
115175,A Ware,Merriam,U,,USA,,,A Merriam,,,
115176,James D,Ewing,U,,USA,,,J Ewing,,,
115177,Walter T,Hayes,U,,USA,,,W Hayes,,,
115178,Gal,Dionne,U,,USA,,,G Dionne,,,
115179,Leicester W,Fisher,U,,USA,,,L Fisher,,,
115180,Gerald B,Emerson,U,,USA,,,G Emerson,,,
115181,Hjw,Morgenthaler,U,,USA,,,H Morgenthaler,,,
115182,William M,Fischer,U,,USA,,,W Fischer,,,
115183,Stephen V,Brubans,U,,USA,,,S Brubans,,,
115184,Irving Christian,Wright,U,18820513,USA,,,I Wright,,,
115185,Marshall,Allen,U,,GBR,,,M Allen,,,
115186,Ralph Howard,Burdick,U,18850311,USA,,,R Burdick,,,
115187,R Mason,Kirkland,U,,USA,,,R Kirkland,,,
115188,J Cecil,Donaldson,U,,USA,,,J Donaldson,,,
115189,Hammett,Norton,U,,USA,,,H Norton,,,
115190,Murray,Vernon,U,,USA,,,M Vernon,,,
115191,Frank A,Fall,U,,USA,,,F Fall,,,
115192,Percy Lloyd,Kynaston,U,19000420,USA,,,P Kynaston,,,
115193,Henry B,Oboyle,U,,USA,,,H Oboyle,,,
115194,Leonard W,Knox,U,,USA,,,L Knox,,,
115195,Davison,Obear,U,,USA,,,D Obear,,,
115196,Valentine B,Havens,U,,USA,,,V Havens,,,
115197,Edgar T,Appleby,U,,USA,,,E Appleby,,,
115198,John A,Magee,U,,USA,,,J Magee,,,
115199,Harold A,Throckmorton,U,,USA,,,H Throckmorton,,,
115200,Robert,Leroy,U,18850207,USA,,Q286859,R Leroy,,,
115201,Frank T,Anderson,U,,USA,,,F Anderson,,,
115202,Robert Chauncey,Seaver,U,18770108,USA,,Q7342887,R Seaver,,,
115203,Jpotter,Stockton,U,,USA,,,J Stockton,,,
115204,Edward B,Benedict,U,,USA,,,E Benedict,,,
115205,Ra,Johnson,U,,USA,,,R Johnson,,,
115206,Samuel Howard,Voshell,U,18880918,USA,,,S Voshell,,,
115207,Hugh L,Nehring,U,,USA,,,H Nehring,,,
115208,Theodore Roosevelt,Pell,U,18790512,USA,,Q724123,T Pell,,,
115209,Andrew S,Morgan,U,,USA,,,A Morgan,,,
115210,Harry,Sachs,U,,USA,,,H Sachs,,,
115211,Ralph L,Baggs,U,,USA,,,R Baggs,,,
115212,Kenneth D,Fisher,U,,USA,,,K Fisher,,,
115213,Alfred D,Hammett,U,,USA,,,A Hammett,,,
115214,Edward S,Chase,U,,USA,,,E Chase,,,
115215,Alfred Stackpole,Dabney,U,18850731,USA,,,A Dabney,,,
115216,Harry F,Vories Jr,U,,USA,,,H Vories Jr,,,
115217,Nathaniel William,Niles,U,18860715,USA,,,N Niles,,,
115218,Tiste,Adoue Jr,U,18841104,USA,,,T Adoue Jr,,,
115219,William,Rosenbaum,U,,USA,,,W Rosenbaum,,,
115220,Russel N,Dana,U,,USA,,,R Dana,,,
115221,Aj,Cawse,U,,USA,,,A Cawse,,,
115222,Richard,Harte,U,,USA,,,R Harte,,,
115223,Robert B,Mcclave,U,,USA,,,R Mcclave,,,
115224,Clarence M,Charest,U,,USA,,,C Charest,,,
115225,Allen Hawthorne,Behr,U,18900517,USA,,,A Behr,,,
115226,Edward D,Toland,U,,USA,,,E Toland,,,
115227,Joseph W,Fox,U,,USA,,,J Fox,,,
115228,Fred C,Anderson,U,,USA,,,F Anderson,,,
115229,Aj,Lowrey,U,,USA,,,A Lowrey,,,
115230,Walter L,Pate,U,,USA,,,W Pate,,,
115231,Dwight P,Robinson,U,,USA,,,D Robinson,,,
115232,Jack,Dudley,U,,USA,,,J Dudley,,,
115233,Morris,Duane,U,,USA,,,M Duane,,,
115234,Alexander,Iler,U,18950317,USA,,,A Iler,,,
115235,William W,Ingraham,U,,USA,,,W Ingraham,,,
115236,Milton H,Soper,U,,USA,,,M Soper,,,
115237,Victor F,Hockmeyer,U,,USA,,,V Hockmeyer,,,
115238,James,Weber,U,,USA,,,J Weber,,,
115239,Roland,Roberts,U,,USA,,,R Roberts,,,
115240,Cedric A,Major,U,,USA,,,C Major,,,
115241,William,Felstiner,U,,USA,,,W Felstiner,,,
115242,Clyde J,Curley,U,,USA,,,C Curley,,,
115243,John A,Collom,U,,USA,,,J Collom,,,
115244,William J,Gallon,U,,USA,,,W Gallon,,,
115245,M Thomas,Ackerland,U,,USA,,,M Ackerland,,,
115246,Richard W,Seabury,U,,USA,,,R Seabury,,,
115247,Henry S,Parker,U,,USA,,,H Parker,,,
115248,Leonard A,Beekman,U,,USA,,,L Beekman,,,
115249,Augustin,Healy,U,,USA,,,A Healy,,,
115250,Edward J,Oelsner,U,,USA,,,E Oelsner,,,
115251,Hugh Gm,Kelleher,U,,USA,,,H Kelleher,,,
115252,Fred O,Josties,U,,USA,,,F Josties,,,
115253,Raymond E,Snow,U,,USA,,,R Snow,,,
115254,H,Broockman,U,,USA,,,H Broockman,,,
115255,James W,Anderson,U,,UNK,,,J Anderson,,,
115256,Thomas M,Day 3D,U,,USA,,,T Day 3D,,,
115257,Fritz,Bastian,U,18980211,USA,,Q3087920,F Bastian,,,
115258,Charles M,Bull Jr,U,,USA,,,C Bull Jr,,,
115259,Edmund W,Peaslee,U,,USA,,,E Peaslee,,,
115260,Frederick  C,Baggs,U,,USA,,,F Baggs,,,
115261,Walter Merrill,Hall,U,18871204,USA,,,W Hall,,,
115262,Armand L,Bruneau,U,,USA,,,A Bruneau,,,
115263,George Drexel,Biddle,U,,USA,,,G Biddle,,,
115264,Walter Kenneth,Wesbrook,U,18980606,USA,,,W Wesbrook,,,
115265,Royal D,Richey,U,,USA,,,R Richey,,,
115266,John S,Nicholl,U,,USA,,,J Nicholl,,,
115267,Walter J,Toussaint,U,,USA,,,W Toussaint,,,
115268,Ludlow,Van Deventer,U,18921120,USA,,,L Van Deventer,,,
115269,Bf,Drake,U,,USA,,,B Drake,,,
115270,Aj,Ostendorf,U,,USA,,,A Ostendorf,,,
115271,Edward M,Edwards,U,,USA,,,E Edwards,,,
115272,John M,Vanneman Jr,U,,USA,,,J Vanneman Jr,,,
115273,Paul W,Gibbons,U,,USA,,,P Gibbons,,,
115274,Alexander D,Thayer,U,,USA,,,A Thayer,,,
115275,Fritz,Mercur,U,19030623,USA,,Q40593491,F Mercur,,,
115276,Rowland,Evans Jr,U,,USA,,,R Evans Jr,,,
115277,Seiichiro,Kashio,U,18920102,JPN,,Q1364196,S Kashio,,,
115278,Morton,Bernstein,U,,USA,,,M Bernstein,,,
115279,George,King,U,,USA,,,G King,,,
115280,Olin J,Sweet,U,,USA,,,O Sweet,,,
115281,Eric T,Wood,U,,USA,,,E Wood,,,
115282,Ichiya,Kumagae,U,18900910,JPN,,Q975700,I Kumagae,,,
115283,Sidney,Thayer Jr,U,,USA,,,S Thayer Jr,,,
115284,W Stuart,Symington 3D,U,,USA,,,W Symington 3D,,,
115285,Hugh,Tallant,U,,USA,,,H Tallant,,,
115286,Robert Lindley,Murray,U,18931103,USA,,,R Murray,,,
115287,Alfred H,Chapin Jr,U,,USA,,,A Chapin Jr,,,
115288,Lo,Kamber,U,,USA,,,L Kamber,,,
115289,Lj,Werner,U,,USA,,,L Werner,,,
115290,Theodore M,Banks Jr,U,,USA,,,T Banks Jr,,,
115291,Pedro R,Edralin,U,,PHI,,,P Edralin,,,
115292,Nicholas,Garcia,U,,USA,,,N Garcia,,,
115293,Lc,Putnam,U,,USA,,,L Putnam,,,
115294,Stanley W,Pearson,U,,USA,,,S Pearson,,,
115295,James M,Davies,U,,USA,,,J Davies,,,
115296,Milo G,Miller Jr,U,,USA,,,M Miller Jr,,,
115297,Edward C,Hall,U,,USA,,,E Hall,,,
115298,Edward T,Herndon,U,,USA,,,E Herndon,,,
115299,Arthur C,Nielsen,U,,USA,,,A Nielsen,,,
115300,Philips L,Goldsborough Jr,U,,USA,,,P Goldsborough Jr,,,
115301,Manfred,Goldman,U,,USA,,,M Goldman,,,
115302,Albert I,Gore,U,,USA,,,A Gore,,,
115303,Phil,Neer,U,,USA,,,P Neer,,,
115304,Lyman,Tremaine,U,,USA,,,L Tremaine,,,
115305,Geroge S,Groesbeck,U,,USA,,,G Groesbeck,,,
115306,Harold,Ingersoll,U,,USA,,,H Ingersoll,,,
115307,Perry S,Osborne,U,,USA,,,P Osborne,,,
115308,Leon,De Turenne,U,,USA,,,L De Turenne,,,
115309,L Harry,Richards Jr,U,,USA,,,L Richards Jr,,,
115310,Robert W,Gilmore,U,,USA,,,R Gilmore,,,
115311,W Chauncey,Crawford,U,,USA,,,W Crawford,,,
115312,Samuel S,Pennock Jr,U,,USA,,,S Pennock Jr,,,
115313,Bd,Golden,U,,USA,,,B Golden,,,
115314,Watson T,Knight,U,,USA,,,W Knight,,,
115315,Charles S,Rogers,U,,USA,,,C Rogers,,,
115316,John C,Neeley,U,,USA,,,J Neeley,,,
115317,Robert G,Kinsey,U,,USA,,,R Kinsey,,,
115318,Charles,Watson,U,,USA,,,C Watson,,,
115319,Edward C,Wilson,U,,USA,,,E Wilson,,,
115320,Is,Cravis,U,,USA,,,I Cravis,,,
115321,Arthur L,Reed,U,,USA,,,A Reed,,,
115322,Phil,Bagby,U,,USA,,,P Bagby,,,
115323,Harold E,Lane,U,,USA,,,H Lane,,,
115324,Earl C,Bache,U,,USA,,,E Bache,,,
115325,Harold,Colburn,U,,USA,,,H Colburn,,,
115326,William T,Campbell,U,,USA,,,W Campbell,,,
115327,Joseph M,Lewin,U,,USA,,,J Lewin,,,
115328,Paul A,Casey,U,,USA,,,P Casey,,,
115329,Louis S,De Lone,U,,USA,,,L De Lone,,,
115330,Armand,Marion,U,,USA,,,A Marion,,,
115331,Tom,Mangan,U,,USA,,,T Mangan,,,
115332,Clifford,Lockhorn,U,,USA,,,C Lockhorn,,,
115333,Thomas C,Leonards,U,,USA,,,T Leonards,,,
115334,I,Biltchik,U,,USA,,,I Biltchik,,,
115335,John T,Graves Jr,U,,USA,,,J Graves Jr,,,
115336,Norman,Bramall,U,,USA,,,N Bramall,,,
115337,Robert F,Norton,U,,USA,,,R Norton,,,
115338,Kirk M,Reid,U,,USA,,,K Reid,,,
115339,Kenneth,Stoddart,U,,USA,,,K Stoddart,,,
115340,Lyman L,Tremaine,U,,USA,,,L Tremaine,,,
115341,Hanson H,Hodge,U,,USA,,,H Hodge,,,
