,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2,match_id_num
66,2017,usopen,1403,Roger Federer,Philipp Kohlschreiber,,,,,,,,,,,1403
67,2017,usopen,1404,Juan Martin del Potro,Dominic Thiem,,,,,,,,,,,1404
68,2017,usopen,1405,Sam Querrey,Mischa Zverev,,,,,,,,,,,1405
69,2017,usopen,1406,Paolo Lorenzi,Kevin Anderson,,,,,,,,,,,1406
70,2017,usopen,1407,Denis Shapovalov,Pablo Carreno Busta,,,,,,,,,,,1407
71,2017,usopen,1408,Lucas Pouille,Diego Schwartzman,,,,,,,,,,,1408
72,2017,usopen,1501,Rafael Nadal,Andrey Rublev,,,,,,,,,,,1501
73,2017,usopen,1502,Roger Federer,Juan Martin del Potro,,,,,,,,,,,1502
74,2017,usopen,1503,Sam Querrey,Kevin Anderson,,,,,,,,,,,1503
75,2017,usopen,1504,Pablo Carreno Busta,Diego Schwartzman,,,,,,,,,,,1504
76,2017,usopen,1601,Rafael Nadal,Juan Martin del Potro,,,,,,,,,,,1601
77,2017,usopen,1602,Kevin Anderson,Pablo Carreno Busta,,,,,,,,,,,1602
78,2017,usopen,1701,Rafael Nadal,Kevin Anderson,,,,,,,,,,,1701
0,2017,wimbledon,1101,Andy Murray,Alexander Bublik,,,,,,,,,,,1101
1,2017,wimbledon,1102,Joao Sousa,Dustin Brown,,,,,,,,,,,1102
2,2017,wimbledon,1103,Jiri Vesely,Illya Marchenko,,,,,,,,,,,1103
3,2017,wimbledon,1104,Dmitry Tursunov,Fabio Fognini,,,,,,,,,,,1104
4,2017,wimbledon,1105,Nick Kyrgios,Pierre Hugues Herbert,,,,,,,,,,,1105
5,2017,wimbledon,1106,Rogerio Dutra Silva,Benoit Paire,,,,,,,,,,,1106
6,2017,wimbledon,1107,Denis Shapovalov,Jerzy Janowicz,,,,,,,,,,,1107
7,2017,wimbledon,1108,Malek Jaziri,Lucas Pouille,,,,,,,,,,,1108
8,2017,wimbledon,1109,Jo Wilfried Tsonga,Cameron Norrie,,,,,,,,,,,1109
9,2017,wimbledon,1110,Simone Bolelli,Yen Hsun Lu,,,,,,,,,,,1110
10,2017,wimbledon,1111,Carlos Berlocq,Nikoloz Basilashvili,,,,,,,,,,,1111
11,2017,wimbledon,1112,Thomas Fabbiano,Sam Querrey,,,,,,,,,,,1112
12,2017,wimbledon,1113,Fernando Verdasco,Kevin Anderson,,,,,,,,,,,1113
13,2017,wimbledon,1114,Norbert Gombos,Andreas Seppi,,,,,,,,,,,1114
14,2017,wimbledon,1115,Tommy Haas,Ruben Bemelmans,,,,,,,,,,,1115
15,2017,wimbledon,1116,Daniil Medvedev,Stan Wawrinka,,,,,,,,,,,1116
16,2017,wimbledon,1117,Rafael Nadal,John Millman,,,,,,,,,,,1117
17,2017,wimbledon,1118,Donald Young,Denis Istomin,,,,,,,,,,,1118
18,2017,wimbledon,1119,Thiago Monteiro,Andrew Whittington,,,,,,,,,,,1119
19,2017,wimbledon,1120,Andrey Kuznetsov,Karen Khachanov,,,,,,,,,,,1120
20,2017,wimbledon,1121,Ivo Karlovic,Aljaz Bedene,,,,,,,,,,,1121
21,2017,wimbledon,1122,Damir Dzumhur,Renzo Olivo,,,,,,,,,,,1122
22,2017,wimbledon,1123,Lukas Rosol,Henri Laaksonen,,,,,,,,,,,1123
23,2017,wimbledon,1124,Marton Fucsovics,Gilles Muller,,,,,,,,,,,1124
24,2017,wimbledon,1125,Kei Nishikori,Marco Cecchinato,,,,,,,,,,,1125
25,2017,wimbledon,1126,Julien Benneteau,Sergiy Stakhovsky,,,,,,,,,,,1126
26,2017,wimbledon,1127,Peter Gojowczyk,Marius Copil,,,,,,,,,,,1127
27,2017,wimbledon,1128,Andreas Haider Maurer,Roberto Bautista Agut,,,,,,,,,,,1128
28,2017,wimbledon,1129,Steve Johnson,Nicolas Kicker,,,,,,,,,,,1129
29,2017,wimbledon,1130,Facundo Bagnis,Radu Albot,,,,,,,,,,,1130
30,2017,wimbledon,1131,Viktor Troicki,Florian Mayer,,,,,,,,,,,1131
31,2017,wimbledon,1132,Philipp Kohlschreiber,Marin Cilic,,,,,,,,,,,1132
32,2017,wimbledon,1133,Milos Raonic,Jan Lennard Struff,,,,,,,,,,,1133
33,2017,wimbledon,1134,Mikhail Youzhny,Nicolas Mahut,,,,,,,,,,,1134
34,2017,wimbledon,1135,Andrey Rublev,Stefano Travaglia,,,,,,,,,,,1135
35,2017,wimbledon,1136,Jordan Thompson,Albert Ramos Vinolas,,,,,,,,,,,1136
36,2017,wimbledon,1137,Jack Sock,Christian Garin,,,,,,,,,,,1137
37,2017,wimbledon,1138,Thomaz Bellucci,Sebastian Ofner,,,,,,,,,,,1138
38,2017,wimbledon,1139,Robin Haase,Frances Tiafoe,,,,,,,,,,,1139
39,2017,wimbledon,1140,Evgeny Donskoy,Alexander Zverev,,,,,,,,,,,1140
40,2017,wimbledon,1141,Grigor Dimitrov,Diego Schwartzman,,,,,,,,,,,1141
41,2017,wimbledon,1142,James Ward,Marcos Baghdatis,,,,,,,,,,,1142
42,2017,wimbledon,1143,Dudi Sela,Marcel Granollers,,,,,,,,,,,1143
43,2017,wimbledon,1144,Taylor Fritz,John Isner,,,,,,,,,,,1144
44,2017,wimbledon,1145,Mischa Zverev,Bernard Tomic,,,,,,,,,,,1145
45,2017,wimbledon,1146,Mikhail Kukushkin,Taro Daniel,,,,,,,,,,,1146
46,2017,wimbledon,1147,Stefanos Tsitsipas,Dusan Lajovic,,,,,,,,,,,1147
47,2017,wimbledon,1148,Alexandr Dolgopolov,Roger Federer,,,,,,,,,,,1148
48,2017,wimbledon,1149,Dominic Thiem,Vasek Pospisil,,,,,,,,,,,1149
49,2017,wimbledon,1150,Gilles Simon,Nicolas Jarry,,,,,,,,,,,1150
50,2017,wimbledon,1151,Janko Tipsarevic,Jared Donaldson,,,,,,,,,,,1151
51,2017,wimbledon,1152,Horacio Zeballos,Paolo Lorenzi,,,,,,,,,,,1152
52,2017,wimbledon,1153,Richard Gasquet,David Ferrer,,,,,,,,,,,1153
53,2017,wimbledon,1154,Steve Darcis,Ricardas Berankis,,,,,,,,,,,1154
54,2017,wimbledon,1155,Borna Coric,Ryan Harrison,,,,,,,,,,,1155
55,2017,wimbledon,1156,Jeremy Chardy,Tomas Berdych,,,,,,,,,,,1156
56,2017,wimbledon,1157,Gael Monfils,Daniel Brands,,,,,,,,,,,1157
57,2017,wimbledon,1158,Kyle Edmund,Alexander Ward,,,,,,,,,,,1158
58,2017,wimbledon,1159,Yuichi Sugita,Brydan Klein,,,,,,,,,,,1159
59,2017,wimbledon,1160,Adrian Mannarino,Feliciano Lopez,,,,,,,,,,,1160
60,2017,wimbledon,1161,Juan Martin Del Potro,Thanasi Kokkinakis,,,,,,,,,,,1161
61,2017,wimbledon,1162,Ernests Gulbis,Victor Estrella Burgos,,,,,,,,,,,1162
62,2017,wimbledon,1163,Adam Pavlasek,Ernesto Escobedo,,,,,,,,,,,1163
63,2017,wimbledon,1164,Martin Klizan,Novak Djokovic,,,,,,,,,,,1164
64,2017,wimbledon,1201,Andy Murray,Dustin Brown,,,,,,,,,,,1201
65,2017,wimbledon,1202,Jiri Vesely,Fabio Fognini,,,,,,,,,,,1202
66,2017,wimbledon,1203,Pierre Hugues Herbert,Benoit Paire,,,,,,,,,,,1203
67,2017,wimbledon,1204,Jerzy Janowicz,Lucas Pouille,,,,,,,,,,,1204
68,2017,wimbledon,1205,Jo Wilfried Tsonga,Simone Bolelli,,,,,,,,,,,1205
69,2017,wimbledon,1206,Nikoloz Basilashvili,Sam Querrey,,,,,,,,,,,1206
70,2017,wimbledon,1207,Kevin Anderson,Andreas Seppi,,,,,,,,,,,1207
71,2017,wimbledon,1208,Ruben Bemelmans,Daniil Medvedev,,,,,,,,,,,1208
72,2017,wimbledon,1209,Rafael Nadal,Donald Young,,,,,,,,,,,1209
73,2017,wimbledon,1210,Thiago Monteiro,Karen Khachanov,,,,,,,,,,,1210
74,2017,wimbledon,1211,Aljaz Bedene,Damir Dzumhur,,,,,,,,,,,1211
75,2017,wimbledon,1212,Lukas Rosol,Gilles Muller,,,,,,,,,,,1212
76,2017,wimbledon,1213,Kei Nishikori,Sergiy Stakhovsky,,,,,,,,,,,1213
77,2017,wimbledon,1214,Peter Gojowczyk,Roberto Bautista Agut,,,,,,,,,,,1214
78,2017,wimbledon,1215,Steve Johnson,Radu Albot,,,,,,,,,,,1215
79,2017,wimbledon,1216,Florian Mayer,Marin Cilic,,,,,,,,,,,1216
80,2017,wimbledon,1217,Milos Raonic,Mikhail Youzhny,,,,,,,,,,,1217
81,2017,wimbledon,1218,Andrey Rublev,Albert Ramos Vinolas,,,,,,,,,,,1218
82,2017,wimbledon,1219,Jack Sock,Sebastian Ofner,,,,,,,,,,,1219
83,2017,wimbledon,1220,Frances Tiafoe,Alexander Zverev,,,,,,,,,,,1220
84,2017,wimbledon,1221,Grigor Dimitrov,Marcos Baghdatis,,,,,,,,,,,1221
85,2017,wimbledon,1222,Dudi Sela,John Isner,,,,,,,,,,,1222
86,2017,wimbledon,1223,Mischa Zverev,Mikhail Kukushkin,,,,,,,,,,,1223
87,2017,wimbledon,1224,Dusan Lajovic,Roger Federer,,,,,,,,,,,1224
88,2017,wimbledon,1225,Dominic Thiem,Gilles Simon,,,,,,,,,,,1225
89,2017,wimbledon,1226,Jared Donaldson,Paolo Lorenzi,,,,,,,,,,,1226
90,2017,wimbledon,1227,David Ferrer,Steve Darcis,,,,,,,,,,,1227
91,2017,wimbledon,1228,Ryan Harrison,Tomas Berdych,,,,,,,,,,,1228
92,2017,wimbledon,1229,Gael Monfils,Kyle Edmund,,,,,,,,,,,1229
93,2017,wimbledon,1230,Yuichi Sugita,Adrian Mannarino,,,,,,,,,,,1230
94,2017,wimbledon,1231,Juan Martin Del Potro,Ernests Gulbis,,,,,,,,,,,1231
95,2017,wimbledon,1232,Adam Pavlasek,Novak Djokovic,,,,,,,,,,,1232
96,2017,wimbledon,1301,Andy Murray,Fabio Fognini,,,,,,,,,,,1301
97,2017,wimbledon,1302,Benoit Paire,Jerzy Janowicz,,,,,,,,,,,1302
98,2017,wimbledon,1303,Jo Wilfried Tsonga,Sam Querrey,,,,,,,,,,,1303
99,2017,wimbledon,1304,Kevin Anderson,Ruben Bemelmans,,,,,,,,,,,1304
100,2017,wimbledon,1305,Rafael Nadal,Karen Khachanov,,,,,,,,,,,1305
101,2017,wimbledon,1306,Aljaz Bedene,Gilles Muller,,,,,,,,,,,1306
102,2017,wimbledon,1307,Kei Nishikori,Roberto Bautista Agut,,,,,,,,,,,1307
103,2017,wimbledon,1308,Steve Johnson,Marin Cilic,,,,,,,,,,,1308
104,2017,wimbledon,1309,Milos Raonic,Albert Ramos Vinolas,,,,,,,,,,,1309
105,2017,wimbledon,1310,Sebastian Ofner,Alexander Zverev,,,,,,,,,,,1310
106,2017,wimbledon,1311,Grigor Dimitrov,Dudi Sela,,,,,,,,,,,1311
107,2017,wimbledon,1312,Mischa Zverev,Roger Federer,,,,,,,,,,,1312
108,2017,wimbledon,1313,Dominic Thiem,Jared Donaldson,,,,,,,,,,,1313
109,2017,wimbledon,1314,David Ferrer,Tomas Berdych,,,,,,,,,,,1314
110,2017,wimbledon,1315,Gael Monfils,Adrian Mannarino,,,,,,,,,,,1315
111,2017,wimbledon,1316,Ernests Gulbis,Novak Djokovic,,,,,,,,,,,1316
112,2017,wimbledon,1401,Andy Murray,Benoit Paire,,,,,,,,,,,1401
113,2017,wimbledon,1402,Sam Querrey,Kevin Anderson,,,,,,,,,,,1402
114,2017,wimbledon,1403,Rafael Nadal,Gilles Muller,,,,,,,,,,,1403
115,2017,wimbledon,1404,Roberto Bautista Agut,Marin Cilic,,,,,,,,,,,1404
116,2017,wimbledon,1405,Milos Raonic,Alexander Zverev,,,,,,,,,,,1405
117,2017,wimbledon,1406,Grigor Dimitrov,Roger Federer,,,,,,,,,,,1406
118,2017,wimbledon,1407,Dominic Thiem,Tomas Berdych,,,,,,,,,,,1407
119,2017,wimbledon,1408,Adrian Mannarino,Novak Djokovic,,,,,,,,,,,1408
120,2017,wimbledon,1501,Andy Murray,Sam Querrey,,,,,,,,,,,1501
121,2017,wimbledon,1502,Gilles Muller,Marin Cilic,,,,,,,,,,,1502
122,2017,wimbledon,1503,Milos Raonic,Roger Federer,,,,,,,,,,,1503
123,2017,wimbledon,1504,Tomas Berdych,Novak Djokovic,,,,,,,,,,,1504
124,2017,wimbledon,1601,Sam Querrey,Marin Cilic,,,,,,,,,,,1601
125,2017,wimbledon,1602,Roger Federer,Tomas Berdych,,,,,,,,,,,1602
126,2017,wimbledon,1701,Marin Cilic,Roger Federer,,,,,,,,,,,1701
