,match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2,match_id_num,,player1_new,player2_new
102,2018-ausopen-1308,2018,ausopen,1308,A. Seppi,I. Karlovic,,,,,,,,,ITA,CRO,1308,,A Seppi,I Karlovic
103,2018-ausopen-1309,2018,ausopen,1309,D. Thiem,A. Mannarino,,,,,,,,,AUT,FRA,1309,,D Thiem,A Mannarino
104,2018-ausopen-1310,2018,ausopen,1310,M. Marterer,T. Sandgren,,,,,,,,,GER,USA,1310,,M Marterer,T Sandgren
105,2018-ausopen-1311,2018,ausopen,1311,N. Djokovic,A. Ramos-Vinolas,,,,,,,,,SRB,ESP,1311,,N Djokovic,A Ramos-Vinolas
106,2018-ausopen-1312,2018,ausopen,1312,H. Chung,A. Zverev,,,,,,,,,KOR,GER,1312,,H Chung,A Zverev
107,2018-ausopen-1313,2018,ausopen,1313,J. Benneteau,F. Fognini,,,,,,,,,FRA,ITA,1313,,J Benneteau,F Fognini
108,2018-ausopen-1314,2018,ausopen,1314,T. Berdych,J. Del Potro,,,,,,,,,CZE,ARG,1314,,T Berdych,J Martin Del Potro
109,2018-ausopen-1315,2018,ausopen,1315,M. Fucsovics,N. Kicker,,,,,,,,,HUN,ARG,1315,,M Fucsovics,N Kicker
110,2018-ausopen-1316,2018,ausopen,1316,R. Gasquet,R. Federer,,,,,,,,,FRA,SUI,1316,,R Gasquet,R Federer
111,2018-ausopen-1401,2018,ausopen,1401,R. Nadal,D. Schwartzman,,,,,,,,,ESP,ARG,1401,,R Nadal,D Schwartzman
112,2018-ausopen-1402,2018,ausopen,1402,P. Carreno Busta,M. Cilic,,,,,,,,,ESP,CRO,1402,,P Carreno Busta,M Cilic
113,2018-ausopen-1403,2018,ausopen,1403,G. Dimitrov,N. Kyrgios,,,,,,,,,BUL,AUS,1403,,G Dimitrov,N Kyrgios
114,2018-ausopen-1404,2018,ausopen,1404,K. Edmund,A. Seppi,,,,,,,,,GBR,ITA,1404,,K Edmund,A Seppi
115,2018-ausopen-1405,2018,ausopen,1405,D. Thiem,T. Sandgren,,,,,,,,,AUT,USA,1405,,D Thiem,T Sandgren
116,2018-ausopen-1406,2018,ausopen,1406,N. Djokovic,H. Chung,,,,,,,,,SRB,KOR,1406,,N Djokovic,H Chung
117,2018-ausopen-1407,2018,ausopen,1407,F. Fognini,T. Berdych,,,,,,,,,ITA,CZE,1407,,F Fognini,T Berdych
118,2018-ausopen-1408,2018,ausopen,1408,M. Fucsovics,R. Federer,,,,,,,,,HUN,SUI,1408,,M Fucsovics,R Federer
119,2018-ausopen-1501,2018,ausopen,1501,R. Nadal,M. Cilic,,,,,,,,,ESP,CRO,1501,,R Nadal,M Cilic
120,2018-ausopen-1502,2018,ausopen,1502,G. Dimitrov,K. Edmund,,,,,,,,,BUL,GBR,1502,,G Dimitrov,K Edmund
121,2018-ausopen-1503,2018,ausopen,1503,T. Sandgren,H. Chung,,,,,,,,,USA,KOR,1503,,T Sandgren,H Chung
122,2018-ausopen-1504,2018,ausopen,1504,T. Berdych,R. Federer,,,,,,,,,CZE,SUI,1504,,T Berdych,R Federer
123,2018-ausopen-1601,2018,ausopen,1601,M. Cilic,K. Edmund,,,,,,,,,CRO,GBR,1601,,M Cilic,K Edmund
124,2018-ausopen-1602,2018,ausopen,1602,H. Chung,R. Federer,,,,,,,,,KOR,SUI,1602,,H Chung,R Federer
125,2018-ausopen-1701,2018,ausopen,1701,M. Cilic,R. Federer,,,,,,,,,CRO,SUI,1701,,M Cilic,R Federer
0,2018-frenchopen-1101,2018,frenchopen,1101,R. Nadal,S. Bolelli,,,,,,,,,ESP,ITA,1101,,R Nadal,S Bolelli
1,2018-frenchopen-1102,2018,frenchopen,1102,J. Sousa,G. Pella,,,,,,,,,POR,ARG,1102,,J Sousa,G Pella
2,2018-frenchopen-1103,2018,frenchopen,1103,M. Jaziri,M. Youzhny,,,,,,,,,TUN,RUS,1103,,M Jaziri,M Youzhny
3,2018-frenchopen-1104,2018,frenchopen,1104,A. Seppi,R. Gasquet,,,,,,,,,ITA,FRA,1104,,A Seppi,R Gasquet
4,2018-frenchopen-1105,2018,frenchopen,1105,D. Shapovalov,J. Millman,,,,,,,,,CAN,AUS,1105,,D Shapovalov,J Millman
5,2018-frenchopen-1106,2018,frenchopen,1106,R. Harrison,M. Marterer,,,,,,,,,USA,GER,1106,,R Harrison,M Marterer
6,2018-frenchopen-1107,2018,frenchopen,1107,Y. Bhambri,R. Bemelmans,,,,,,,,,IND,BEL,1107,,Y Bhambri,R Bemelmans
7,2018-frenchopen-1108,2018,frenchopen,1108,J. Zopp,J. Sock,,,,,,,,,EST,USA,1108,,J Zopp,J Sock
8,2018-frenchopen-1109,2018,frenchopen,1109,D. Schwartzman,C. Hemery,,,,,,,,,ARG,FRA,1109,,D Schwartzman,C Hemery
9,2018-frenchopen-1110,2018,frenchopen,1110,M. Basic,A. Pavlasek,,,,,,,,,BIH,CZE,1110,,M Basic,A Pavlasek
10,2018-frenchopen-1111,2018,frenchopen,1111,M. Ebden,T. Fabbiano,,,,,,,,,AUS,ITA,1111,,M Ebden,T Fabbiano
11,2018-frenchopen-1112,2018,frenchopen,1112,B. Coric,P. Kohlschreiber,,,,,,,,,CRO,GER,1112,,B Coric,P Kohlschreiber
12,2018-frenchopen-1113,2018,frenchopen,1113,F. Lopez,S. Stakhovsky,,,,,,,,,ESP,UKR,1113,,F Lopez,S Stakhovsky
13,2018-frenchopen-1114,2018,frenchopen,1114,M. Zverev,F. Mayer,,,,,,,,,GER,GER,1114,,M Zverev,F Mayer
14,2018-frenchopen-1115,2018,frenchopen,1115,A. Bedene,P. Cuevas,,,,,,,,,SLO,URU,1115,,A Bedene,P Cuevas
15,2018-frenchopen-1116,2018,frenchopen,1116,P. Lorenzi,K. Anderson,,,,,,,,,ITA,RSA,1116,,P Lorenzi,K Anderson
16,2018-frenchopen-1117,2018,frenchopen,1117,M. Cilic,J. Duckworth,,,,,,,,,CRO,AUS,1117,,M Cilic,J Duckworth
17,2018-frenchopen-1118,2018,frenchopen,1118,H. Hurkacz,T. Sandgren,,,,,,,,,POL,USA,1118,,H Hurkacz,T Sandgren
18,2018-frenchopen-1119,2018,frenchopen,1119,E. Donskoy,J. Struff,,,,,,,,,RUS,GER,1119,,E Donskoy,J Struff
19,2018-frenchopen-1120,2018,frenchopen,1120,S. Johnson,A. Mannarino,,,,,,,,,USA,FRA,1120,,S Johnson,A Mannarino
20,2018-frenchopen-1121,2018,frenchopen,1121,F. Fognini,P. Andujar,,,,,,,,,ITA,ESP,1121,,F Fognini,P Andujar
21,2018-frenchopen-1122,2018,frenchopen,1122,D. Sela,E. Ymer,,,,,,,,,ISR,SWE,1122,,D Sela,E Ymer
22,2018-frenchopen-1123,2018,frenchopen,1123,V. Pospisil,M. Fucsovics,,,,,,,,,CAN,HUN,1123,,V Pospisil,M Fucsovics
23,2018-frenchopen-1124,2018,frenchopen,1124,A. De Minaur,K. Edmund,,,,,,,,,AUS,GBR,1124,,A De Minaur,K Edmund
24,2018-frenchopen-1125,2018,frenchopen,1125,J. Isner,N. Rubin,,,,,,,,,USA,USA,1125,,J Isner,N Rubin
25,2018-frenchopen-1126,2018,frenchopen,1126,H. Zeballos,Y. Sugita,,,,,,,,,ARG,JPN,1126,,H Zeballos,Y Sugita
26,2018-frenchopen-1127,2018,frenchopen,1127,P. Polansky,P. Herbert,,,,,,,,,CAN,FRA,1127,,P Polansky,P Herbert
27,2018-frenchopen-1128,2018,frenchopen,1128,J. Chardy,T. Berdych,,,,,,,,,FRA,CZE,1128,,J Chardy,T Berdych
28,2018-frenchopen-1129,2018,frenchopen,1129,A. Ramos-Vinolas,M. Kukushkin,,,,,,,,,ESP,KAZ,1129,,A Ramos-Vinolas,M Kukushkin
29,2018-frenchopen-1130,2018,frenchopen,1130,J. Thompson,C. Ruud,,,,,,,,,AUS,NOR,1130,,J Thompson,C Ruud
30,2018-frenchopen-1131,2018,frenchopen,1131,L. Mayer,J. Benneteau,,,,,,,,,ARG,FRA,1131,,L Mayer,J Benneteau
31,2018-frenchopen-1132,2018,frenchopen,1132,N. Mahut,J. Del Potro,,,,,,,,,FRA,ARG,1132,,N Mahut,J Martin Del Potro
32,2018-frenchopen-1133,2018,frenchopen,1133,D. Goffin,R. Haase,,,,,,,,,BEL,NED,1133,,D Goffin,R Haase
33,2018-frenchopen-1134,2018,frenchopen,1134,I. Karlovic,C. Moutet,,,,,,,,,CRO,FRA,1134,,I Karlovic,C Moutet
34,2018-frenchopen-1135,2018,frenchopen,1135,M. Klizan,L. Djere,,,,,,,,,SVK,SRB,1135,,M Klizan,L Djere
35,2018-frenchopen-1136,2018,frenchopen,1136,E. Benchetrit,G. Monfils,,,,,,,,,FRA,FRA,1136,,E Benchetrit,G Monfils
36,2018-frenchopen-1137,2018,frenchopen,1137,M. Trungelliti,B. Tomic,,,,,,,,,ARG,AUS,1137,,M Trungelliti,B Tomic
37,2018-frenchopen-1138,2018,frenchopen,1138,M. Cecchinato,M. Copil,,,,,,,,,ITA,ROU,1138,,M Cecchinato,M Copil
38,2018-frenchopen-1139,2018,frenchopen,1139,F. Delbonis,T. Bellucci,,,,,,,,,ARG,BRA,1139,,F Delbonis,T Bellucci
39,2018-frenchopen-1140,2018,frenchopen,1140,J. Kovalik,P. Carreno Busta,,,,,,,,,SVK,ESP,1140,,J Kovalik,P Carreno Busta
40,2018-frenchopen-1141,2018,frenchopen,1141,R. Bautista Agut,D. Istomin,,,,,,,,,ESP,UZB,1141,,R Bautista Agut,D Istomin
41,2018-frenchopen-1142,2018,frenchopen,1142,M. Baghdatis,S. Giraldo,,,,,,,,,CYP,COL,1142,,M Baghdatis,S Giraldo
42,2018-frenchopen-1143,2018,frenchopen,1143,J. Munar,D. Ferrer,,,,,,,,,ESP,ESP,1143,,J Munar,D Ferrer
43,2018-frenchopen-1144,2018,frenchopen,1144,R. Dutra Silva,N. Djokovic,,,,,,,,,BRA,SRB,1144,,R Dutra Silva,N Djokovic
44,2018-frenchopen-1145,2018,frenchopen,1145,F. Verdasco,Y. Nishioka,,,,,,,,,ESP,JPN,1145,,F Verdasco,Y Nishioka
45,2018-frenchopen-1146,2018,frenchopen,1146,G. Andreozzi,T. Fritz,,,,,,,,,ARG,USA,1146,,G Andreozzi,T Fritz
46,2018-frenchopen-1147,2018,frenchopen,1147,N. Jarry,J. Donaldson,,,,,,,,,CHI,USA,1147,,N Jarry,J Donaldson
47,2018-frenchopen-1148,2018,frenchopen,1148,M. Safwat,G. Dimitrov,,,,,,,,,EGY,BUL,1148,,M Safwat,G Dimitrov
48,2018-frenchopen-1149,2018,frenchopen,1149,D. Thiem,I. Ivashka,,,,,,,,,AUT,BLR,1149,,D Thiem,I Ivashka
49,2018-frenchopen-1150,2018,frenchopen,1150,S. Tsitsipas,C. Taberner,,,,,,,,,GRE,ESP,1150,,S Tsitsipas,C Taberner
50,2018-frenchopen-1151,2018,frenchopen,1151,O. Otte,M. Berrettini,,,,,,,,,GER,ITA,1151,,O Otte,M Berrettini
51,2018-frenchopen-1152,2018,frenchopen,1152,E. Gulbis,G. Muller,,,,,,,,,LAT,LUX,1152,,E Gulbis,G Muller
52,2018-frenchopen-1153,2018,frenchopen,1153,K. Nishikori,M. Janvier,,,,,,,,,JPN,FRA,1153,,K Nishikori,M Janvier
53,2018-frenchopen-1154,2018,frenchopen,1154,B. Paire,R. Carballes Baena,,,,,,,,,FRA,ESP,1154,,B Paire,R Carballes Baena
54,2018-frenchopen-1155,2018,frenchopen,1155,N. Basilashvili,G. Simon,,,,,,,,,GEO,FRA,1155,,N Basilashvili,G Simon
55,2018-frenchopen-1156,2018,frenchopen,1156,F. Tiafoe,S. Querrey,,,,,,,,,USA,USA,1156,,F Tiafoe,S Querrey
56,2018-frenchopen-1157,2018,frenchopen,1157,L. Pouille,D. Medvedev,,,,,,,,,FRA,RUS,1157,,L Pouille,D Medvedev
57,2018-frenchopen-1158,2018,frenchopen,1158,P. Gojowczyk,C. Norrie,,,,,,,,,GER,GBR,1158,,P Gojowczyk,C Norrie
58,2018-frenchopen-1159,2018,frenchopen,1159,K. Khachanov,A. Haider-Maurer,,,,,,,,,RUS,AUT,1159,,K Khachanov,A Haider-Maurer
59,2018-frenchopen-1160,2018,frenchopen,1160,G. Garcia-Lopez,S. Wawrinka,,,,,,,,,ESP,SUI,1160,,G Garcia-Lopez,S Wawrinka
