,match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2
200,2021-wimbledon-2211,2021,wimbledon,2211,Karolina Muchova,Camila Giorgi,,,,,,,,,,
201,2021-wimbledon-2212,2021,wimbledon,2212,Kristyna Pliskova,Anastasia Pavlyuchenkova,,,,,,,,,,
202,2021-wimbledon-2213,2021,wimbledon,2213,Kaja Juvan,Clara Burel,,,,,,,,,,
203,2021-wimbledon-2214,2021,wimbledon,2214,Elena Vesnina,Coco Gauff,,,,,,,,,,
204,2021-wimbledon-2215,2021,wimbledon,2215,Angelique Kerber,Sara Sorribes Tormo,,,,,,,,,,
205,2021-wimbledon-2216,2021,wimbledon,2216,Nao Hibino,Aliaksandra Sasnovich,,,,,,,,,,
206,2021-wimbledon-2217,2021,wimbledon,2217,Karolina Pliskova,Donna Vekic,,,,,,,,,,
207,2021-wimbledon-2218,2021,wimbledon,2218,Nadia Podoroska,Tereza Martincova,,,,,,,,,,
208,2021-wimbledon-2219,2021,wimbledon,2219,Jessica Pegula,Liudmila Samsonova,,,,,,,,,,
209,2021-wimbledon-2220,2021,wimbledon,2220,Kristie Ahn,Sloane Stephens,,,,,,,,,,
210,2021-wimbledon-2221,2021,wimbledon,2221,Elise Mertens,Lin Zhu,,,,,,,,,,
211,2021-wimbledon-2222,2021,wimbledon,2222,Lauren Davis,Madison Keys,,,,,,,,,,
212,2021-wimbledon-2223,2021,wimbledon,2223,Viktorija Golubic,Danielle Collins,,,,,,,,,,
213,2021-wimbledon-2224,2021,wimbledon,2224,Madison Brengle,Sofia Kenin,,,,,,,,,,
214,2021-wimbledon-2225,2021,wimbledon,2225,Iga Swiatek,Vera Zvonareva,,,,,,,,,,
215,2021-wimbledon-2226,2021,wimbledon,2226,Irina Camelia Begu,Petra Martic,,,,,,,,,,
216,2021-wimbledon-2227,2021,wimbledon,2227,Ons Jabeur,Venus Williams,,,,,,,,,,
217,2021-wimbledon-2228,2021,wimbledon,2228,Lesley Pattinama Kerkhove,Garbine Muguruza,,,,,,,,,,
218,2021-wimbledon-2229,2021,wimbledon,2229,Maria Sakkari,Shelby Rogers,,,,,,,,,,
219,2021-wimbledon-2230,2021,wimbledon,2230,Claire Liu,Elena Rybakina,,,,,,,,,,
220,2021-wimbledon-2231,2021,wimbledon,2231,Ekaterina Alexandrova,Maria Camila Osorio Serrano,,,,,,,,,,
221,2021-wimbledon-2232,2021,wimbledon,2232,Katie Boulter,Aryna Sabalenka,,,,,,,,,,
222,2021-wimbledon-2301,2021,wimbledon,2301,Ashleigh Barty,Katerina Siniakova,,,,,,,,,,
223,2021-wimbledon-2302,2021,wimbledon,2302,Anastasija Sevastova,Barbora Krejcikova,,,,,,,,,,
224,2021-wimbledon-2303,2021,wimbledon,2303,Sorana Cirstea,Emma Raducanu,,,,,,,,,,
225,2021-wimbledon-2304,2021,wimbledon,2304,Jelena Ostapenko,Ajla Tomljanovic,,,,,,,,,,
226,2021-wimbledon-2305,2021,wimbledon,2305,Magda Linette,Paula Badosa,,,,,,,,,,
227,2021-wimbledon-2306,2021,wimbledon,2306,Karolina Muchova,Anastasia Pavlyuchenkova,,,,,,,,,,
228,2021-wimbledon-2307,2021,wimbledon,2307,Kaja Juvan,Coco Gauff,,,,,,,,,,
229,2021-wimbledon-2308,2021,wimbledon,2308,Angelique Kerber,Aliaksandra Sasnovich,,,,,,,,,,
230,2021-wimbledon-2309,2021,wimbledon,2309,Karolina Pliskova,Tereza Martincova,,,,,,,,,,
231,2021-wimbledon-2310,2021,wimbledon,2310,Liudmila Samsonova,Sloane Stephens,,,,,,,,,,
232,2021-wimbledon-2311,2021,wimbledon,2311,Elise Mertens,Madison Keys,,,,,,,,,,
233,2021-wimbledon-2312,2021,wimbledon,2312,Viktorija Golubic,Madison Brengle,,,,,,,,,,
234,2021-wimbledon-2313,2021,wimbledon,2313,Iga Swiatek,Irina Camelia Begu,,,,,,,,,,
235,2021-wimbledon-2314,2021,wimbledon,2314,Ons Jabeur,Garbine Muguruza,,,,,,,,,,
236,2021-wimbledon-2315,2021,wimbledon,2315,Shelby Rogers,Elena Rybakina,,,,,,,,,,
237,2021-wimbledon-2316,2021,wimbledon,2316,Maria Camila Osorio Serrano,Aryna Sabalenka,,,,,,,,,,
238,2021-wimbledon-2401,2021,wimbledon,2401,Ashleigh Barty,Barbora Krejcikova,,,,,,,,,,
239,2021-wimbledon-2402,2021,wimbledon,2402,Emma Raducanu,Ajla Tomljanovic,,,,,,,,,,
240,2021-wimbledon-2403,2021,wimbledon,2403,Paula Badosa,Karolina Muchova,,,,,,,,,,
241,2021-wimbledon-2404,2021,wimbledon,2404,Coco Gauff,Angelique Kerber,,,,,,,,,,
242,2021-wimbledon-2405,2021,wimbledon,2405,Karolina Pliskova,Liudmila Samsonova,,,,,,,,,,
243,2021-wimbledon-2406,2021,wimbledon,2406,Madison Keys,Viktorija Golubic,,,,,,,,,,
244,2021-wimbledon-2407,2021,wimbledon,2407,Iga Swiatek,Ons Jabeur,,,,,,,,,,
245,2021-wimbledon-2408,2021,wimbledon,2408,Elena Rybakina,Aryna Sabalenka,,,,,,,,,,
246,2021-wimbledon-2501,2021,wimbledon,2501,Ashleigh Barty,Ajla Tomljanovic,,,,,,,,,,
247,2021-wimbledon-2502,2021,wimbledon,2502,Karolina Muchova,Angelique Kerber,,,,,,,,,,
248,2021-wimbledon-2503,2021,wimbledon,2503,Karolina Pliskova,Viktorija Golubic,,,,,,,,,,
249,2021-wimbledon-2504,2021,wimbledon,2504,Ons Jabeur,Aryna Sabalenka,,,,,,,,,,
250,2021-wimbledon-2601,2021,wimbledon,2601,Ashleigh Barty,Angelique Kerber,,,,,,,,,,
251,2021-wimbledon-2602,2021,wimbledon,2602,Karolina Pliskova,Aryna Sabalenka,,,,,,,,,,
252,2021-wimbledon-2701,2021,wimbledon,2701,Ashleigh Barty,Karolina Pliskova,,,,,,,,,,
