,match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2,match_id_num,player1_new,player2_new
0,2012-ausopen-1101,2012,ausopen,1101,Novak Djokovic,Paolo Lorenzi,,,,,,,,,,,1101,N Djokovic,P Lorenzi
1,2012-ausopen-1103,2012,ausopen,1103,Tatsuma Ito,Potito Starace,,,,,,,,,,,1103,T Ito,P Starace
2,2012-ausopen-1104,2012,ausopen,1104,Nicolas Mahut,Radek Stepanek,,,,,,,,,,,1104,N Mahut,R Stepanek
3,2012-ausopen-1107,2012,ausopen,1107,Cedrik-Marcel Stebe,Lleyton Hewitt,,,,,,,,,,,1107,C Stebe,L Hewitt
4,2012-ausopen-1108,2012,ausopen,1108,Robin Haase,Andy Roddick,,,,,,,,,,,1108,R Haase,A Roddick
5,2012-ausopen-1110,2012,ausopen,1110,Jurgen Zopp,James Duckworth,,,,,,,,,,,1110,J Zopp,J Duckworth
6,2012-ausopen-1112,2012,ausopen,1112,Andreas Seppi,Richard Gasquet,,,,,,,,,,,1112,A Seppi,R Gasquet
7,2012-ausopen-1113,2012,ausopen,1113,Juan Ignacio Chela,Michael Russell,,,,,,,,,,,1113,J Ignacio Chela,M Russell
8,2012-ausopen-1116,2012,ausopen,1116,Rui Machado,David Ferrer,,,,,,,,,,,1116,R Machado,D Ferrer
9,2012-ausopen-1117,2012,ausopen,1117,Andy Murray,Ryan Harrison,,,,,,,,,,,1117,A Murray,R Harrison
10,2012-ausopen-1124,2012,ausopen,1124,Marinko Matosevic,Gael Monfils,,,,,,,,,,,1124,M Matosevic,G Monfils
11,2012-ausopen-1125,2012,ausopen,1125,Gilles Simon,Danai Udomchoke,,,,,,,,,,,1125,G Simon,D Udomchoke
12,2012-ausopen-1127,2012,ausopen,1127,Joao Souza,Matthew Ebden,,,,,,,,,,,1127,J Souza,M Ebden
13,2012-ausopen-1128,2012,ausopen,1128,Stephane Robert,Kei Nishikori,,,,,,,,,,,1128,S Robert,K Nishikori
14,2012-ausopen-1132,2012,ausopen,1132,Denis Istomin,Jo Wilfried Tsonga,,,,,,,,,,,1132,D Istomin,J Wilfried Tsonga
15,2012-ausopen-1133,2012,ausopen,1133,Mardy Fish,Gilles Muller,,,,,,,,,,,1133,M Fish,G Muller
16,2012-ausopen-1136,2012,ausopen,1136,Philipp Kohlschreiber,Juan Monaco,,,,,,,,,,,1136,P Kohlschreiber,J Monaco
17,2012-ausopen-1140,2012,ausopen,1140,Adrian Mannarino,Juan Martin Del Potro,,,,,,,,,,,1140,A Mannarino,J Martin Del Potro
18,2012-ausopen-1141,2012,ausopen,1141,Alexandr Dolgopolov,Greg Jones,,,,,,,,,,,1141,A Dolgopolov,G Jones
19,2012-ausopen-1144,2012,ausopen,1144,Bernard Tomic,Fernando Verdasco,,,,,,,,,,,1144,B Tomic,F Verdasco
20,2012-ausopen-1148,2012,ausopen,1148,Alexander Kudryavtsev,Roger Federer,,,,,,,,,,,1148,A Kudryavtsev,R Federer
21,2012-ausopen-1149,2012,ausopen,1149,Tomas Berdych,Albert Ramos,,,,,,,,,,,1149,T Berdych,A Ramos
22,2012-ausopen-1153,2012,ausopen,1153,Stanislas Wawrinka,Benoit Paire,,,,,,,,,,,1153,S Wawrinka,B Paire
23,2012-ausopen-1154,2012,ausopen,1154,Marcos Baghdatis,Benjamin Becker,,,,,,,,,,,1154,M Baghdatis,B Becker
24,2012-ausopen-1155,2012,ausopen,1155,Jeremy Chardy,Grigor Dimitrov,,,,,,,,,,,1155,J Chardy,G Dimitrov
25,2012-ausopen-1156,2012,ausopen,1156,Lukasz Kubot,Nicolas Almagro,,,,,,,,,,,1156,L Kubot,N Almagro
26,2012-ausopen-1157,2012,ausopen,1157,John Isner,Benjamin Mitchell,,,,,,,,,,,1157,J Isner,B Mitchell
27,2012-ausopen-1158,2012,ausopen,1158,Jarkko Nieminen,David Nalbandian,,,,,,,,,,,1158,J Nieminen,D Nalbandian
28,2012-ausopen-1164,2012,ausopen,1164,Alex Kuznetsov,Rafael Nadal,,,,,,,,,,,1164,A Kuznetsov,R Nadal
29,2012-ausopen-1201,2012,ausopen,1201,Novak Djokovic,Santiago Giraldo,,,,,,,,,,,1201,N Djokovic,S Giraldo
30,2012-ausopen-1202,2012,ausopen,1202,Tatsuma Ito,Nicolas Mahut,,,,,,,,,,,1202,T Ito,N Mahut
31,2012-ausopen-1203,2012,ausopen,1203,Milos Raonic,Philipp Petzschner,,,,,,,,,,,1203,M Raonic,P Petzschner
32,2012-ausopen-1204,2012,ausopen,1204,Lleyton Hewitt,Andy Roddick,,,,,,,,,,,1204,L Hewitt,A Roddick
33,2012-ausopen-1205,2012,ausopen,1205,Janko Tipsarevic,James Duckworth,,,,,,,,,,,1205,J Tipsarevic,J Duckworth
34,2012-ausopen-1206,2012,ausopen,1206,Andrey Golubev,Richard Gasquet,,,,,,,,,,,1206,A Golubev,R Gasquet
35,2012-ausopen-1207,2012,ausopen,1207,Juan Ignacio Chela,Pablo Andujar,,,,,,,,,,,1207,J Ignacio Chela,P Andujar
36,2012-ausopen-1208,2012,ausopen,1208,Ryan Sweeting,David Ferrer,,,,,,,,,,,1208,R Sweeting,D Ferrer
37,2012-ausopen-1209,2012,ausopen,1209,Andy Murray,Edouard Roger-Vasselin,,,,,,,,,,,1209,A Murray,E Roger-Vasselin
38,2012-ausopen-1211,2012,ausopen,1211,Viktor Troicki,Mikhail Kukushkin,,,,,,,,,,,1211,V Troicki,M Kukushkin
39,2012-ausopen-1212,2012,ausopen,1212,Thomaz Bellucci,Gael Monfils,,,,,,,,,,,1212,T Bellucci,G Monfils
40,2012-ausopen-1213,2012,ausopen,1213,Gilles Simon,Julien Benneteau,,,,,,,,,,,1213,G Simon,J Benneteau
41,2012-ausopen-1214,2012,ausopen,1214,Matthew Ebden,Kei Nishikori,,,,,,,,,,,1214,M Ebden,K Nishikori
42,2012-ausopen-1216,2012,ausopen,1216,Ricardo Mello,Jo Wilfried Tsonga,,,,,,,,,,,1216,R Mello,J Wilfried Tsonga
43,2012-ausopen-1217,2012,ausopen,1217,Mardy Fish,Alejandro Falla,,,,,,,,,,,1217,M Fish,A Falla
44,2012-ausopen-1218,2012,ausopen,1218,Pere Riba,Philipp Kohlschreiber,,,,,,,,,,,1218,P Riba,P Kohlschreiber
45,2012-ausopen-1220,2012,ausopen,1220,Blaz Kavcic,Juan Martin Del Potro,,,,,,,,,,,1220,B Kavcic,J Martin Del Potro
46,2012-ausopen-1221,2012,ausopen,1221,Alexandr Dolgopolov,Tobias Kamke,,,,,,,,,,,1221,A Dolgopolov,T Kamke
47,2012-ausopen-1222,2012,ausopen,1222,Sam Querrey,Bernard Tomic,,,,,,,,,,,1222,S Querrey,B Tomic
48,2012-ausopen-1225,2012,ausopen,1225,Tomas Berdych,Olivier Rochus,,,,,,,,,,,1225,T Berdych,O Rochus
49,2012-ausopen-1227,2012,ausopen,1227,Stanislas Wawrinka,Marcos Baghdatis,,,,,,,,,,,1227,S Wawrinka,M Baghdatis
50,2012-ausopen-1228,2012,ausopen,1228,Grigor Dimitrov,Nicolas Almagro,,,,,,,,,,,1228,G Dimitrov,N Almagro
51,2012-ausopen-1229,2012,ausopen,1229,John Isner,David Nalbandian,,,,,,,,,,,1229,J Isner,D Nalbandian
