,match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2,match_id_num,,player1_new,player2_new
63,2019-ausopen-1164,2019,ausopen,1164,J. Duckworth,R. Nadal,,,,,,,,,AUS,ESP,1164,,J Duckworth,R Nadal
64,2019-ausopen-1201,2019,ausopen,1201,N. Djokovic,J. Tsonga,,,,,,,,,SRB,FRA,1201,,N Djokovic,J Tsonga
65,2019-ausopen-1202,2019,ausopen,1202,T. Daniel,D. Shapovalov,,,,,,,,,JPN,CAN,1202,,T Daniel,D Shapovalov
66,2019-ausopen-1203,2019,ausopen,1203,D. Goffin,M. Copil,,,,,,,,,BEL,ROU,1203,,D Goffin,M Copil
67,2019-ausopen-1204,2019,ausopen,1204,R. Harrison,D. Medvedev,,,,,,,,,USA,RUS,1204,,R Harrison,D Medvedev
68,2019-ausopen-1205,2019,ausopen,1205,F. Fognini,L. Mayer,,,,,,,,,ITA,ARG,1205,,F Fognini,L Mayer
69,2019-ausopen-1206,2019,ausopen,1206,I. Ivashka,P. Carreno Busta,,,,,,,,,BLR,ESP,1206,,I Ivashka,P Carreno Busta
70,2019-ausopen-1207,2019,ausopen,1207,P. Kohlschreiber,J. Sousa,,,,,,,,,GER,POR,1207,,P Kohlschreiber,J Sousa
71,2019-ausopen-1208,2019,ausopen,1208,I. Karlovic,K. Nishikori,,,,,,,,,CRO,JPN,1208,,I Karlovic,K Nishikori
72,2019-ausopen-1209,2019,ausopen,1209,A. Zverev,J. Chardy,,,,,,,,,GER,FRA,1209,,A Zverev,J Chardy
73,2019-ausopen-1210,2019,ausopen,1210,A. Bolt,G. Simon,,,,,,,,,AUS,FRA,1210,,A Bolt,G Simon
74,2019-ausopen-1211,2019,ausopen,1211,H. Chung,P. Herbert,,,,,,,,,KOR,FRA,1211,,H Chung,P Herbert
75,2019-ausopen-1212,2019,ausopen,1212,S. Wawrinka,M. Raonic,,,,,,,,,SUI,CAN,1212,,S Wawrinka,M Raonic
76,2019-ausopen-1213,2019,ausopen,1213,B. Coric,M. Fucsovics,,,,,,,,,CRO,HUN,1213,,B Coric,M Fucsovics
77,2019-ausopen-1214,2019,ausopen,1214,E. Donskoy,F. Krajinovic,,,,,,,,,RUS,SRB,1214,,E Donskoy,F Krajinovic
78,2019-ausopen-1215,2019,ausopen,1215,L. Pouille,M. Marterer,,,,,,,,,FRA,GER,1215,,L Pouille,M Marterer
79,2019-ausopen-1216,2019,ausopen,1216,A. Popyrin,D. Thiem,,,,,,,,,AUS,AUT,1216,,A Popyrin,D Thiem
80,2019-ausopen-1217,2019,ausopen,1217,M. Cilic,M. Mcdonald,,,,,,,,,CRO,USA,1217,,M Cilic,M Mcdonald
81,2019-ausopen-1218,2019,ausopen,1218,R. Albot,F. Verdasco,,,,,,,,,MDA,ESP,1218,,R Albot,F Verdasco
82,2019-ausopen-1219,2019,ausopen,1219,R. Bautista Agut,J. Millman,,,,,,,,,ESP,AUS,1219,,R Bautista Agut,J Millman
83,2019-ausopen-1220,2019,ausopen,1220,Y. Nishioka,K. Khachanov,,,,,,,,,JPN,RUS,1220,,Y Nishioka,K Khachanov
84,2019-ausopen-1221,2019,ausopen,1221,S. Tsitsipas,V. Troicki,,,,,,,,,GRE,SRB,1221,,S Tsitsipas,V Troicki
85,2019-ausopen-1222,2019,ausopen,1222,S. Travaglia,N. Basilashvili,,,,,,,,,ITA,GEO,1222,,S Travaglia,N Basilashvili
86,2019-ausopen-1223,2019,ausopen,1223,G. Monfils,T. Fritz,,,,,,,,,FRA,USA,1223,,G Monfils,T Fritz
87,2019-ausopen-1224,2019,ausopen,1224,D. Evans,R. Federer,,,,,,,,,GBR,SUI,1224,,D Evans,R Federer
88,2019-ausopen-1225,2019,ausopen,1225,K. Anderson,F. Tiafoe,,,,,,,,,RSA,USA,1225,,K Anderson,F Tiafoe
89,2019-ausopen-1226,2019,ausopen,1226,J. Thompson,A. Seppi,,,,,,,,,AUS,ITA,1226,,J Thompson,A Seppi
90,2019-ausopen-1227,2019,ausopen,1227,G. Dimitrov,P. Cuevas,,,,,,,,,BUL,URU,1227,,G Dimitrov,P Cuevas
91,2019-ausopen-1228,2019,ausopen,1228,T. Fabbiano,R. Opelka,,,,,,,,,ITA,USA,1228,,T Fabbiano,R Opelka
92,2019-ausopen-1229,2019,ausopen,1229,T. Berdych,R. Haase,,,,,,,,,CZE,NED,1229,,T Berdych,R Haase
93,2019-ausopen-1230,2019,ausopen,1230,D. Kudla,D. Schwartzman,,,,,,,,,USA,ARG,1230,,D Kudla,D Schwartzman
94,2019-ausopen-1231,2019,ausopen,1231,A. De Minaur,H. Laaksonen,,,,,,,,,AUS,SUI,1231,,A De Minaur,H Laaksonen
95,2019-ausopen-1232,2019,ausopen,1232,M. Ebden,R. Nadal,,,,,,,,,AUS,ESP,1232,,M Ebden,R Nadal
96,2019-ausopen-1301,2019,ausopen,1301,N. Djokovic,D. Shapovalov,,,,,,,,,SRB,CAN,1301,,N Djokovic,D Shapovalov
97,2019-ausopen-1302,2019,ausopen,1302,D. Goffin,D. Medvedev,,,,,,,,,BEL,RUS,1302,,D Goffin,D Medvedev
98,2019-ausopen-1303,2019,ausopen,1303,F. Fognini,P. Carreno Busta,,,,,,,,,ITA,ESP,1303,,F Fognini,P Carreno Busta
99,2019-ausopen-1304,2019,ausopen,1304,J. Sousa,K. Nishikori,,,,,,,,,POR,JPN,1304,,J Sousa,K Nishikori
100,2019-ausopen-1305,2019,ausopen,1305,A. Zverev,A. Bolt,,,,,,,,,GER,AUS,1305,,A Zverev,A Bolt
101,2019-ausopen-1306,2019,ausopen,1306,P. Herbert,M. Raonic,,,,,,,,,FRA,CAN,1306,,P Herbert,M Raonic
102,2019-ausopen-1307,2019,ausopen,1307,B. Coric,F. Krajinovic,,,,,,,,,CRO,SRB,1307,,B Coric,F Krajinovic
103,2019-ausopen-1308,2019,ausopen,1308,L. Pouille,A. Popyrin,,,,,,,,,FRA,AUS,1308,,L Pouille,A Popyrin
104,2019-ausopen-1309,2019,ausopen,1309,M. Cilic,F. Verdasco,,,,,,,,,CRO,ESP,1309,,M Cilic,F Verdasco
105,2019-ausopen-1310,2019,ausopen,1310,R. Bautista Agut,K. Khachanov,,,,,,,,,ESP,RUS,1310,,R Bautista Agut,K Khachanov
106,2019-ausopen-1311,2019,ausopen,1311,S. Tsitsipas,N. Basilashvili,,,,,,,,,GRE,GEO,1311,,S Tsitsipas,N Basilashvili
107,2019-ausopen-1312,2019,ausopen,1312,T. Fritz,R. Federer,,,,,,,,,USA,SUI,1312,,T Fritz,R Federer
108,2019-ausopen-1313,2019,ausopen,1313,F. Tiafoe,A. Seppi,,,,,,,,,USA,ITA,1313,,F Tiafoe,A Seppi
109,2019-ausopen-1314,2019,ausopen,1314,G. Dimitrov,T. Fabbiano,,,,,,,,,BUL,ITA,1314,,G Dimitrov,T Fabbiano
110,2019-ausopen-1315,2019,ausopen,1315,T. Berdych,D. Schwartzman,,,,,,,,,CZE,ARG,1315,,T Berdych,D Schwartzman
111,2019-ausopen-1316,2019,ausopen,1316,A. De Minaur,R. Nadal,,,,,,,,,AUS,ESP,1316,,A De Minaur,R Nadal
112,2019-ausopen-1401,2019,ausopen,1401,N. Djokovic,D. Medvedev,,,,,,,,,SRB,RUS,1401,,N Djokovic,D Medvedev
113,2019-ausopen-1402,2019,ausopen,1402,P. Carreno Busta,K. Nishikori,,,,,,,,,ESP,JPN,1402,,P Carreno Busta,K Nishikori
114,2019-ausopen-1403,2019,ausopen,1403,A. Zverev,M. Raonic,,,,,,,,,GER,CAN,1403,,A Zverev,M Raonic
115,2019-ausopen-1404,2019,ausopen,1404,B. Coric,L. Pouille,,,,,,,,,CRO,FRA,1404,,B Coric,L Pouille
116,2019-ausopen-1405,2019,ausopen,1405,M. Cilic,R. Bautista Agut,,,,,,,,,CRO,ESP,1405,,M Cilic,R Bautista Agut
117,2019-ausopen-1406,2019,ausopen,1406,S. Tsitsipas,R. Federer,,,,,,,,,GRE,SUI,1406,,S Tsitsipas,R Federer
118,2019-ausopen-1407,2019,ausopen,1407,F. Tiafoe,G. Dimitrov,,,,,,,,,USA,BUL,1407,,F Tiafoe,G Dimitrov
119,2019-ausopen-1408,2019,ausopen,1408,T. Berdych,R. Nadal,,,,,,,,,CZE,ESP,1408,,T Berdych,R Nadal
120,2019-ausopen-1501,2019,ausopen,1501,N. Djokovic,K. Nishikori,,,,,,,,,SRB,JPN,1501,,N Djokovic,K Nishikori
121,2019-ausopen-1502,2019,ausopen,1502,M. Raonic,L. Pouille,,,,,,,,,CAN,FRA,1502,,M Raonic,L Pouille
122,2019-ausopen-1503,2019,ausopen,1503,R. Bautista Agut,S. Tsitsipas,,,,,,,,,ESP,GRE,1503,,R Bautista Agut,S Tsitsipas
123,2019-ausopen-1504,2019,ausopen,1504,F. Tiafoe,R. Nadal,,,,,,,,,USA,ESP,1504,,F Tiafoe,R Nadal
124,2019-ausopen-1601,2019,ausopen,1601,N. Djokovic,L. Pouille,,,,,,,,,SRB,FRA,1601,,N Djokovic,L Pouille
125,2019-ausopen-1602,2019,ausopen,1602,S. Tsitsipas,R. Nadal,,,,,,,,,GRE,ESP,1602,,S Tsitsipas,R Nadal
126,2019-ausopen-1701,2019,ausopen,1701,N. Djokovic,R. Nadal,,,,,,,,,SRB,ESP,1701,,N Djokovic,R Nadal
0,2019-frenchopen-1101,2019,frenchopen,1101,N. Djokovic,H. Hurkacz,,,,,,,,,SRB,POL,1101,,N Djokovic,H Hurkacz
1,2019-frenchopen-1102,2019,frenchopen,1102,H. Laaksonen,P. Martinez,,,,,,,,,SUI,ESP,1102,,H Laaksonen,P Martinez
2,2019-frenchopen-1103,2019,frenchopen,1103,J. Munar,S. Caruso,,,,,,,,,ESP,ITA,1103,,J Munar,S Caruso
3,2019-frenchopen-1104,2019,frenchopen,1104,S. Stakhovsky,G. Simon,,,,,,,,,UKR,FRA,1104,,S Stakhovsky,G Simon
4,2019-frenchopen-1105,2019,frenchopen,1105,D. Shapovalov,J. Struff,,,,,,,,,CAN,GER,1105,,D Shapovalov,J Struff
5,2019-frenchopen-1106,2019,frenchopen,1106,R. Albot,T. Sandgren,,,,,,,,,MDA,USA,1106,,R Albot,T Sandgren
6,2019-frenchopen-1107,2019,frenchopen,1107,L. Harris,L. Rosol,,,,,,,,,RSA,CZE,1107,,L Harris,L Rosol
7,2019-frenchopen-1108,2019,frenchopen,1108,A. Bedene,B. Coric,,,,,,,,,SLO,CRO,1108,,A Bedene,B Coric
8,2019-frenchopen-1109,2019,frenchopen,1109,F. Fognini,A. Seppi,,,,,,,,,ITA,ITA,1109,,F Fognini,A Seppi
9,2019-frenchopen-1110,2019,frenchopen,1110,G. Garcia-Lopez,F. Delbonis,,,,,,,,,ESP,ARG,1110,,G Garcia-Lopez,F Delbonis
10,2019-frenchopen-1111,2019,frenchopen,1111,T. Fritz,B. Tomic,,,,,,,,,USA,AUS,1111,,T Fritz,B Tomic
11,2019-frenchopen-1112,2019,frenchopen,1112,S. Johnson,R. Bautista Agut,,,,,,,,,USA,ESP,1112,,S Johnson,R Bautista Agut
12,2019-frenchopen-1113,2019,frenchopen,1113,D. Lajovic,T. Monteiro,,,,,,,,,SRB,BRA,1113,,D Lajovic,T Monteiro
13,2019-frenchopen-1114,2019,frenchopen,1114,C. Norrie,E. Benchetrit,,,,,,,,,GBR,FRA,1114,,C Norrie,E Benchetrit
14,2019-frenchopen-1115,2019,frenchopen,1115,M. Ymer,B. Rola,,,,,,,,,SWE,SLO,1115,,M Ymer,B Rola
15,2019-frenchopen-1116,2019,frenchopen,1116,J. Millman,A. Zverev,,,,,,,,,AUS,GER,1116,,J Millman,A Zverev
16,2019-frenchopen-1117,2019,frenchopen,1117,D. Thiem,T. Paul,,,,,,,,,AUT,USA,1117,,D Thiem,T Paul
17,2019-frenchopen-1118,2019,frenchopen,1118,R. Molleker,A. Bublik,,,,,,,,,GER,KAZ,1118,,R Molleker,A Bublik
18,2019-frenchopen-1119,2019,frenchopen,1119,M. Janvier,P. Cuevas,,,,,,,,,FRA,URU,1119,,M Janvier,P Cuevas
19,2019-frenchopen-1120,2019,frenchopen,1120,J. Chardy,K. Edmund,,,,,,,,,FRA,GBR,1120,,J Chardy,K Edmund
20,2019-frenchopen-1121,2019,frenchopen,1121,F. Verdasco,D. Evans,,,,,,,,,ESP,GBR,1121,,F Verdasco,D Evans
21,2019-frenchopen-1122,2019,frenchopen,1122,A. Hoang,D. Dzumhur,,,,,,,,,FRA,BIH,1122,,A Hoang,D Dzumhur
22,2019-frenchopen-1123,2019,frenchopen,1123,S. Travaglia,A. Mannarino,,,,,,,,,ITA,FRA,1123,,S Travaglia,A Mannarino
23,2019-frenchopen-1124,2019,frenchopen,1124,T. Daniel,G. Monfils,,,,,,,,,JPN,FRA,1124,,T Daniel,G Monfils
24,2019-frenchopen-1125,2019,frenchopen,1125,K. Khachanov,C. Stebe,,,,,,,,,RUS,GER,1125,,K Khachanov,C Stebe
25,2019-frenchopen-1126,2019,frenchopen,1126,G. Barrere,M. Ebden,,,,,,,,,FRA,AUS,1126,,G Barrere,M Ebden
26,2019-frenchopen-1127,2019,frenchopen,1127,M. Klizan,M. Kukushkin,,,,,,,,,SVK,KAZ,1127,,M Klizan,M Kukushkin
27,2019-frenchopen-1128,2019,frenchopen,1128,S. Bolelli,L. Pouille,,,,,,,,,ITA,FRA,1128,,S Bolelli,L Pouille
28,2019-frenchopen-1129,2019,frenchopen,1129,A. Davidovich Fokina,J. Thompson,,,,,,,,,ESP,AUS,1129,,A Davidovich Fokina,J Thompson
29,2019-frenchopen-1130,2019,frenchopen,1130,I. Karlovic,F. Lopez,,,,,,,,,CRO,ESP,1130,,I Karlovic,F Lopez
30,2019-frenchopen-1131,2019,frenchopen,1131,Y. Nishioka,M. Mcdonald,,,,,,,,,JPN,USA,1131,,Y Nishioka,M Mcdonald
31,2019-frenchopen-1132,2019,frenchopen,1132,N. Jarry,J. Del Potro,,,,,,,,,CHI,ARG,1132,,N Jarry,J Del Potro
32,2019-frenchopen-1133,2019,frenchopen,1133,S. Tsitsipas,M. Marterer,,,,,,,,,GRE,GER,1133,,S Tsitsipas,M Marterer
33,2019-frenchopen-1134,2019,frenchopen,1134,P. Gunneswaran,H. Dellien,,,,,,,,,IND,BOL,1134,,P Gunneswaran,H Dellien
34,2019-frenchopen-1135,2019,frenchopen,1135,R. Carballes Baena,A. Muller,,,,,,,,,ESP,FRA,1135,,R Carballes Baena,A Muller
35,2019-frenchopen-1136,2019,frenchopen,1136,F. Krajinovic,F. Tiafoe,,,,,,,,,SRB,USA,1136,,F Krajinovic,F Tiafoe
36,2019-frenchopen-1137,2019,frenchopen,1137,S. Wawrinka,J. Kovalik,,,,,,,,,SUI,SVK,1137,,S Wawrinka,J Kovalik
37,2019-frenchopen-1138,2019,frenchopen,1138,R. Opelka,C. Garin,,,,,,,,,USA,CHI,1138,,R Opelka,C Garin
38,2019-frenchopen-1139,2019,frenchopen,1139,J. Tipsarevic,G. Dimitrov,,,,,,,,,SRB,BUL,1139,,J Tipsarevic,G Dimitrov
39,2019-frenchopen-1140,2019,frenchopen,1140,T. Fabbiano,M. Cilic,,,,,,,,,ITA,CRO,1140,,T Fabbiano,M Cilic
40,2019-frenchopen-1141,2019,frenchopen,1141,M. Cecchinato,N. Mahut,,,,,,,,,ITA,FRA,1141,,M Cecchinato,N Mahut
41,2019-frenchopen-1142,2019,frenchopen,1142,R. Haase,P. Kohlschreiber,,,,,,,,,NED,GER,1142,,R Haase,P Kohlschreiber
42,2019-frenchopen-1143,2019,frenchopen,1143,J. Vesely,L. Mayer,,,,,,,,,CZE,ARG,1143,,J Vesely,L Mayer
43,2019-frenchopen-1144,2019,frenchopen,1144,M. Fucsovics,D. Schwartzman,,,,,,,,,HUN,ARG,1144,,M Fucsovics,D Schwartzman
44,2019-frenchopen-1145,2019,frenchopen,1145,M. Berrettini,P. Andujar,,,,,,,,,ITA,ESP,1145,,M Berrettini,P Andujar
45,2019-frenchopen-1146,2019,frenchopen,1146,C. Ruud,E. Gulbis,,,,,,,,,NOR,LAT,1146,,C Ruud,E Gulbis
46,2019-frenchopen-1147,2019,frenchopen,1147,M. Jaziri,O. Otte,,,,,,,,,TUN,GER,1147,,M Jaziri,O Otte
47,2019-frenchopen-1148,2019,frenchopen,1148,L. Sonego,R. Federer,,,,,,,,,ITA,SUI,1148,,L Sonego,R Federer
48,2019-frenchopen-1149,2019,frenchopen,1149,K. Nishikori,Q. Halys,,,,,,,,,JPN,FRA,1149,,K Nishikori,Q Halys
49,2019-frenchopen-1150,2019,frenchopen,1150,J. Tsonga,P. Gojowczyk,,,,,,,,,FRA,GER,1150,,J Tsonga,P Gojowczyk
50,2019-frenchopen-1151,2019,frenchopen,1151,A. Popyrin,U. Humbert,,,,,,,,,AUS,FRA,1151,,A Popyrin,U Humbert
51,2019-frenchopen-1152,2019,frenchopen,1152,A. Ramos-Vinolas,L. Djere,,,,,,,,,ESP,SRB,1152,,A Ramos-Vinolas,L Djere
52,2019-frenchopen-1153,2019,frenchopen,1153,A. De Minaur,B. Klahn,,,,,,,,,AUS,USA,1153,,A De Minaur,B Klahn
53,2019-frenchopen-1154,2019,frenchopen,1154,P. Carreno Busta,J. Sousa,,,,,,,,,ESP,POR,1154,,P Carreno Busta,J Sousa
54,2019-frenchopen-1155,2019,frenchopen,1155,B. Paire,M. Copil,,,,,,,,,FRA,ROU,1155,,B Paire,M Copil
55,2019-frenchopen-1156,2019,frenchopen,1156,P. Herbert,D. Medvedev,,,,,,,,,FRA,RUS,1156,,P Herbert,D Medvedev
56,2019-frenchopen-1157,2019,frenchopen,1157,N. Basilashvili,J. Londero,,,,,,,,,GEO,ARG,1157,,N Basilashvili,J Londero
57,2019-frenchopen-1158,2019,frenchopen,1158,M. Zverev,R. Gasquet,,,,,,,,,GER,FRA,1158,,M Zverev,R Gasquet
58,2019-frenchopen-1159,2019,frenchopen,1159,A. Vatutin,C. Moutet,,,,,,,,,RUS,FRA,1159,,A Vatutin,C Moutet
59,2019-frenchopen-1160,2019,frenchopen,1160,G. Andreozzi,G. Pella,,,,,,,,,ARG,ARG,1160,,G Andreozzi,G Pella
60,2019-frenchopen-1161,2019,frenchopen,1161,D. Goffin,R. Berankis,,,,,,,,,BEL,LTU,1161,,D Goffin,R Berankis
61,2019-frenchopen-1162,2019,frenchopen,1162,M. Kecmanovic,D. Kudla,,,,,,,,,SRB,USA,1162,,M Kecmanovic,D Kudla
