,match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2,match_id_num,player1_new,player2_new
76,2016-ausopen-1225,2016,ausopen,1225,David Ferrer,Lleyton Hewitt,,,,,,,,,,,1225,D Ferrer,L Hewitt
77,2016-ausopen-1226,2016,ausopen,1226,Thomaz Bellucci,Steve Johnson,,,,,,,,,,,1226,T Bellucci,S Johnson
78,2016-ausopen-1227,2016,ausopen,1227,Feliciano Lopez,Guido Pella,,,,,,,,,,,1227,F Lopez,G Pella
79,2016-ausopen-1228,2016,ausopen,1228,Marcel Granollers,John Isner,,,,,,,,,,,1228,M Granollers,J Isner
80,2016-ausopen-1229,2016,ausopen,1229,Bernard Tomic,Simone Bolelli,,,,,,,,,,,1229,B Tomic,S Bolelli
81,2016-ausopen-1230,2016,ausopen,1230,John Millman,Gilles Muller,,,,,,,,,,,1230,J Millman,G Muller
82,2016-ausopen-1231,2016,ausopen,1231,Joao Sousa,Santiago Giraldo,,,,,,,,,,,1231,J Sousa,S Giraldo
83,2016-ausopen-1232,2016,ausopen,1232,Sam Groth,Andy Murray,,,,,,,,,,,1232,S Groth,A Murray
84,2016-ausopen-1301,2016,ausopen,1301,Novak Djokovic,Andreas Seppi,,,,,,,,,,,1301,N Djokovic,A Seppi
85,2016-ausopen-1302,2016,ausopen,1302,Federico Delbonis,Gilles Simon,,,,,,,,,,,1302,F Delbonis,G Simon
86,2016-ausopen-1303,2016,ausopen,1303,Jo-Wilfried Tsonga,Pierre-Hugues Herbert,,,,,,,,,,,1303,J Tsonga,P Herbert
87,2016-ausopen-1304,2016,ausopen,1304,Guillermo Garcia-Lopez,Kei Nishikori,,,,,,,,,,,1304,G Garcia-Lopez,K Nishikori
88,2016-ausopen-1305,2016,ausopen,1305,Roger Federer,Grigor Dimitrov,,,,,,,,,,,1305,R Federer,G Dimitrov
89,2016-ausopen-1306,2016,ausopen,1306,Dominic Thiem,David Goffin,,,,,,,,,,,1306,D Thiem,D Goffin
90,2016-ausopen-1307,2016,ausopen,1307,Marin Cilic,Roberto Bautista Agut,,,,,,,,,,,1307,M Cilic,R Bautista Agut
91,2016-ausopen-1308,2016,ausopen,1308,Nick Kyrgios,Tomas Berdych,,,,,,,,,,,1308,N Kyrgios,T Berdych
92,2016-ausopen-1309,2016,ausopen,1309,Dudi Sela,Andrey Kuznetsov,,,,,,,,,,,1309,D Sela,A Kuznetsov
93,2016-ausopen-1310,2016,ausopen,1310,Gael Monfils,Stephane Robert,,,,,,,,,,,1310,G Monfils,S Robert
94,2016-ausopen-1311,2016,ausopen,1311,Milos Raonic,Viktor Troicki,,,,,,,,,,,1311,M Raonic,V Troicki
95,2016-ausopen-1312,2016,ausopen,1312,Lukas Rosol,Stan Wawrinka,,,,,,,,,,,1312,L Rosol,S Wawrinka
96,2016-ausopen-1313,2016,ausopen,1313,David Ferrer,Steve Johnson,,,,,,,,,,,1313,D Ferrer,S Johnson
97,2016-ausopen-1314,2016,ausopen,1314,Feliciano Lopez,John Isner,,,,,,,,,,,1314,F Lopez,J Isner
98,2016-ausopen-1315,2016,ausopen,1315,Bernard Tomic,John Millman,,,,,,,,,,,1315,B Tomic,J Millman
99,2016-ausopen-1316,2016,ausopen,1316,Joao Sousa,Andy Murray,,,,,,,,,,,1316,J Sousa,A Murray
100,2016-ausopen-1401,2016,ausopen,1401,Novak Djokovic,Gilles Simon,,,,,,,,,,,1401,N Djokovic,G Simon
101,2016-ausopen-1402,2016,ausopen,1402,Jo-Wilfried Tsonga,Kei Nishikori,,,,,,,,,,,1402,J Tsonga,K Nishikori
102,2016-ausopen-1403,2016,ausopen,1403,Roger Federer,David Goffin,,,,,,,,,,,1403,R Federer,D Goffin
103,2016-ausopen-1404,2016,ausopen,1404,Roberto Bautista Agut,Tomas Berdych,,,,,,,,,,,1404,R Bautista Agut,T Berdych
104,2016-ausopen-1405,2016,ausopen,1405,Andrey Kuznetsov,Gael Monfils,,,,,,,,,,,1405,A Kuznetsov,G Monfils
105,2016-ausopen-1406,2016,ausopen,1406,Milos Raonic,Stan Wawrinka,,,,,,,,,,,1406,M Raonic,S Wawrinka
106,2016-ausopen-1407,2016,ausopen,1407,David Ferrer,John Isner,,,,,,,,,,,1407,D Ferrer,J Isner
107,2016-ausopen-1408,2016,ausopen,1408,Bernard Tomic,Andy Murray,,,,,,,,,,,1408,B Tomic,A Murray
108,2016-ausopen-1501,2016,ausopen,1501,Novak Djokovic,Kei Nishikori,,,,,,,,,,,1501,N Djokovic,K Nishikori
109,2016-ausopen-1502,2016,ausopen,1502,Roger Federer,Tomas Berdych,,,,,,,,,,,1502,R Federer,T Berdych
110,2016-ausopen-1503,2016,ausopen,1503,Gael Monfils,Milos Raonic,,,,,,,,,,,1503,G Monfils,M Raonic
111,2016-ausopen-1504,2016,ausopen,1504,David Ferrer,Andy Murray,,,,,,,,,,,1504,D Ferrer,A Murray
112,2016-ausopen-1601,2016,ausopen,1601,Novak Djokovic,Roger Federer,,,,,,,,,,,1601,N Djokovic,R Federer
113,2016-ausopen-1602,2016,ausopen,1602,Milos Raonic,Andy Murray,,,,,,,,,,,1602,M Raonic,A Murray
114,2016-ausopen-1701,2016,ausopen,1701,Novak Djokovic,Andy Murray,,,,,,,,,,,1701,N Djokovic,A Murray
0,2016-frenchopen-1101,2016,frenchopen,1101,Novak Djokovic,Yen Hsun Lu,,,,,,,,,,,1101,N Djokovic,Y Hsun Lu
1,2016-frenchopen-1103,2016,frenchopen,1103,Gerald Melzer,Aljaz Bedene,,,,,,,,,,,1103,G Melzer,A Bedene
2,2016-frenchopen-1105,2016,frenchopen,1105,Bernard Tomic,Brian Baker,,,,,,,,,,,1105,B Tomic,B Baker
3,2016-frenchopen-1107,2016,frenchopen,1107,Paul Henri Mathieu,Santiago Giraldo,,,,,,,,,,,1107,P Henri Mathieu,S Giraldo
4,2016-frenchopen-1109,2016,frenchopen,1109,David Ferrer,Evgeny Donskoy,,,,,,,,,,,1109,D Ferrer,E Donskoy
