,,,,,P1WinPct,P1WinPct,P1WinPct,P1WinPct,P1WinPct,P1WinPct,P1WinPct,P1WinPct,P2WinPct,P2WinPct,P2WinPct,P2WinPct,P2WinPct,P2WinPct,P2WinPct,P2WinPct
,,,,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
match_id,P1BreakPoint,P2BreakPoint,player1,player2,,,,,,,,,,,,,,,,
2011-ausopen-1114,0.0,0.0,Richard Berankis,Marinko Matosevic,162.0,0.5140559038533887,0.08062577328959598,0.0,0.5142857142857142,0.54007299270073,0.5522727272727272,0.5714285714285714,162.0,0.4859440961466111,0.08062577328959594,0.42857142857142855,0.44772727272727275,0.45992700729927005,0.4857142857142857,1.0
2011-ausopen-1114,0.0,1.0,Richard Berankis,Marinko Matosevic,4.0,0.5274766195394721,0.027878177372727433,0.4931506849315068,0.5107876712328767,0.5318627450980393,0.5485516934046346,0.553030303030303,4.0,0.47252338046052794,0.027878177372727447,0.44696969696969696,0.4514483065953654,0.4681372549019608,0.4892123287671233,0.5068493150684932
2011-ausopen-1114,1.0,0.0,Richard Berankis,Marinko Matosevic,15.0,0.5357001137086151,0.02276376624237221,0.4936708860759494,0.5198975571315997,0.5454545454545454,0.5523538961038961,0.5645161290322581,15.0,0.46429988629138474,0.022763766242372203,0.43548387096774194,0.44764610389610393,0.45454545454545453,0.4801024428684003,0.5063291139240507
2011-ausopen-1115,0.0,0.0,Michael Russell,Matthew Ebden,256.0,0.5341305339975108,0.07477440312271601,0.0,0.5180099163912114,0.54166795271459,0.5786654135338346,0.6081081081081081,256.0,0.4658694660024896,0.07477440312271601,0.3918918918918919,0.4213345864661654,0.45833204728541005,0.48199008360878864,1.0
2011-ausopen-1115,0.0,1.0,Michael Russell,Matthew Ebden,11.0,0.47714227465354947,0.11435038683166755,0.25,0.4,0.5111111111111111,0.5678242734732737,0.5952380952380952,11.0,0.5228577253464505,0.11435038683166757,0.40476190476190477,0.4321757265267262,0.4888888888888889,0.6,0.75
2011-ausopen-1115,1.0,0.0,Michael Russell,Matthew Ebden,13.0,0.5350571743450243,0.06237462109801128,0.4166666666666667,0.5,0.5581395348837209,0.591304347826087,0.6052631578947368,13.0,0.46494282565497574,0.06237462109801128,0.39473684210526316,0.40869565217391307,0.4418604651162791,0.5,0.5833333333333334
2011-ausopen-1116,0.0,0.0,Jarkko Nieminen,David Ferrer,179.0,0.445445895831671,0.0882845498439342,0.2857142857142857,0.4134182908545727,0.4426229508196721,0.4599974398361495,1.0,179.0,0.5545541041683291,0.0882845498439342,0.0,0.5400025601638505,0.5573770491803278,0.5865817091454273,0.7142857142857143
2011-ausopen-1116,0.0,1.0,Jarkko Nieminen,David Ferrer,11.0,0.4309375876412172,0.04176676380142802,0.34615384615384615,0.4108569353667393,0.4521276595744681,0.46455767273748116,0.4695121951219512,11.0,0.5690624123587827,0.04176676380142802,0.5304878048780488,0.5354423272625188,0.5478723404255319,0.5891430646332607,0.6538461538461539
2011-ausopen-1116,1.0,0.0,Jarkko Nieminen,David Ferrer,3.0,0.44585652442795304,0.02585320649999858,0.41818181818181815,0.4340909090909091,0.45,0.4596938775510204,0.46938775510204084,3.0,0.554143475572047,0.025853206499998522,0.5306122448979592,0.5403061224489796,0.55,0.5659090909090909,0.5818181818181818
2011-ausopen-1117,0.0,0.0,Robin Soderling,Potito Starace,140.0,0.49631513401691824,0.13392020497836796,0.0,0.46632653061224494,0.5459830866807611,0.5812855562579015,0.6147540983606558,140.0,0.5036848659830819,0.13392020497836796,0.38524590163934425,0.4187144437420986,0.4540169133192389,0.5336734693877552,1.0
2011-ausopen-1117,1.0,0.0,Robin Soderling,Potito Starace,8.0,0.5541931877944422,0.03329712759551175,0.4864864864864865,0.5487638533674339,0.55732821395472,0.5697873227689741,0.6016949152542372,8.0,0.4458068122055578,0.033297127595511754,0.3983050847457627,0.43021267723102585,0.44267178604528,0.45123614663256606,0.5135135135135135
2011-ausopen-1124,0.0,0.0,Philipp Petzschner,Jo-Wilfried Tsonga,264.0,0.49388545996163213,0.060513414937798826,0.0,0.4812821006676939,0.5,0.5208645209580839,0.5565217391304348,264.0,0.5061145400383678,0.06051341493779883,0.4434782608695652,0.47913547904191617,0.5,0.5187178993323062,1.0
2011-ausopen-1124,0.0,1.0,Philipp Petzschner,Jo-Wilfried Tsonga,13.0,0.49841192101808,0.024391584519539697,0.43859649122807015,0.4883720930232558,0.5024630541871922,0.5139664804469274,0.5316455696202531,13.0,0.50158807898192,0.024391584519539693,0.46835443037974683,0.4860335195530726,0.4975369458128079,0.5116279069767442,0.5614035087719298
2011-ausopen-1124,1.0,0.0,Philipp Petzschner,Jo-Wilfried Tsonga,18.0,0.49661143373696803,0.022839911259676174,0.46774193548387094,0.48285585382359575,0.4932420091324201,0.49946351931330474,0.5507246376811594,18.0,0.5033885662630317,0.022839911259676174,0.4492753623188406,0.5005364806866953,0.5067579908675799,0.5171441461764043,0.532258064516129
2011-ausopen-1126,0.0,0.0,Carsten Ball,Pere Riba,248.0,0.5644624526172732,0.06618290906247622,0.0,0.5237394957983194,0.5423963133640552,0.6098594460520876,0.7222222222222222,248.0,0.43553754738272704,0.06618290906247619,0.2777777777777778,0.39014055394791236,0.4576036866359447,0.47626050420168065,1.0
2011-ausopen-1126,0.0,1.0,Carsten Ball,Pere Riba,9.0,0.5453367527924429,0.03472467770146318,0.5178571428571429,0.5274261603375527,0.5379310344827586,0.5416666666666666,0.6326530612244898,9.0,0.4546632472075572,0.03472467770146317,0.3673469387755102,0.4583333333333333,0.46206896551724136,0.47257383966244726,0.48214285714285715
2011-ausopen-1126,1.0,0.0,Carsten Ball,Pere Riba,7.0,0.5986470830550669,0.06574952948241161,0.52,0.5379084967320261,0.6190476190476191,0.6491228070175439,0.6774193548387096,7.0,0.401352916944933,0.06574952948241164,0.3225806451612903,0.3508771929824561,0.38095238095238093,0.4620915032679739,0.48
2011-ausopen-1127,0.0,0.0,Dudi Sela,Juan Martin Del Potro,197.0,0.48492996264704663,0.06244418765783939,0.0,0.4878048780487805,0.5,0.5087719298245614,0.5555555555555556,197.0,0.5150700373529534,0.062444187657839385,0.4444444444444444,0.49122807017543857,0.5,0.5121951219512195,1.0
2011-ausopen-1127,0.0,1.0,Dudi Sela,Juan Martin Del Potro,6.0,0.47955124803344445,0.03577855014189311,0.4090909090909091,0.480377064618951,0.4938423645320197,0.5,0.5025906735751295,6.0,0.5204487519665556,0.035778550141893135,0.49740932642487046,0.5,0.5061576354679803,0.519622935381049,0.5909090909090909
2011-ausopen-1127,1.0,0.0,Dudi Sela,Juan Martin Del Potro,5.0,0.4851039983696417,0.024975758290490147,0.4473684210526316,0.475,0.48936170212765956,0.5060975609756098,0.5076923076923077,5.0,0.5148960016303583,0.02497575829049017,0.49230769230769234,0.49390243902439024,0.5106382978723404,0.525,0.5526315789473685
2011-ausopen-1128,0.0,0.0,Grega Zemlja,Marcos Baghdatis,264.0,0.5193581826508227,0.08719837215346658,0.4642857142857143,0.4764022298456261,0.5,0.5334951456310679,1.0,264.0,0.4806418173491774,0.08719837215346658,0.0,0.4665048543689321,0.5,0.5235977701543739,0.5357142857142857
2011-ausopen-1128,0.0,1.0,Grega Zemlja,Marcos Baghdatis,22.0,0.5013870638779647,0.043227194068252206,0.465,0.4781998942669173,0.4834022038567493,0.514719151815926,0.6428571428571429,22.0,0.49861293612203533,0.0432271940682522,0.35714285714285715,0.485280848184074,0.5165977961432506,0.5218001057330828,0.535
2011-ausopen-1128,1.0,0.0,Grega Zemlja,Marcos Baghdatis,13.0,0.583924188377895,0.13836978028414043,0.4682926829268293,0.4872881355932203,0.5384615384615384,0.5641025641025641,0.875,13.0,0.4160758116221051,0.13836978028414043,0.125,0.4358974358974359,0.46153846153846156,0.5127118644067796,0.5317073170731708
2011-ausopen-1132,0.0,0.0,Karol Beck,Andy Murray,137.0,0.43055860702492565,0.05805370227989872,0.25,0.4166666666666667,0.43010752688172044,0.4444444444444444,1.0,137.0,0.5694413929750741,0.058053702279898735,0.0,0.5555555555555556,0.5698924731182796,0.5833333333333334,0.75
2011-ausopen-1132,0.0,1.0,Karol Beck,Andy Murray,9.0,0.42177510485569314,0.035979785573008176,0.3333333333333333,0.4228187919463087,0.42574257425742573,0.43333333333333335,0.4603174603174603,9.0,0.5782248951443069,0.03597978557300817,0.5396825396825397,0.5666666666666667,0.5742574257425742,0.5771812080536913,0.6666666666666666
2011-ausopen-1132,1.0,0.0,Karol Beck,Andy Murray,3.0,0.43236819239783714,0.0015987347617513346,0.4306569343065693,0.4316405238908733,0.4326241134751773,0.43322382144347105,0.4338235294117647,3.0,0.5676318076021629,0.0015987347617513006,0.5661764705882353,0.5667761785565291,0.5673758865248227,0.5683594761091266,0.5693430656934306
2011-ausopen-1133,0.0,0.0,Tomas Berdych,Marco Crugnola,134.0,0.5504040729300615,0.06602565361212481,0.0,0.5173953201970444,0.5677344010677343,0.5895299145299145,0.625,134.0,0.4495959270699382,0.0660256536121248,0.375,0.41047008547008546,0.43226559893226557,0.4826046798029557,1.0
2011-ausopen-1133,0.0,1.0,Tomas Berdych,Marco Crugnola,1.0,0.4878048780487805,,0.4878048780487805,0.4878048780487805,0.4878048780487805,0.4878048780487805,0.4878048780487805,1.0,0.5121951219512195,,0.5121951219512195,0.5121951219512195,0.5121951219512195,0.5121951219512195,0.5121951219512195
2011-ausopen-1133,1.0,0.0,Tomas Berdych,Marco Crugnola,11.0,0.5650161095769164,0.02699757032885818,0.5263157894736842,0.5463896732553449,0.5609756097560976,0.5896477663230241,0.6027397260273972,11.0,0.43498389042308355,0.02699757032885819,0.3972602739726027,0.41035223367697593,0.43902439024390244,0.4536103267446551,0.47368421052631576
2011-ausopen-1136,0.0,0.0,Frank Dancevic,Richard Gasquet,158.0,0.4202687653295578,0.0669709787090529,0.0,0.4288229376257545,0.4395254427101561,0.4473684210526316,0.5,158.0,0.5797312346704423,0.06697097870905291,0.5,0.5526315789473685,0.560474557289844,0.5711770623742455,1.0
2011-ausopen-1136,0.0,1.0,Frank Dancevic,Richard Gasquet,14.0,0.3994825595142343,0.06739573834352025,0.2727272727272727,0.34215198863636365,0.4361528822055138,0.44345238095238093,0.45588235294117646,14.0,0.6005174404857658,0.06739573834352024,0.5441176470588235,0.5565476190476191,0.5638471177944862,0.6578480113636364,0.7272727272727273
2011-ausopen-1136,1.0,0.0,Frank Dancevic,Richard Gasquet,4.0,0.4405161841612401,0.039929686458695435,0.39285714285714285,0.41724413646055436,0.4424162968939088,0.4656883445945946,0.484375,4.0,0.5594838158387598,0.03992968645869541,0.515625,0.5343116554054055,0.5575837031060912,0.5827558635394456,0.6071428571428571
2011-ausopen-1138,0.0,0.0,Fabio Fognini,Kei Nishikori,235.0,0.4360169724481599,0.05914098992906944,0.0,0.4396597378525089,0.4519774011299435,0.4627158326016974,0.47619047619047616,235.0,0.5639830275518399,0.05914098992906942,0.5238095238095238,0.5372841673983026,0.5480225988700564,0.5603402621474911,1.0
2011-ausopen-1138,0.0,1.0,Fabio Fognini,Kei Nishikori,15.0,0.4081996973721188,0.06308092047368356,0.2,0.39632936507936506,0.41304347826086957,0.44693961952026473,0.462882096069869,15.0,0.5918003026278812,0.06308092047368356,0.537117903930131,0.5530603804797354,0.5869565217391305,0.6036706349206349,0.8
2011-ausopen-1138,1.0,0.0,Fabio Fognini,Kei Nishikori,14.0,0.4445447701635198,0.02992181036666974,0.36363636363636365,0.4317226890756302,0.45015199012064216,0.46606745707931324,0.4719626168224299,14.0,0.5554552298364802,0.02992181036666974,0.5280373831775701,0.5339325429206867,0.5498480098793579,0.5682773109243697,0.6363636363636364
2011-ausopen-1140,0.0,0.0,Rainer Schuettler,Fernando Verdasco,141.0,0.38690888475648744,0.06153706179473869,0.25,0.37209302325581395,0.39285714285714285,0.4016393442622951,1.0,141.0,0.6130911152435128,0.06153706179473868,0.0,0.5983606557377049,0.6071428571428571,0.627906976744186,0.75
2011-ausopen-1140,0.0,1.0,Rainer Schuettler,Fernando Verdasco,14.0,0.35873490612826814,0.05074878800671724,0.2,0.3524024024024024,0.36292682926829267,0.38574174581637266,0.4074074074074074,14.0,0.641265093871732,0.05074878800671726,0.5925925925925926,0.6142582541836273,0.6370731707317073,0.6475975975975976,0.8
2011-ausopen-1140,1.0,0.0,Rainer Schuettler,Fernando Verdasco,1.0,0.4083333333333333,,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.4083333333333333,0.4083333333333333,1.0,0.5916666666666667,,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.5916666666666667
2011-ausopen-1144,0.0,0.0,Peter Luczak,Ivan Ljubicic,192.0,0.4240714554282774,0.04418408194003379,0.0,0.4241818181818182,0.43478260869565216,0.44042992844806317,0.5,192.0,0.5759285445717225,0.0441840819400338,0.5,0.5595700715519368,0.5652173913043478,0.5758181818181818,1.0
2011-ausopen-1144,0.0,1.0,Peter Luczak,Ivan Ljubicic,12.0,0.4220153362976296,0.023967166300535667,0.36363636363636365,0.4097826086956522,0.43037634408602155,0.43797348484848486,0.4444444444444444,12.0,0.5779846637023703,0.023967166300535678,0.5555555555555556,0.5620265151515151,0.5696236559139785,0.5902173913043478,0.6363636363636364
2011-ausopen-1144,1.0,0.0,Peter Luczak,Ivan Ljubicic,5.0,0.4057391845627139,0.009452314236658597,0.39285714285714285,0.4,0.4074074074074074,0.4117647058823529,0.4166666666666667,5.0,0.5942608154372861,0.009452314236658564,0.5833333333333334,0.5882352941176471,0.5925925925925926,0.6,0.6071428571428571
2011-ausopen-1148,0.0,0.0,Marcel Granollers,Novak Djokovic,117.0,0.34040976099452014,0.06900476280881795,0.0,0.3235294117647059,0.358974358974359,0.3739130434782609,0.5,117.0,0.6595902390054796,0.06900476280881794,0.5,0.6260869565217392,0.6410256410256411,0.6764705882352942,1.0
2011-ausopen-1148,0.0,1.0,Marcel Granollers,Novak Djokovic,12.0,0.3548607799899867,0.03641133765624458,0.28,0.32597904026475455,0.36924862811312786,0.37663690476190476,0.3950617283950617,12.0,0.6451392200100131,0.03641133765624456,0.6049382716049383,0.6233630952380953,0.6307513718868721,0.6740209597352455,0.72
2011-ausopen-1148,1.0,0.0,Marcel Granollers,Novak Djokovic,2.0,0.3907017543859649,0.0057064757779967095,0.38666666666666666,0.3886842105263158,0.3907017543859649,0.392719298245614,0.39473684210526316,2.0,0.609298245614035,0.00570647577799667,0.6052631578947368,0.607280701754386,0.609298245614035,0.6113157894736841,0.6133333333333333
2011-ausopen-1149,0.0,0.0,Andy Roddick,Jan Hajek,130.0,0.6514912327545597,0.07171314466369863,0.5454545454545454,0.6121129486277269,0.641941391941392,0.6666666666666666,1.0,130.0,0.3485087672454404,0.07171314466369863,0.0,0.3333333333333333,0.35805860805860806,0.38788705137227303,0.45454545454545453
2011-ausopen-1149,0.0,1.0,Andy Roddick,Jan Hajek,5.0,0.6150978389210382,0.00962750915920854,0.6095890410958904,0.6099290780141844,0.6111111111111112,0.6126760563380281,0.632183908045977,5.0,0.38490216107896175,0.009627509159208543,0.367816091954023,0.3873239436619718,0.3888888888888889,0.3900709219858156,0.3904109589041096
2011-ausopen-1149,1.0,0.0,Andy Roddick,Jan Hajek,13.0,0.6401324814548226,0.031136920356166903,0.6033057851239669,0.6097560975609756,0.6470588235294118,0.6666666666666666,0.6808510638297872,13.0,0.3598675185451773,0.031136920356166903,0.3191489361702128,0.3333333333333333,0.35294117647058826,0.3902439024390244,0.39669421487603307
2011-ausopen-1152,0.0,0.0,Simon Greul,Juan Monaco,201.0,0.5257724287143355,0.1071009108605287,0.45064377682403434,0.4660633484162896,0.5,0.5362318840579711,1.0,201.0,0.4742275712856647,0.10710091086052868,0.0,0.463768115942029,0.5,0.5339366515837104,0.5493562231759657
2011-ausopen-1152,0.0,1.0,Simon Greul,Juan Monaco,22.0,0.510945033493181,0.053954370157335924,0.4585152838427948,0.46614310645724255,0.4964247881355932,0.5377747252747253,0.6428571428571429,22.0,0.48905496650681923,0.053954370157335924,0.35714285714285715,0.46222527472527475,0.5035752118644068,0.5338568935427574,0.5414847161572053
2011-ausopen-1152,1.0,0.0,Simon Greul,Juan Monaco,10.0,0.595614499232941,0.15734901140706534,0.46153846153846156,0.5064169997896065,0.536595394736842,0.602124183006536,0.8888888888888888,10.0,0.40438550076705904,0.15734901140706534,0.1111111111111111,0.397875816993464,0.46340460526315785,0.4935830002103935,0.5384615384615384
2011-ausopen-1153,0.0,0.0,Stanislas Wawrinka,Teymuraz Gabashvili,206.0,0.5155359265591322,0.053559312994719166,0.0,0.506341958396753,0.5157072368421053,0.5323700716845878,0.75,206.0,0.48446407344086784,0.053559312994719166,0.25,0.46762992831541217,0.4842927631578947,0.49365804160324706,1.0
2011-ausopen-1153,0.0,1.0,Stanislas Wawrinka,Teymuraz Gabashvili,2.0,0.4853146853146853,0.03362465812635325,0.46153846153846156,0.47342657342657346,0.4853146853146853,0.49720279720279714,0.509090909090909,2.0,0.5146853146853146,0.0336246581263533,0.4909090909090909,0.5027972027972027,0.5146853146853146,0.5265734265734265,0.5384615384615384
2011-ausopen-1153,1.0,0.0,Stanislas Wawrinka,Teymuraz Gabashvili,10.0,0.5148502765722787,0.021760333105390047,0.46808510638297873,0.5124339401056958,0.517859857121143,0.5296163227635309,0.5398773006134969,10.0,0.4851497234277213,0.02176033310539004,0.4601226993865031,0.4703836772364691,0.482140142878857,0.4875660598943041,0.5319148936170213
2011-ausopen-1156,0.0,0.0,Thiemo de Bakker,Gael Monfils,285.0,0.48730016879906685,0.063730550204735,0.16666666666666666,0.46864686468646866,0.5,0.5288461538461539,1.0,285.0,0.5126998312009331,0.06373055020473499,0.0,0.47115384615384615,0.5,0.5313531353135313,0.8333333333333334
2011-ausopen-1156,0.0,1.0,Thiemo de Bakker,Gael Monfils,28.0,0.47149401180503914,0.052679796238743706,0.3611111111111111,0.4487424547283702,0.47745694022289764,0.5102816901408451,0.5372340425531915,28.0,0.5285059881949608,0.0526797962387437,0.4627659574468085,0.48971830985915493,0.5225430597771024,0.5512575452716298,0.6388888888888888
2011-ausopen-1156,1.0,0.0,Thiemo de Bakker,Gael Monfils,9.0,0.5002540513523782,0.03084000741132155,0.4482758620689655,0.48056537102473496,0.494949494949495,0.5229357798165137,0.5411764705882353,9.0,0.4997459486476217,0.030840007411321556,0.4588235294117647,0.47706422018348627,0.5050505050505051,0.519434628975265,0.5517241379310345
2011-ausopen-1157,0.0,0.0,Mardy Fish,Victor Hanescu,259.0,0.4515676589099845,0.06829966532262526,0.0,0.43503836317135547,0.4765625,0.49015732775323567,0.5028901734104047,259.0,0.5484323410900155,0.06829966532262524,0.49710982658959535,0.5098426722467644,0.5234375,0.5649616368286445,1.0
2011-ausopen-1157,0.0,1.0,Mardy Fish,Victor Hanescu,12.0,0.4204629909463448,0.08453999535024916,0.25,0.38333333333333336,0.45652443562391465,0.4858704137392662,0.48936170212765956,12.0,0.5795370090536552,0.08453999535024916,0.5106382978723404,0.5141295862607338,0.5434755643760854,0.6166666666666667,0.75
2011-ausopen-1157,1.0,0.0,Mardy Fish,Victor Hanescu,13.0,0.4871469651593776,0.01784140267036524,0.4358974358974359,0.48717948717948717,0.4888888888888889,0.5,0.5035211267605634,13.0,0.5128530348406224,0.017841402670365242,0.4964788732394366,0.5,0.5111111111111111,0.5128205128205128,0.5641025641025641
2011-ausopen-1160,0.0,0.0,Lukasz Kubot,Sam Querrey,308.0,0.5030571196794854,0.03942101811661112,0.0,0.496760343481655,0.5075472772841194,0.5145460358056265,0.7142857142857143,308.0,0.4969428803205144,0.0394210181166111,0.2857142857142857,0.48545396419437337,0.4924527227158806,0.503239656518345,1.0
2011-ausopen-1160,0.0,1.0,Lukasz Kubot,Sam Querrey,12.0,0.48925391651329875,0.020077593285305652,0.4444444444444444,0.4778322843391336,0.5,0.5007062146892656,0.5136186770428015,12.0,0.5107460834867013,0.020077593285305645,0.48638132295719844,0.4992937853107345,0.5,0.5221677156608663,0.5555555555555556
2011-ausopen-1160,1.0,0.0,Lukasz Kubot,Sam Querrey,13.0,0.5202425444487561,0.04508829704176781,0.48936170212765956,0.5023474178403756,0.5094339622641509,0.5109170305676856,0.6666666666666666,13.0,0.47975745555124394,0.04508829704176782,0.3333333333333333,0.4890829694323144,0.49056603773584906,0.49765258215962443,0.5106382978723404
2011-ausopen-1163,0.0,0.0,Yen-Hsun Lu,Gilles Simon,234.0,0.5092815539563974,0.08307150905750926,0.4476987447698745,0.46610156536627123,0.4783942384635903,0.521893085592446,1.0,234.0,0.49071844604360254,0.08307150905750926,0.0,0.47810691440755404,0.5216057615364097,0.5338984346337288,0.5523012552301255
2011-ausopen-1163,0.0,1.0,Yen-Hsun Lu,Gilles Simon,11.0,0.47098591009489765,0.01608218244960152,0.4533898305084746,0.46135175504107545,0.463768115942029,0.4781301824212272,0.5045045045045045,11.0,0.5290140899051022,0.016082182449601537,0.4954954954954955,0.5218698175787728,0.5362318840579711,0.5386482449589245,0.5466101694915254
