,,,P1WinPct,P1WinPct,P1WinPct,P1WinPct,P1WinPct,P1WinPct,P1WinPct,P1WinPct
,,,count,mean,std,min,25%,50%,75%,max
player1,P1BreakPoint,P2BreakPoint,,,,,,,,
Bradley Klahn,0.0,0.0,1007.0,0.47178661343000905,0.060764867252986667,0.0,0.45222929936305734,0.4692982456140351,0.4842105263157895,1.0
Bradley Klahn,0.0,1.0,64.0,0.4652043634550764,0.036508495889892516,0.35714285714285715,0.45109069048436967,0.4711431742508324,0.4817355889724311,0.5714285714285714
Bradley Klahn,1.0,0.0,31.0,0.47553921844056213,0.028073357269523574,0.4375,0.4573529411764706,0.47950819672131145,0.4885561865427637,0.5862068965517241
Brandon Nakashima,0.0,0.0,528.0,0.5051888244800558,0.07110543955871605,0.3333333333333333,0.48484848484848486,0.5,0.5172413793103449,1.0
Brandon Nakashima,0.0,1.0,25.0,0.48289446654013074,0.0369617026745602,0.39285714285714285,0.4641509433962264,0.4980237154150198,0.5,0.536723163841808
Brandon Nakashima,1.0,0.0,15.0,0.5001112161978077,0.0262107593727775,0.425,0.49628097138072014,0.5,0.5110341151385928,0.5380116959064327
Brayden Schnur,0.0,0.0,466.0,0.4330975895089601,0.06880814112585837,0.25,0.40514881970578176,0.4235769715191159,0.45121951219512196,1.0
Brayden Schnur,0.0,1.0,46.0,0.42170485671563757,0.035453730303895356,0.3673469387755102,0.3960526315789474,0.4117647058823529,0.45098039215686275,0.5
Brayden Schnur,1.0,0.0,15.0,0.4342766955481142,0.022191838080577054,0.4125,0.41565040650406504,0.4230769230769231,0.45963541666666663,0.46153846153846156
Brian Baker,0.0,0.0,837.0,0.5134288905750268,0.08591507038314082,0.0,0.47,0.5263157894736842,0.5569620253164557,1.0
Brian Baker,0.0,1.0,28.0,0.4952224997395243,0.0874220234373153,0.1111111111111111,0.48076396495071194,0.5146381844613148,0.5459624174707973,0.5657894736842105
Brian Baker,1.0,0.0,33.0,0.529330807420099,0.05472048976430654,0.38461538461538464,0.5144927536231884,0.5374149659863946,0.559322033898305,0.6666666666666666
Brydan Klein,0.0,0.0,185.0,0.4262752572508784,0.06782520065082201,0.0,0.42857142857142855,0.4418604651162791,0.44886363636363635,0.47058823529411764
Brydan Klein,0.0,1.0,6.0,0.43163595559209805,0.03628044432913094,0.36363636363636365,0.42608974992586734,0.44208162726192046,0.45686855565478607,0.4594594594594595
Brydan Klein,1.0,0.0,1.0,0.44047619047619047,,0.44047619047619047,0.44047619047619047,0.44047619047619047,0.44047619047619047,0.44047619047619047
Cameron Norrie,0.0,0.0,989.0,0.5194047185525389,0.09155687202123212,0.0,0.4745762711864407,0.5068493150684932,0.5346153846153846,1.0
Cameron Norrie,0.0,1.0,63.0,0.502292162089394,0.05193703380602912,0.4166666666666667,0.4621926815323042,0.5,0.5275181549220012,0.75
Cameron Norrie,1.0,0.0,47.0,0.5483764104276136,0.11164865557545894,0.42424242424242425,0.49850299401197606,0.5238095238095238,0.5419298245614035,1.0
Carlos Alcaraz,0.0,0.0,643.0,0.4866997871239266,0.0959368451360355,0.0,0.47547256272196126,0.5,0.5253865979381444,1.0
Carlos Alcaraz,0.0,1.0,33.0,0.462063574236881,0.07293904444716787,0.3333333333333333,0.4020618556701031,0.48582995951417,0.5104166666666666,0.59375
Carlos Alcaraz,1.0,0.0,27.0,0.5346520734097496,0.06998418266032505,0.410958904109589,0.5023364485981308,0.5272727272727272,0.5477282588483233,0.7222222222222222
Carlos Berlocq,0.0,0.0,1256.0,0.47822342547427815,0.09836610132567597,0.0,0.4479792595464237,0.4838709677419355,0.5047850208044382,1.0
Carlos Berlocq,0.0,1.0,82.0,0.44844265948297246,0.0642097793524496,0.30434782608695654,0.3943351424694708,0.474621990604815,0.4929800724637681,0.5588235294117647
Carlos Berlocq,1.0,0.0,35.0,0.5326167459047229,0.0933182942185503,0.3448275862068966,0.48110516934046343,0.49282296650717705,0.5964285714285715,0.7058823529411765
Carsten Ball,0.0,0.0,248.0,0.5644624526172732,0.06618290906247622,0.0,0.5237394957983194,0.5423963133640552,0.6098594460520876,0.7222222222222222
Carsten Ball,0.0,1.0,9.0,0.5453367527924429,0.03472467770146318,0.5178571428571429,0.5274261603375527,0.5379310344827586,0.5416666666666666,0.6326530612244898
Carsten Ball,1.0,0.0,7.0,0.5986470830550669,0.06574952948241161,0.52,0.5379084967320261,0.6190476190476191,0.6491228070175439,0.6774193548387096
Casper Ruud,0.0,0.0,702.0,0.4784492305391335,0.12023106001142513,0.0,0.44065126050420167,0.4689460354568479,0.5227272727272727,1.0
Casper Ruud,0.0,1.0,19.0,0.4500913080361994,0.13086432012071852,0.2,0.4078054298642534,0.4792626728110599,0.5069660782277605,0.6194029850746269
Casper Ruud,1.0,0.0,28.0,0.5498667355094099,0.0850243069843707,0.4375,0.4968846439314036,0.5303308823529411,0.61240836274776,0.8
Cedrik Marcel Stebe,0.0,0.0,541.0,0.4718718016329673,0.07613324766127874,0.0,0.46107784431137727,0.4785714285714286,0.489247311827957,1.0
Cedrik Marcel Stebe,0.0,1.0,44.0,0.44814246251210327,0.05997928206878565,0.29411764705882354,0.43137254901960786,0.4685455021376843,0.48162123203459534,0.55
Cedrik Marcel Stebe,1.0,0.0,20.0,0.5055297051387158,0.07845038471356,0.44642857142857145,0.45614035087719296,0.47950681986158705,0.5036764705882353,0.75
Cedrik-Marcel Stebe,0.0,0.0,443.0,0.4680931199820245,0.07004887540178671,0.0,0.4444444444444444,0.46408839779005523,0.4930554067088201,1.0
Cedrik-Marcel Stebe,0.0,1.0,34.0,0.449672752336434,0.04449197955612656,0.3076923076923077,0.4384591774094536,0.46027742749054223,0.48173400673400674,0.5057915057915058
Cedrik-Marcel Stebe,1.0,0.0,17.0,0.477811353147681,0.03231624717617177,0.4107142857142857,0.46551724137931033,0.4793814432989691,0.5,0.5192307692307693
Christian Harrison,0.0,0.0,236.0,0.4667274216348078,0.04736731371137243,0.2857142857142857,0.4572344322344322,0.46886741814278043,0.4815379403794038,1.0
Christian Harrison,0.0,1.0,16.0,0.46505382179496907,0.021686674550106377,0.4,0.4590494218190678,0.4649525057320668,0.4776785714285714,0.49473684210526314
Christian Harrison,1.0,0.0,6.0,0.4752505782999483,0.019008844982862864,0.4523809523809524,0.4638962765957447,0.4718047909537271,0.48442733736851384,0.5056179775280899
Christopher O'Connell,0.0,0.0,725.0,0.4712422848886467,0.06890690662933395,0.0,0.45161290322580644,0.47435897435897434,0.5070422535211268,1.0
Christopher O'Connell,0.0,1.0,42.0,0.46858420083081154,0.03890768405443216,0.375,0.44683734939759034,0.45993589743589747,0.5124804504222709,0.5238095238095238
Christopher O'Connell,1.0,0.0,22.0,0.4894936442170662,0.027345261134890303,0.4378698224852071,0.47427078568664016,0.48004134860050895,0.5150379506641366,0.5265700483091788
Collin Altamirano,0.0,0.0,124.0,0.4242677986667776,0.13883510221918238,0.3269230769230769,0.3624547101449275,0.37698612862547287,0.39022727272727276,1.0
Collin Altamirano,0.0,1.0,12.0,0.3915287827477159,0.04088066160281043,0.3333333333333333,0.3723995695839311,0.3909519477297163,0.3972972972972973,0.5
Corentin Moutet,0.0,0.0,1243.0,0.49028823306221453,0.07976963015873208,0.0,0.46938775510204084,0.49056603773584906,0.529055860419305,1.0
Corentin Moutet,0.0,1.0,63.0,0.48171195481482065,0.07596978111415259,0.1111111111111111,0.45143723332584773,0.4786729857819905,0.5220231429637925,0.6470588235294118
Corentin Moutet,1.0,0.0,60.0,0.5090242124220701,0.06424487797226659,0.3333333333333333,0.4867386134991769,0.5022522522522522,0.5321328915242414,0.6785714285714286
Cristian Garin,0.0,0.0,2222.0,0.5003186943187662,0.07307930766327386,0.0,0.4709794296400187,0.501672315625804,0.5281162219101123,1.0
Cristian Garin,0.0,1.0,131.0,0.48730339811562506,0.04140225267292687,0.3684210526315789,0.4613893858079905,0.4890829694323144,0.5134282624369142,0.5909090909090909
Cristian Garin,1.0,0.0,107.0,0.5147208557459372,0.03915972547585153,0.42592592592592593,0.49912280701754386,0.5174825174825175,0.5393598910452844,0.6229508196721312
D. Mu̱oz de la Nava,0.0,0.0,276.0,0.5045161417952757,0.047815256580445505,0.0,0.4818911272620848,0.49183601029372614,0.5368908382066278,0.5862068965517241
D. Mu̱oz de la Nava,0.0,1.0,22.0,0.4842061244279592,0.018427399038436414,0.46283783783783783,0.4720765345765346,0.47960662525879916,0.4899137931034483,0.5272727272727272
D. Mu̱oz de la Nava,1.0,0.0,14.0,0.5307218600943274,0.036157820023934896,0.48148148148148145,0.4921189692982456,0.5396825396825398,0.5623244382022472,0.5714285714285714
Damir Dzumhur,0.0,0.0,2631.0,0.4863658103764919,0.09795637627925456,0.0,0.4528301886792453,0.4879518072289157,0.5237229437229438,1.0
Damir Dzumhur,0.0,1.0,154.0,0.4615766540956146,0.08645482268469316,0.0,0.43123040752351094,0.4772727272727273,0.5025711458848647,0.6702127659574468
Damir Dzumhur,1.0,0.0,150.0,0.5232180701525776,0.07665429907917992,0.2903225806451613,0.4749630450849963,0.5092624356775299,0.5814947004109885,0.8
Daniel Brands,0.0,0.0,687.0,0.48078308208970777,0.07397685007030519,0.0,0.47304562627143276,0.5,0.5161290322580645,0.5555555555555556
Daniel Brands,0.0,1.0,33.0,0.45620740777807434,0.07476321139408103,0.2222222222222222,0.45588235294117646,0.48295454545454547,0.5,0.5308641975308642
Daniel Brands,1.0,0.0,8.0,0.4918581251470465,0.04146865507441594,0.4,0.4784088385520764,0.5086206896551724,0.5188888888888888,0.5233644859813084
Daniel Elahi Galan,0.0,0.0,253.0,0.5374893475373725,0.07421786482975941,0.4860335195530726,0.5057471264367817,0.5141509433962265,0.5441176470588235,1.0
Daniel Elahi Galan,0.0,1.0,10.0,0.5130965956453115,0.01205620047465055,0.4909090909090909,0.5079951298701298,0.5135882931628135,0.5227591036414566,0.5287356321839081
Daniel Elahi Galan,1.0,0.0,14.0,0.5162949571667622,0.020295135471050874,0.49122807017543857,0.507328722002635,0.512088827203331,0.521098163841808,0.5614035087719298
Daniel Evans,0.0,0.0,2472.0,0.5028453006272412,0.07735760962468097,0.0,0.47971599648428914,0.5076923076923077,0.5454545454545454,1.0
Daniel Evans,0.0,1.0,115.0,0.4911393622032543,0.05753388785046948,0.2,0.4741390265599187,0.5,0.5274158911954188,0.5723684210526315
Daniel Evans,1.0,0.0,131.0,0.526390668790982,0.040861167120694646,0.42424242424242425,0.5,0.5276752767527675,0.5532947738070646,0.6666666666666666
Daniel Gimeno Traver,0.0,0.0,351.0,0.4399480528310567,0.06526828546817391,0.0,0.41707119741100324,0.4489795918367347,0.4837655492304449,1.0
Daniel Gimeno Traver,0.0,1.0,18.0,0.4210398450886046,0.0428597606583265,0.2727272727272727,0.4145114942528736,0.4242852888624181,0.4484916951636541,0.4580152671755725
Daniel Gimeno Traver,1.0,0.0,5.0,0.46412375099775927,0.02139528480332414,0.43333333333333335,0.45,0.4772727272727273,0.4782608695652174,0.48175182481751827
Daniel Gimeno-Traver,0.0,0.0,296.0,0.41001821242352593,0.0642087593586815,0.0,0.38590225563909775,0.4153846153846154,0.4423076923076923,1.0
Daniel Gimeno-Traver,0.0,1.0,18.0,0.4083405245642887,0.0442561085479936,0.2727272727272727,0.3898809523809524,0.41494490358126723,0.4381421232876712,0.4632352941176471
Daniel Gimeno-Traver,1.0,0.0,9.0,0.42596061822966463,0.025642010002430205,0.3902439024390244,0.4,0.4329896907216495,0.4457831325301205,0.45454545454545453
Daniel Smethurst,0.0,0.0,172.0,0.4501848410381447,0.07571405257981266,0.0,0.45276132764082083,0.45935935935935934,0.4700566973777463,0.5166666666666667
Daniel Smethurst,0.0,1.0,8.0,0.46440641944992395,0.010851039695190356,0.45454545454545453,0.4561637594376464,0.46187020810514784,0.46824324324324323,0.4857142857142857
Daniel Smethurst,1.0,0.0,7.0,0.4838099062193852,0.010916805070703622,0.46621621621621623,0.47800632911392404,0.48717948717948717,0.48863049095607236,0.5
Daniil Medvedev,0.0,0.0,2903.0,0.4949693712931342,0.0775714278824731,0.0,0.4697674418604651,0.5,0.5416666666666666,1.0
Daniil Medvedev,0.0,1.0,111.0,0.47647583075240585,0.06765059144112828,0.2,0.4542665923034021,0.4787234042553192,0.5078297039393198,0.7
Daniil Medvedev,1.0,0.0,144.0,0.5191903693881518,0.05637559120468128,0.4074074074074074,0.4785714285714286,0.5238095238095238,0.5519125683060109,1.0
Darian King,0.0,0.0,241.0,0.4685256430679192,0.07310936023645181,0.0,0.4708333333333333,0.4819277108433735,0.4897959183673469,0.5476190476190477
Darian King,0.0,1.0,11.0,0.47948263899247734,0.014336572887123387,0.44776119402985076,0.473680904522613,0.48148148148148145,0.48298513201743143,0.5
Darian King,1.0,0.0,10.0,0.49344524550077856,0.02132925413549385,0.4713114754098361,0.47638888888888886,0.48924606845513413,0.4985955056179775,0.5348837209302325
David Ferrer,0.0,0.0,10085.0,0.523651877986302,0.08973849240296733,0.0,0.48466257668711654,0.5217391304347826,0.5607476635514018,1.0
David Ferrer,0.0,1.0,397.0,0.49307630925942003,0.07430595853528009,0.1111111111111111,0.4557823129251701,0.5,0.5384615384615384,0.6888888888888889
David Ferrer,1.0,0.0,596.0,0.548434392246496,0.06377125631857515,0.35714285714285715,0.5104989035087719,0.5401149425287357,0.579873949579832,1.0
David Goffin,0.0,0.0,5279.0,0.4967749518394156,0.08575850324980398,0.0,0.46153846153846156,0.4956521739130435,0.5346344249809596,1.0
David Goffin,0.0,1.0,228.0,0.47923497055390823,0.07283908279917369,0.2,0.4525171624713959,0.4854006820119352,0.5202083333333334,0.64
David Goffin,1.0,0.0,328.0,0.5228507098038578,0.06396651380123111,0.3333333333333333,0.48503130257315424,0.5116279069767442,0.5534782957554361,0.8
David Guez,0.0,0.0,363.0,0.4892868974966276,0.07726148441863477,0.2,0.45755849859328895,0.47337278106508873,0.5133357041251778,1.0
David Guez,0.0,1.0,28.0,0.47075276629536916,0.02464600563384441,0.42857142857142855,0.45395256916996046,0.4627262623054938,0.4834457771114443,0.5294117647058824
David Guez,1.0,0.0,17.0,0.5095841366672965,0.03755471207115811,0.45089285714285715,0.4774774774774775,0.5121951219512195,0.5333333333333333,0.5909090909090909
David Nalbandian,0.0,0.0,1166.0,0.46822733634599556,0.08434689805802457,0.0,0.44238650693568726,0.475223381761135,0.5,1.0
David Nalbandian,0.0,1.0,77.0,0.44573774931071447,0.057928849437888896,0.2962962962962963,0.425531914893617,0.4644808743169399,0.48732394366197185,0.5384615384615384
David Nalbandian,1.0,0.0,51.0,0.48778971884281624,0.05361083987078099,0.3225806451612903,0.45742753623188404,0.4904632152588556,0.5089833243679398,0.6206896551724138
Denis Gremelmayr,0.0,0.0,162.0,0.4586235202926903,0.06251508665373498,0.0,0.4390151515151515,0.45485893416927903,0.5,0.5454545454545454
Denis Gremelmayr,0.0,1.0,12.0,0.4445737232647255,0.014180256337390824,0.4251968503937008,0.4356801390699696,0.44172302264039986,0.4509600415153088,0.46987951807228917
Denis Gremelmayr,1.0,0.0,10.0,0.4652013692004173,0.029632666769632842,0.44785276073619634,0.4495819988057109,0.45014619883040935,0.4588206627680312,0.5277777777777778
Denis Istomin,0.0,0.0,3108.0,0.47155284067388753,0.08231976708865095,0.0,0.4406483347161313,0.4782608695652174,0.5093460682057893,1.0
Denis Istomin,0.0,1.0,162.0,0.44429109357766083,0.07524087897329841,0.0,0.4093822843822844,0.4485473798533804,0.4854559748427673,0.6190476190476191
Denis Istomin,1.0,0.0,114.0,0.4958382992989994,0.05096782275966875,0.3,0.4607793522267206,0.5,0.5262023593466425,0.6666666666666666
Denis Kudla,0.0,0.0,2491.0,0.4971818126709189,0.08137350067461041,0.0,0.4636363636363636,0.5,0.5263157894736842,1.0
Denis Kudla,0.0,1.0,108.0,0.46567795151655955,0.06880611239716909,0.2,0.44702596122247784,0.4666666666666667,0.5065644372913687,0.64
Denis Kudla,1.0,0.0,125.0,0.5150486556982546,0.05354769165995357,0.38636363636363635,0.4782608695652174,0.5100671140939598,0.5354330708661418,0.7368421052631579
Denis Shapovalov,0.0,0.0,3466.0,0.5115253491840963,0.08072329971408147,0.0,0.48348242666424485,0.5037736386420597,0.536,1.0
Denis Shapovalov,0.0,1.0,146.0,0.4992323978765485,0.05530748273216327,0.2,0.4828076018808778,0.5,0.5160275918036112,0.6222222222222222
Denis Shapovalov,1.0,0.0,180.0,0.5276458531956836,0.05123555694149916,0.37037037037037035,0.4982197966627032,0.5163939321548017,0.5458833619210978,0.7
Dennis Novak,0.0,0.0,239.0,0.4666380093016304,0.049366597952510714,0.0,0.4491133082234777,0.45864661654135336,0.46599400193158136,0.75
Dennis Novak,0.0,1.0,11.0,0.46172611387051765,0.023389138964147425,0.4392156862745098,0.44444655401556865,0.45320197044334976,0.4752197732195184,0.5
Dennis Novak,1.0,0.0,5.0,0.47601298969622574,0.04851910215037145,0.4489795918367347,0.4536082474226804,0.45454545454545453,0.460431654676259,0.5625
Dennis Novikov,0.0,0.0,209.0,0.4397083750043049,0.05292725817581444,0.0,0.4336283185840708,0.4383561643835616,0.4482758620689655,0.6666666666666666
Dennis Novikov,0.0,1.0,15.0,0.43747432727616503,0.010941686005364507,0.4166666666666667,0.4338235294117647,0.4387755102040816,0.4447584219858156,0.45652173913043476
Dennis Novikov,1.0,0.0,3.0,0.44543740573152335,0.010134593435262197,0.4338235294117647,0.44191176470588234,0.45,0.4512443438914027,0.45248868778280543
Di Wu,0.0,0.0,235.0,0.49713685557441123,0.07236200194457533,0.4,0.4826920516575689,0.49019607843137253,0.4952554416261918,1.0
Di Wu,0.0,1.0,11.0,0.48694825501681566,0.0146480139858964,0.4444444444444444,0.48770936257380404,0.4897959183673469,0.49230769230769234,0.5
Di Wu,1.0,0.0,13.0,0.4936763607948003,0.007397169402386957,0.47368421052631576,0.4913294797687861,0.49411764705882355,0.49572649572649574,0.5053763440860215
Diego Schwartzman,0.0,0.0,3546.0,0.5092492019793006,0.08414765365348531,0.0,0.4722424684159378,0.5,0.5454545454545454,1.0
Diego Schwartzman,0.0,1.0,220.0,0.49179958819866754,0.05348326769151688,0.2857142857142857,0.4686145231213873,0.4877757901013715,0.5294117647058824,0.6470588235294118
Diego Schwartzman,1.0,0.0,236.0,0.5342268195762623,0.0655288453996819,0.3548387096774194,0.4865967365967366,0.5330601092896174,0.5668439716312057,0.8
Dmitry Tursunov,0.0,0.0,2161.0,0.49515017749909607,0.08596548743458134,0.0,0.45098039215686275,0.4845360824742268,0.5217391304347826,1.0
Dmitry Tursunov,0.0,1.0,119.0,0.4744677200060063,0.0576834157621671,0.3,0.4454613528579749,0.4726027397260274,0.5009727626459144,0.7
Dmitry Tursunov,1.0,0.0,64.0,0.5231522120044658,0.08925624022516523,0.39473684210526316,0.47240013026487193,0.5056007509386733,0.5718005952380952,1.0
Dominic Thiem,0.0,0.0,7143.0,0.5132081147004963,0.08319487018705286,0.0,0.47674418604651164,0.5078125,0.5480497609734898,1.0
Dominic Thiem,0.0,1.0,227.0,0.4850425641047573,0.06837152903491342,0.2,0.46153846153846156,0.4847161572052402,0.52,0.6875
Dominic Thiem,1.0,0.0,423.0,0.5343773470365487,0.06561787548721269,0.375,0.48717948717948717,0.5238095238095238,0.5691258919469928,1.0
Dominik Koepfer,0.0,0.0,2696.0,0.4893933412249441,0.06764455636362374,0.0,0.46551724137931033,0.4982392401453247,0.5151515151515151,1.0
Dominik Koepfer,0.0,1.0,167.0,0.47277747164906236,0.04877036248777109,0.34210526315789475,0.4455828779599271,0.4897959183673469,0.5082650273224043,0.5714285714285714
Dominik Koepfer,1.0,0.0,112.0,0.5070086060188649,0.048927320660401334,0.4,0.4784361851332398,0.506371449420286,0.5187112623483047,0.6923076923076923
Donald Young,0.0,0.0,3516.0,0.5018357246629095,0.08866291289759316,0.0,0.45161290322580644,0.4956331045003814,0.5357142857142857,1.0
Donald Young,0.0,1.0,209.0,0.4752847379903622,0.057501108980915205,0.3333333333333333,0.43564356435643564,0.47330960854092524,0.5042735042735043,0.65
Donald Young,1.0,0.0,171.0,0.5323228336449921,0.07655769059663259,0.38095238095238093,0.48093299547210566,0.5217391304347826,0.5625,0.8
Ds.Schwartzman,0.0,0.0,164.0,0.41236687351504403,0.07780819023039642,0.0,0.4166666666666667,0.4328813250819075,0.44075692178124015,0.5
Ds.Schwartzman,0.0,1.0,10.0,0.43682629883992197,0.028840077512100923,0.36666666666666664,0.4285668214654283,0.4412801974960324,0.4534090909090909,0.47368421052631576
Ds.Schwartzman,1.0,0.0,2.0,0.47853107344632767,0.07750209918089844,0.423728813559322,0.45112994350282487,0.47853107344632767,0.5059322033898305,0.5333333333333333
Dudi Sela,0.0,0.0,2263.0,0.47484861703338876,0.08342872766654455,0.0,0.46267549573020694,0.48878923766816146,0.5076923076923077,1.0
Dudi Sela,0.0,1.0,132.0,0.4445259736814889,0.0682645084292938,0.25,0.3981076955468997,0.46815668202764976,0.4961388247825315,0.6166666666666667
Dudi Sela,1.0,0.0,83.0,0.4776414747017636,0.060588777890698914,0.3333333333333333,0.44441874807277215,0.4827586206896552,0.5,0.6842105263157895
Dusan Lajovic,0.0,0.0,2809.0,0.5075522605239674,0.08662745243574954,0.0,0.4796747967479675,0.5080213903743316,0.5428571428571428,1.0
Dusan Lajovic,0.0,1.0,126.0,0.4910082122040679,0.0682647649738188,0.2727272727272727,0.46098613469156763,0.5010373443983402,0.5267411177080389,0.6470588235294118
Dusan Lajovic,1.0,0.0,136.0,0.5409430978513456,0.07032938475458105,0.39473684210526316,0.5044944498069498,0.5294117647058824,0.5763605194047272,0.875
Dustin Brown,0.0,0.0,1571.0,0.47244262876590143,0.08789763890816008,0.0,0.43243243243243246,0.48484848484848486,0.5173079483424311,1.0
Dustin Brown,0.0,1.0,72.0,0.45040670412184497,0.05867217097117366,0.2777777777777778,0.4240791536050157,0.444333058143649,0.5066410170625627,0.5411764705882353
Dustin Brown,1.0,0.0,45.0,0.4968593846721001,0.04115468781112714,0.38461538461538464,0.4742268041237113,0.512987012987013,0.5210084033613446,0.5714285714285714
Edouard Roger Vasselin,0.0,0.0,217.0,0.46812002337199915,0.07933322985646565,0.3125,0.42028985507246375,0.49056603773584906,0.5054945054945055,1.0
Edouard Roger Vasselin,0.0,1.0,16.0,0.46457340862579605,0.05608498660613082,0.35135135135135137,0.4607990506329114,0.4926690924657534,0.4942233154442457,0.512396694214876
Edouard Roger Vasselin,1.0,0.0,13.0,0.4831229587677035,0.03842395302850832,0.4032258064516129,0.4791666666666667,0.4939759036144578,0.510752688172043,0.5202020202020202
Edouard Roger-Vasselin,0.0,0.0,1055.0,0.510600311916182,0.09664592600974967,0.0,0.46153846153846156,0.5,0.52819741026806,1.0
Edouard Roger-Vasselin,0.0,1.0,64.0,0.4764057531262921,0.0597272141492212,0.2727272727272727,0.44373808436937784,0.46501956947162426,0.5085985213757634,0.6285714285714286
Edouard Roger-Vasselin,1.0,0.0,55.0,0.5561587657046869,0.13036792465092323,0.35294117647058826,0.469116974226018,0.5024154589371981,0.634110247872734,1.0
Eduardo Schwank,0.0,0.0,151.0,0.4136531850858466,0.0589484047789975,0.2857142857142857,0.4,0.41379310344827586,0.42247450218552696,1.0
Eduardo Schwank,0.0,1.0,10.0,0.38960635983891034,0.02692885223671508,0.3333333333333333,0.3856837606837607,0.3971830985915493,0.407695374800638,0.4186046511627907
Eduardo Schwank,1.0,0.0,4.0,0.4125169893226107,0.005373707107317347,0.40625,0.4103860294117647,0.4122315592903828,0.41436251920122885,0.41935483870967744
Egor Gerasimov,0.0,0.0,586.0,0.4569715835635551,0.0828397447661564,0.0,0.4231900452488688,0.45454545454545453,0.5,1.0
Egor Gerasimov,0.0,1.0,32.0,0.4128798003556696,0.0767711932685887,0.2,0.3597435897435897,0.4243991481594159,0.4731334841628959,0.519650655021834
Egor Gerasimov,1.0,0.0,25.0,0.48982619938624067,0.06465053002006106,0.375,0.4392523364485981,0.4875,0.5230125523012552,0.5909090909090909
Elias Ymer,0.0,0.0,425.0,0.45363069700615866,0.06468163901820244,0.0,0.436046511627907,0.45495495495495497,0.49056603773584906,0.6666666666666666
Elias Ymer,0.0,1.0,14.0,0.43350125398777006,0.05330163519056909,0.3333333333333333,0.4219986240110079,0.442030741535692,0.4628730048577377,0.5048543689320388
Elias Ymer,1.0,0.0,2.0,0.47426367461430574,0.05484292426313618,0.43548387096774194,0.45487377279102387,0.47426367461430574,0.49365357643758767,0.5130434782608696
Elliot Benchetrit,0.0,0.0,186.0,0.539887453723383,0.0966758340538011,0.4321608040201005,0.4839223340867064,0.525002500250025,0.5737102217936354,1.0
Elliot Benchetrit,0.0,1.0,15.0,0.4883950881616296,0.041451466967566755,0.43478260869565216,0.44735449735449734,0.5,0.5072815533980582,0.5555555555555556
Elliot Benchetrit,1.0,0.0,6.0,0.4956551780648996,0.054393810328952484,0.441025641025641,0.45359223922648395,0.48598602484472053,0.5251008064516128,0.58
Emil Ruusuvuori,0.0,0.0,639.0,0.5198545972471736,0.0734155841865479,0.0,0.4891252955082742,0.5228426395939086,0.5360150933225524,1.0
Emil Ruusuvuori,0.0,1.0,21.0,0.5004907781925484,0.032798907292749514,0.45348837209302323,0.4628099173553719,0.5141509433962265,0.5230769230769231,0.5636363636363636
Emil Ruusuvuori,1.0,0.0,44.0,0.5177646280704044,0.02358355345050495,0.46938775510204084,0.498015873015873,0.5225413622239019,0.5306269009800608,0.5714285714285714
Ernesto Escobedo,0.0,0.0,1015.0,0.5022835092902802,0.07147710895753134,0.0,0.4697882438846295,0.5,0.5333333333333333,1.0
Ernesto Escobedo,0.0,1.0,53.0,0.48995725042207405,0.04812087488961097,0.4,0.4628099173553719,0.48826291079812206,0.5174825174825175,0.6470588235294118
Ernesto Escobedo,1.0,0.0,50.0,0.5163834176210531,0.05227191920368439,0.44285714285714284,0.49220264050387597,0.5142050040355125,0.5357723577235772,0.7272727272727273
Ernests Gulbis,0.0,0.0,4151.0,0.47154155726893837,0.08802914210557132,0.0,0.43037974683544306,0.47368421052631576,0.5084745762711864,1.0
Ernests Gulbis,0.0,1.0,191.0,0.45140768701470096,0.06887962559778474,0.0,0.41625412541254125,0.45132743362831856,0.48968962585034015,0.6329113924050633
Ernests Gulbis,1.0,0.0,135.0,0.5046226254485582,0.07874838626244314,0.375,0.4579802259887006,0.4927536231884058,0.5261787280701754,1.0
Evgeny Donskoy,0.0,0.0,1638.0,0.46386097537917237,0.0706248597649631,0.0,0.44778408570643713,0.4696969696969697,0.4842105263157895,1.0
Evgeny Donskoy,0.0,1.0,56.0,0.44229380507629784,0.08267148482150159,0.0,0.4249181669394435,0.4567247820672478,0.48303670745272526,0.5394190871369294
Evgeny Donskoy,1.0,0.0,51.0,0.48894360305432666,0.0508890123044961,0.4140127388535032,0.46168627889426167,0.4722222222222222,0.5142050040355125,0.7
Fabio Fognini,0.0,0.0,5371.0,0.47700202382301654,0.09475371932143421,0.0,0.45,0.4854771784232365,0.5242718446601942,1.0
Fabio Fognini,0.0,1.0,322.0,0.4511394981433778,0.08510533260645299,0.0,0.4277950310559006,0.46561379928315416,0.5,0.631578947368421
Fabio Fognini,1.0,0.0,288.0,0.5064085462871611,0.06675786938187314,0.3125,0.47047848990342406,0.5,0.5438669217687074,0.8
Facundo Bagnis,0.0,0.0,1764.0,0.5040484011687728,0.07216917645582861,0.0,0.4789288361749444,0.5,0.5204878634943524,1.0
Facundo Bagnis,0.0,1.0,100.0,0.4866857890655251,0.049832261257268286,0.36363636363636365,0.445979020979021,0.48898592916060163,0.5083405234397469,0.5959595959595959
Facundo Bagnis,1.0,0.0,58.0,0.5280250471753827,0.05205519034943487,0.4327485380116959,0.49563736965311767,0.5080647492412198,0.5614098837209303,0.6571428571428571
