,,,P1WinPct,P1WinPct,P1WinPct,P1WinPct,P1WinPct,P1WinPct,P1WinPct,P1WinPct
,,,count,mean,std,min,25%,50%,75%,max
player1,P1BreakPoint,P2BreakPoint,,,,,,,,
Bjorn Phau,0.0,1.0,19.0,0.44496682140529065,0.037200987315130024,0.36,0.4294372294372294,0.46017699115044247,0.46725992195679067,0.48936170212765956
Bjorn Phau,1.0,0.0,6.0,0.5060144077982105,0.057046744273730944,0.43902439024390244,0.46006197824437134,0.503954802259887,0.5552083333333333,0.5714285714285714
Blake Mott,0.0,0.0,151.0,0.4497994981136215,0.06473008409418125,0.23076923076923078,0.4366642895346764,0.45081967213114754,0.474937343358396,1.0
Blake Mott,0.0,1.0,8.0,0.4449278270539819,0.03622431527169382,0.375,0.4359386369148678,0.4426855212113628,0.4568693693693694,0.5
Blake Mott,1.0,0.0,1.0,0.47560975609756095,,0.47560975609756095,0.47560975609756095,0.47560975609756095,0.47560975609756095,0.47560975609756095
Blaz Kavcic,0.0,0.0,1584.0,0.48243785084425966,0.09898936884906942,0.0,0.41763089851325147,0.49049125979505726,0.5384615384615384,1.0
Blaz Kavcic,0.0,1.0,78.0,0.45808199453706056,0.09726230115243224,0.2,0.3866719520789288,0.45344262295081966,0.533510011778563,0.6370370370370371
Blaz Kavcic,1.0,0.0,80.0,0.5279201298404261,0.08968935940650642,0.35294117647058826,0.47257569109258446,0.5219315121200462,0.5496475004577916,0.8
Bobby Reynolds,0.0,0.0,241.0,0.4948381611613574,0.06911348494631471,0.0,0.4748858447488584,0.5,0.5308641975308642,0.6
Bobby Reynolds,0.0,1.0,13.0,0.48525085798224227,0.012227802816442316,0.4679245283018868,0.47549019607843135,0.4842105263157895,0.49557522123893805,0.5052631578947369
Bobby Reynolds,1.0,0.0,11.0,0.5107715783656643,0.026528150511349206,0.4766355140186916,0.49364187299285195,0.5039370078740157,0.5233085808580857,0.56
Borna Coric,0.0,0.0,2519.0,0.49403143378076714,0.07587368902909856,0.0,0.47630278526504943,0.5,0.5249309392265193,1.0
Borna Coric,0.0,1.0,97.0,0.4774676451395105,0.05057065531054327,0.3333333333333333,0.44936708860759494,0.49242424242424243,0.5040322580645161,0.6
Borna Coric,1.0,0.0,87.0,0.5275735455988827,0.0504028936776225,0.38181818181818183,0.5,0.5238095238095238,0.5558676654182273,0.6666666666666666
Botic Van De Zandschulp,0.0,0.0,1166.0,0.5012728631339797,0.08167784940250589,0.0,0.4444444444444444,0.5176523744235324,0.5480769230769231,1.0
Botic Van De Zandschulp,0.0,1.0,54.0,0.4866019494649699,0.07177061042142406,0.3333333333333333,0.453752642706131,0.4707628497072219,0.5152382604672681,0.7
Botic Van De Zandschulp,1.0,0.0,75.0,0.5321175403861875,0.07683368253583475,0.40594059405940597,0.48990521827983513,0.5405405405405406,0.5541829745596869,1.0
